Date,LD12TRUU Index,SPTR Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,GC1 Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000BXPP29 FIGI,BBG0016S3JL1 FIGI,BBG00CTZ9MW1 FIGI,BBG008FDQZL8 FIGI,BBG001DCTG63 FIGI,BBG000QYVKN2 FIGI,BBG000N7KBZ3 FIGI,BBG00HY28K89 FIGI,BBG00JGMWFM9 FIGI,BBG00RRGSJR4 FIGI,BBG00XXPB3L3 FIGI,BBG00Z9CCRH5 FIGI,BBG00G5JGQ66 FIGI,BBG01103B471 FIGI,BBG00XP21PQ0 FIGI,BBG000BT1XR0 FIGI,BBG012QSDSK6 FIGI,BBG01HN2K357 FIGI,BBG018CYVVW5 FIGI,BBG01LDX2Y62 FIGI,BBG01LFP7VX8 FIGI,BBG01LG5S725 FIGI,BBG01LGJPD98 FIGI,BBG01LGV6385 FIGI,BBG01LK3NLL8 FIGI,BBG01LKV4T03 FIGI,BBG01LM0NQT3 FIGI,BBG01LMWGVP4 FIGI,BBG01LNSPRZ0 FIGI,BBG01LPQN9T1 FIGI,BBG01LQ91TF3 FIGI,BBG01LQSBQD8 FIGI,BBG01LR3YNV4 FIGI,BBG01LS5MNX9 FIGI,BBG01LT0X3V3 FIGI,BBG01LTHJFN4 FIGI,BBG01LTX3S76 FIGI,BBG01LV5FTG9 FIGI,BBG01LW2WJ41 FIGI,BBG000FKMP26 FIGI,BBG000BDCQ25 FIGI,BBG000MQQ963 FIGI,BBG000BK2F42 FIGI,BBG000BK6MB5 FIGI,BBG000BPH459 FIGI,BBG000CGC1X8 FIGI,BBG000DY28W5 FIGI,BBG000BJGGV8 FIGI,BBG000KMVDV1 FIGI,BBG000H9G7X2 FIGI,BBG000BD53V2 FIGI,BBG002293PJ4 FIGI,BBG000HT5G06 FIGI,BBG000F9XKN7 FIGI,BBG001KFKQM7 FIGI,BBG004S641N5 FIGI,BBG002BC7WC5 FIGI,BBG000G7CDN9 FIGI,BBG005CHLM96 FIGI,BBG00B8NWRF5 FIGI,BBG000BLJWF3 FIGI,BBG000V78V75 FIGI,BBG000BVMGF2 FIGI,BBG000BNGTQ7 FIGI,BBG000C3J3C9 FIGI,BBG000BLNNH6 FIGI,BBG000BMTX31 FIGI,BBG000BJW241 FIGI,BBG00Q741Z16 FIGI,BBG00RP5HYS8 FIGI,BBG00VSYYVB8 FIGI,BBG000C6W444 FIGI,BBG000BCQ4P6 FIGI,BBG000CYSFS7 FIGI,BBG000BGYMH7 FIGI,BBG000CC53X1 FIGI,BBG000Q5ZRM7 FIGI,BBG000BRNGM2 FIGI,BBG000BS9489 FIGI,BBG000FKJRC5 FIGI,BBG000C221G9 FIGI,BBG000BMQCP6 FIGI,BBG000BJ5HK0 FIGI,BBG000BD2167 FIGI,BBG000CHSS88 FIGI,BBG000BVWZF9 FIGI,BBG000BCVMH9 FIGI,BBG000CQCCK6 FIGI,BBG000DW34S2 FIGI,BBG000CVRFS4 FIGI,BBG000BP30Y0 FIGI,BBG000BGKJ70 FIGI,BBG000C2VBB0 FIGI,BBG000G9W6L0 FIGI,BBG000BXMFC3 FIGI,BBG000BT2TP0 FIGI,BBG000PWTD92 FIGI,BBG000BWB7V4 FIGI,BBG000F1ZSQ2 FIGI,BBG000K1T9L0 FIGI,BBG000BLV2Q3 FIGI,BBG000QFJJW0 FIGI,BBG000H9LNX1 FIGI,BBG000CS0D96 FIGI,BBG000PQ4W72 FIGI,BBG000BFRRX8 FIGI,BBG000BJSBJ0 FIGI,BBG000CS7CT9 FIGI,BBG000C496P7 FIGI,BBG000BH3JF8 FIGI,BBG000BSJK37 FIGI,BBG000BMY992 FIGI,BBG000C8H633 FIGI,BBG00D0Y81M1 FIGI,BBG00FN64XT9 FIGI,BBG001D8R5D0 FIGI,BBG000BW3299 FIGI,BBG000JCPGZ1 FIGI,BBG000MM2P62 FIGI
2/27/2023,207.89,8504.764,2193.863,1896.269,1840.405,1997.619,2055.81,74.67,140.73,74.384928,1881.543187,20.18,2056.9,967.25,104.673,1112.44,113.613345,1130.63,757.41,647.35,592.03,1491.02,854.04,2384.73,512.51,239.86,173.11,334.59,56.92,145.24,1111.95,999.63,1149.11,931.49,948.91,2966.65,2813.18,1998.66,8376.84,48.53732,93.78383,35.18472,2.35329,12.6,27.83,21.6,18.35,62.43,25.98,9.095,12.69,12.19,39.22,5.97,0.774586615,19.15,35.10907353,17.70087432,92.05,110.5,103.43,104.25,109.09,88.92,100.02,101.63,110.02,104.58,97.48,88.83,113.32,97.84,96.42,88.68,102.71,94.97,101.79,84.02,93.14,13.66,82.13,64.52,83.84,250.16,123.42,483,95.9,15.13,28.73,100.32,302.96,117.02,9.06,30.93,217.11,56.96,88.13,34.88,39.96,145.19,56.95,128.95,41.43,48.73,130.49,53.11,139.85,10.84,44.96,21.44,37.1,181.87,25.33,359.94,88.5,104.88,114.9,91.02,242.14,55.58,72.82,192.94,51.74,342.39,324.64,77.26,190.72,125.29,116.33,129.8,21.31,126.3,46.695,463.26,69.02,89.04,310.51,355.48,90.63,35.61,46.1,32.83,442.21,119.61,133.09,71.86,28.41,22.09,219.7804,19.03,43.41,25.83,102.05,28.02,102.55,212.17,55.44,169.54
2/28/2023,207.92,8479.805,2187.749,1896.991,1836.612,1991.393,2057.16,74.53,139.27,75.731483,1893.709448,20.31,2053.69,964.01,104.869,1113.83,113.645341,1130.009,751.73,638.01,593.02,1480.18,851.88,2380.26,514.81,239.77,173.53,328.82,56.6,147.21,1122.32,998.09,1149.07,932.47,948.82,2959.33,2804.76,2000.68,8418.34,50.00367,95.09696,34.8195,2.41636,12.08,28.79,21.69,18.34,60.6,26.17,8.89,12.31,12.24,39.64,5.93,0.774161172,18.67,35.08978982,17.5681312,91.71,110.56,103.53,103.43,108.79,88.71,100.01,101.93,110.28,104.51,97.18,88.64,113.47,97.82,96.49,88.36,102.65,95.23,101.53,83.93,93.08,13.785,82.85,63.37,84.71,249.42,123.53,477.84,95.57,15.08,29.41,99,299.03,118.15,9.05,30.29,214.25,59.38,88.73,35.01,39.03,143.14,56.78,128.78,40.87,48.42,129.3,53.3,140.32,11.36,45.03,21.22,36.985,182.19,26.11,359.87,89.19,104.23,112.81,90.57,243.05,55.94,72.53,193.96,55.77,339.26,321.25,75.94,193.01,128.54,116.24,131.18,21.17,125.33,45.865,468.53,68.41,90.69,317.33,355.29,89.48,36.3,46.03,32,444.34,120.01,132.07,71.03,28.04,21.42,219.4081,18.91,43.14,25.15,101.78,27.74,102.65,207.28,53.79,174.94
3/1/2023,207.94,8440.246,2178.218,1898.433,1825.792,1986.989,2045.2,73.87,140.01,76.360531,1902.679488,20.61,2055.22,984.19,104.483,1112.04,113.022383,1115.491,746.03,650.37,590.77,1477.49,855.08,2360.87,518.32,236.2,172.47,323.16,56.87,148.83,1116.34,998.92,1148.88,932.23,947.82,2935.36,2772.1,1994.12,8238.23,49.82353,94.56922,35.27982,2.42585,11.78,28.76,21.9,18.81,61.01,26.72,8.53,12.16,11.83,38.55,5.84,0.764214993,19.4,34.63896725,17.43492068,91.25,109.95,103.24,103.54,108.02,88.24,99.61,101.51,109.21,103.84,96.81,88.25,112.63,97.54,96.45,87.91,102.29,94.47,101,84.09,93.47,13.69,83.1,62.85,84.14,246.27,123.68,475.41,94.88,14.99,29.23,100.06,291.55,119.55,9.12,30.8,217.11,57.91,88.36,35.26,38.1,138.97,55.91,127.61,39.41,48.34,128.19,54.15,143.29,11.08,45.59,20.6,37.02,181.12,25.71,357.54,90.38,100.83,110.54,91.47,245.83,55.36,73.07,193.1,55.59,338.61,320.1,76.99,195.21,132.24,117.3,131.11,20.77,123.81,46.06,467.8,68.45,91.29,324.94,353.5,90.48,36.3,45.52,32.19,444.24,118.24,133.31,69.87,27.51,21.72,217.4847,18.66,43.38,25.79,102.52,27.81,101.09,207.99,55.35,173.42
3/2/2023,207.97,8505.55,2194.468,1902.659,1840.041,1999.861,2039.09,73.96,140.62,76.822489,1897.627397,20.55,2051.84,980.05,105.027,1112.15,112.543255,1111.95,755.09,655.85,587.65,1486.05,865.34,2390.7,524.56,239.08,174.36,329.05,56.14,148.96,1114.13,998.27,1149.82,932.34,947.18,2987.23,2783.27,2021.77,8234.12,50.68624,92.9849,35.06212,2.40014,11.85,28.29,21.68,18.73,61.52,26.9,8.82,11.81,12,37.75,5.98,0.761789079,19.2,34.52900976,17.6466553,92.31,111.57,103.74,105.74,109.58,89.32,100.31,102.67,111.21,105.03,97.46,89.2,114.09,98.32,97.29,88.93,103.15,95.21,102.24,85.1,94.37,13.71,82.42,63.89,85.72,251.11,123.78,502.79,95.2,14.97,28.34,101.06,293.15,120.91,8.92,34.8,212,57.6,88.5,35.15,38.78,141.8,54.52,126.28,39.77,48.53,128.93,53.87,145.6,11.26,46.09,21.47,37.5,181.57,26.44,363.47,90.7,103.1,111.49,91.82,248.84,55.48,74.27,195.25,56.78,354.77,321.15,78.27,196.87,129.17,119.71,131.19,20.67,124.67,46.845,470.6,68.92,91.45,326.03,355.57,90.82,36.27,43.67,32.82,448.82,121.99,136.31,72.21,27.85,22.35,221.3582,18.66,45.73,26.1,102.68,28.27,102.25,211.36,56.65,174.53
3/3/2023,208,8643.615,2229.971,1928.263,1874.099,2026.948,2054.52,74.72,142.01,78.316478,1912.165048,20.87,2070.64,988.03,104.521,1116.89,113.11827,1135.495,755.69,664.3,597.05,1503.32,874.52,2441.83,531.9,243.23,178.02,334.84,57.74,153.7,1123.72,999.2,1148.69,933.1,945.64,3036.24,2866.97,2062.37,8476.06,50.78688,94.92532,35.615,2.5026,12.35,29.42,22.68,18.77,61.54,27.51,9.1,12.25,12.22,35.78,6.37,0.777919592,20.59,35.26014474,17.66067746,93.28,112.71,105.78,106.22,110.7,90.32,101.71,103.82,112.56,106.6,99.19,90.27,116.33,100.39,99.33,89.9,105.36,96.48,103.45,85.98,94.58,13.63,83.59,63.93,86.38,255.29,123.6,503,96.78,15.07,28.52,102.44,297.21,122.15,9.3,34.1,216.21,59.78,89.74,35.8,39.3,145.8,54.6,128.13,39.59,49.28,129.64,53.65,147.53,11.08,47.79,21.34,37.68,183.33,26.54,365.62,92.46,106,112.73,91.7,253.23,56.49,75.64,197.47,56.77,355.06,330.23,78.63,197.28,129.91,122.8,132.36,21.06,124.84,46.855,479.57,69.83,92.19,333.49,361.5,91.45,36.83,44.06,32.31,449.85,126.6,136.47,73.83,27.94,22.59,224.3808,18.81,45.98,26.53,103.68,28.89,103.92,209.36,57.83,185.25
3/6/2023,208.08,8649.879,2228.863,1899.757,1874.918,2020.521,2051.47,74.72,142.19,79.08313,1912.165048,20.85,2087.72,993.74,104.35,1115.41,113.022383,1127.45,758.17,664.95,597.36,1502.39,872.77,2454.86,523.14,242.25,178.83,336.28,56.91,150.42,1123.36,999.32,1150.56,933.4,947.21,3053.07,2909.46,2044.9,8367.99,50.17268,96.8094,36.13667,2.49636,12,27.87,22.78,17.57,60.97,27.2,8.77,11.83,12.18,34.53,6.32,0.772408019,20.74,35.01032606,17.71863573,93.17,112.69,105.3,106.87,110.5,90.26,101.12,103.08,112.06,106.26,98.76,90.2,116.23,99.79,98.93,89.79,104.88,95.61,103.14,85.51,93.69,13.45,82.17,63.88,87.06,256.87,122.41,494.16,94.58,15.24,27.73,99.62,282.53,121.3,8.89,33.24,218.74,57.99,94.44,34.58,39.44,145.75,54.09,127.6,39.35,49.42,130.19,52.62,145.25,10.74,48.38,21.5,36.94,180.37,25.16,360,90.86,105.32,113.4,91.8,251.69,56.14,74.99,194.8,55.17,352.95,320.24,77.63,195.22,128.85,123.34,130.21,21.16,124.69,45.95,475.02,68.81,90.9,324.73,366.93,90.27,35.38,44.02,32.08,446.68,125.7,135.02,74.4,27.32,22.04,221.4645,18.77,46.48,26.24,102.21,28.48,103.57,208.83,57.14,184.9
3/7/2023,208.09,8517.541,2195.533,1878.724,1850.878,1986.967,2048.51,74.19,140.26,76.252414,1876.491096,20.31,2062.45,988.38,105.615,1114.24,112.97444,1112.054,750.78,653.32,582.2,1478.1,861.7,2423.82,512.73,236.18,176.78,330.71,55.99,147.47,1122.84,997.65,1150.23,933.77,947.14,3013.99,2868.2,2024.29,8343.5,50.59697,95.24756,35.16698,2.47644,11.69,28.24,22.72,17.35,61.03,26.75,8.71,11.81,12.53,34.71,6.29,0.761860329,20.54,34.53223924,17.54592945,91.9,111.42,103.83,106.62,109.25,88.83,99.73,101.66,110.15,104.87,97.71,88.84,114.88,98.75,97.67,88.5,104.02,94.63,102.43,84.25,93.01,13.7,82.07,62.63,86.39,254.15,119.19,489.59,93.97,15.04,28.36,98.63,282.52,122.2,8.79,33.14,214.49,57.78,90.21,34.44,38.75,140.5,53.29,124.58,39.47,48.91,128.25,51.93,144.37,10.27,47.55,20.42,36.775,177.77,26.01,356.92,88.54,102.95,111.2,90.8,245.46,55.48,73.29,196.44,53.69,349.8,318.26,75.46,193.49,128,121.37,128.41,20.67,121.96,45.135,475.76,68.51,88.76,317.54,359.94,88.18,35.52,42.28,31.69,441.23,121.43,136.03,73.75,27.27,21.48,217.3871,18.71,46.91,25.66,100.78,26.47,102.17,205.4,55.66,184.51
3/8/2023,208.11,8530.335,2198.329,1879.478,1856.553,1985.728,2046.66,73.84,139.43,75.348157,1875.047641,20.2,2057.52,978.07,105.658,1115.42,112.910549,1109.194,751.67,646.63,579.84,1469.81,863.67,2444.24,515.12,239.3,177.12,333.28,56.24,147.05,1130.9,997.01,1151.17,934.16,945.98,3015.72,2892.32,2076.17,8373.24,50.42766,93.22166,35.17812,2.50344,11.61,27.36,22.34,18.09,60.74,27.02,8.82,12.04,12.88,33.81,6.18,0.759900963,20.36,34.44342862,17.56672899,92.18,111.58,103.16,106.79,109.4,89.09,100.15,102.92,110.86,104.69,97.97,89.12,114.38,99.06,97.18,88.79,104.47,95.65,102.75,84.93,95.3,13.53,81.23,62.92,86.98,253.7,121.2,481.14,93.97,14.8,27.68,98.59,279.75,122.94,8.67,33.08,215.31,57.77,92.36,34.32,39.32,141.19,54.14,122.4,39.2,49.11,128.05,53.01,144.7,10.46,47.39,20.43,37.275,178.18,25.62,363.36,88.37,105.79,112.39,90.06,248.48,55.77,73.29,200.08,54.18,350.44,326.7,75.41,195.22,131.09,119.82,129.2,20.16,122.66,45.85,477.36,69.68,88.9,317.93,359.03,88.65,35.54,41,31.36,443.53,121.45,138.23,74.25,27.05,21.87,219.612,18.61,47.45,25.39,100.86,27.41,101.77,203.57,54.01,184.97
3/9/2023,208.14,8374.246,2155.482,1826.586,1822.595,1942.543,2054.63,73.43,137.44,74.424243,1891.544266,19.92,2062.92,968.39,105.309,1109.05,113.485564,1083.028,744.56,637.81,556.04,1454.63,851,2408.92,502.05,233.81,173.18,330.48,54.36,141.42,1117.64,994.88,1154.68,933.9,948.78,2979.12,2851.29,2035.11,8217.53,49.44179,94.63704,35.55987,2.52672,11.06,26.73,21.23,17.71,59.68,26.6,8.43,11.76,12.48,32.51,5.87,0.741974821,19.55,33.63090462,17.40056639,90.55,109.64,101.28,106.36,107.75,87.28,98.42,100.47,108.43,103.19,96.85,87.3,112.77,97.13,95.21,87.29,102.69,93.92,101.43,83.04,94.61,13.74,78.73,59.76,91.56,252.32,117.22,487.44,92.37,14.11,27.03,96.83,267.11,119.25,8.18,33.52,207.16,54.42,89.01,32.77,38.82,137.69,53.79,119.4,38,48.81,126.16,52.18,140.5,10.19,46.15,19.71,37.17,175,25.32,354.19,86.73,104.38,110.53,87.98,243.48,54.39,72.33,198.07,53.92,342.97,318.34,73.98,191.08,129.57,112.3,125.27,19.64,120.56,45.315,453.69,68.55,86.92,311.89,354.44,88.86,34.8,37.94,30.19,427.1,117.8,137.59,73.76,26.24,20.86,215.9512,18.32,47.25,24.58,99.83,26.39,100.48,199.57,52.72,181.69
3/10/2023,208.17,8253.654,2120.527,1772.702,1790.058,1911.118,2078.53,73.44,136.09,75.367815,1925.15614,20.13,2052.22,955.28,104.576,1103.45,115.130771,1072.428,741.17,628.78,546.28,1443.91,835.48,2366.99,491.26,226.2,170.71,325.2,53.89,135.99,1107.25,991.55,1157.97,933.17,949.02,2918.4,2810.8,2003.48,8081.1,47.891,92.28255,34.62091,2.46453,11.22,25.14,20.12,17.23,58.01,25.65,8.23,11.43,12.56,31.85,5.95,0.734712836,18.08,33.30174638,17.32134118,89.01,107.27,99.78,105.61,105.81,85.56,96.79,97.59,104.43,101.53,95.64,85.57,111.77,95.74,94.33,85.77,101.48,91.56,100.29,81.15,92.62,13.44,75.66,57.22,91,248.59,115.19,478.24,90.76,13.15,26.97,93.67,259.73,117.84,7.92,33.03,209.25,51.11,83.84,30.98,38.05,134.01,52.99,118.2,37.28,48.56,125.45,51.37,136,9.67,45.64,19.19,35.825,170.74,23.93,341.02,82.96,102.54,109.16,87.46,236.2,52.68,70.64,190.01,52.825,336.365,309.8,73.13,185.05,123.69,110.71,118.62,18.88,118.38,44.225,429.28,66.72,83.53,303.39,347.11,87.59,34.46,36.61,29.47,416.51,113.16,134.49,73.01,24.83,19.89,212.512,18.43,47.1,23.97,97.37,25.51,98.98,196.06,51,179.51
3/13/2023,208.29,8241.388,2115.506,1744.302,1798.277,1890.116,2095.09,73.04,135.21,73.519987,1975.986366,19.91,2024.38,961.5,103.595,1103.77,116.680091,1074.903,744.68,616.47,525.63,1457.14,830.38,2380,485.89,229.83,171.13,330.22,52.42,137.33,1098.34,989.03,1160.25,935.61,952.33,2934.45,2837.03,2003.54,8218.22,43.8461,90.18652,33.32001,2.40949,11.86,23.82,19.94,16.74,57.03,24.8,7.97,11.34,12.24,30.82,5.8,0.736408441,18.13,33.37860172,17.40337082,88.75,107.28,99.33,106.22,106.13,85.16,96.55,96.52,106.62,102.54,96.04,85.18,113.02,95.85,94.49,85.59,102.18,90.85,100.33,80.2,92.02,13.13,77.86,49.82,88.97,253.92,114.43,488.71,89.37,12.99,25.62,93.37,253.66,117.89,7.93,32.79,204.9,50.28,82.67,30.19,38.76,139,53.03,114.18,36.6,48.41,125.58,51.69,133.9,9.79,44.75,19.27,35.815,171.5,22.9,333.79,80.3,105.93,110.53,85.64,234.96,52.23,68.86,186.62,52.13,329.22,322.06,73.36,176.76,122.54,107.78,112.68,18.73,117.33,42.98,408.15,65.92,81.55,299.12,344.71,86.76,34.54,36.02,28.61,403.43,113.64,130.16,73.29,22.82,19.4,213.0793,18.3,46.85,22.95,95.35,24.35,97.9,195.1,48.89,180.9
3/14/2023,208.33,8379.159,2150.706,1776.893,1833.023,1916.849,2081.25,73.57,136.44,70.109367,1970.212547,19.56,2024.53,945.12,103.597,1104.3,115.865564,1093.235,750.65,621.92,535.56,1470.02,839.14,2434.58,491.94,231.76,175.84,334.46,52.29,136.68,1110.01,986.53,1160.57,934.46,949.6,3003.11,2878.49,2071.38,8426.35,46.05379,92.40306,33.92701,2.46831,12.08,22.08,20.15,16.96,56.98,25.81,7.99,11.45,12.74,31.01,5.83,0.748967565,17.25,33.94785916,17.54289131,89.62,108.26,100.45,107.04,107.14,85.98,97.77,98.46,107.21,103.09,96.99,86.06,113.58,97.39,95.65,86.44,103.53,92.38,101.55,81.28,97.19,13.37,79.03,53.32,91.17,260.79,116.55,492.55,92.1,12.12,26.79,94.73,252.08,120.29,7.84,32.95,212.54,52.43,83.66,30.81,39.03,138.64,54.04,114.36,35.95,49.05,124.65,52.82,136.8,9.44,45.75,19.78,36.525,174.22,23.21,337.38,83,105.7,112.05,87.37,240.42,53.35,71.24,192.09,53.86,333.59,325.07,72.98,181.23,128.84,110.35,117.47,18.67,119.96,42.225,416.09,66.92,83.15,306.19,352.82,89.35,35.28,37.6,28.82,406.04,112.91,136.4,74.55,22.29,19.65,217.0326,18.44,47.18,23.23,97.69,24.58,99.9,195.15,48.42,194.02
3/15/2023,208.39,8320.964,2134.193,1745.945,1829.445,1888.647,2100.56,73.33,134.11,66.453025,1991.245744,19.01,1970.37,946.87,104.646,1102.64,117.079484,1090.94,755.75,588.2,520.33,1467.49,818.08,2435.24,475.82,231.77,178.48,338.93,52.37,135.78,1109.93,984.39,1161.83,932.46,952.24,3010.72,2878.9,2062.36,8539.34,42.99615,86.05657,30.77366,2.41532,12.36,21.415,18.93,16.94,59.47,25.38,8.07,11.43,12.62,30.28,5.3,0.747395277,16.5,33.87659329,17.66207968,88.74,108.11,99.59,108.4,106.85,84.81,96.79,96.62,107.2,103.04,96.5,84.88,113.6,96.34,95.36,85.52,102.85,90.79,101.34,79.85,94.47,13.18,78.05,51.57,89.76,265.44,115.49,478,89.42,11.53,26.6,92.34,244.2,120.64,7.75,33.5,212.05,54.09,79.78,30.29,39.78,138.26,55.02,110.61,35.11,49.06,123.28,51.89,131.62,9.26,43.31,19.97,35.525,171.22,23.47,325.21,82,105.26,113.78,85.67,236.8,51.68,67.72,185.43,52.41,332.47,328.11,77.1,168.84,123.86,105.93,114.55,18,117.52,41.415,393.82,64.67,80.65,297.36,348.08,88.24,34.69,36.56,29.45,401.92,113.48,133.07,75.52,23.19,19.8,214.6039,18.31,48.29,21.26,95.36,23.33,96.55,192.04,44.32,197.75
3/16/2023,208.41,8468.33,2171.613,1771.237,1870.312,1911.646,2090.71,73.81,135.38,67.180362,1982.68812,19.06,1988.12,941.35,104.418,1103.63,116.185016,1111.482,755.19,593.72,530.45,1481.54,828.48,2503.8,481.41,231.63,183.43,341.2,52.55,137.89,1126,981.81,1161.88,933.32,949.64,3094.88,2935.33,2146.23,8869.61,45.13732,87.46604,30.82272,2.43432,12.01,22.3,18.02,17.41,62.53,25.74,8.04,11.56,12.68,30.78,5.67,0.761468456,16.33,34.51447712,17.64899233,89.61,107.27,99.89,107.45,106.32,85.93,97.97,97.36,107.38,103.35,97.31,85.88,114.15,97.44,96.02,86.4,104.16,92.03,101.71,80.77,96.36,13.37,78.23,52.15,91.97,276.2,120.51,488.28,90.41,11.5,26.61,92.68,248.29,122.02,7.72,33.28,214.15,56.77,81.19,31.73,39.78,135.69,54.41,112.1,35.25,50.12,124.7,53.69,135.57,9.34,44.48,19.97,36.49,171.71,23.35,331.22,82.19,103.09,114.34,87.31,237.23,52.09,67.84,188.72,52.77,337.51,331.42,79.66,175.65,129.96,107.63,117.35,18.04,119.47,42.275,397.16,66.41,81.7,302.3,348,89.65,35.09,37.82,30.3,405.65,115.53,135.98,76.23,23.23,19.97,221.0125,18.39,47.13,22.01,96.39,23.47,97.16,192.91,45.6,204.93
3/17/2023,208.46,8375.213,2145.96,1725.891,1857.388,1876.087,2108.24,73.37,133.17,65.597913,2034.755592,18.89,1986.73,951.56,103.708,1099.86,117.686393,1097.665,750.63,584.64,513.02,1462.81,815,2500.96,474,226.38,182.56,337.87,51.14,135.37,1126.24,979.13,1165.66,935.09,950.39,3104.08,2918.5,2138.81,8780.81,43.64021,83.62959,30.78093,2.42857,11.85,21.3,17.15,16.87,61.03,25.24,7.82,11.37,12.86,30.33,5.5,0.752002527,15.26,34.08542246,17.54242391,88.06,105.36,98.08,106.23,104.39,84.33,96.24,95.11,105.6,101.69,95.69,84.25,112.25,95.56,94.41,84.85,102.28,90.1,100.12,79.24,93.81,13.02,76.5,51.64,90.29,279.43,120.73,469.87,88.37,11.19,25.96,89.39,246.42,121.27,7.52,32.31,210.16,55.34,79.45,30.81,39.55,134.14,51.39,105.11,34.43,50.19,123.69,52.49,131.92,9.34,43.75,19.79,35.24,166.47,22.08,320.6,78.66,100.7,114.69,86.17,234.56,50.92,65.05,182.15,50.95,331.56,326.61,77.29,172.42,128.22,106.14,113,17.19,118.71,41.045,370.09,66.68,79.43,297.26,349.66,90.28,35.38,35.64,29.52,395.94,113.13,134.32,75.67,23.23,19.7,215.3573,18.13,46.78,21.2,95,22.92,94.73,190.01,43.45,195.61
3/20/2023,208.54,8449.975,2164.924,1744.99,1866.715,1900.764,2098.08,73.17,135.5,66.482512,2044.344256,19.02,2000.48,942.98,103.281,1095.6,117.143375,1101.9493,760.78,596.98,519.15,1481.55,826.06,2506.74,483.52,228.79,183.44,340.62,51.18,134.56,1118.59,979.17,1168.69,934.77,951.83,3065.98,2962.27,2157.97,8780.81,41.95247,86.22055,31.30144,2.42857,11.4,22.46,17.2,16.98,61.27,25.68,7.59,11.2,12.86,31.7,5.24,0.75493767,15.56,34.21846139,17.77963212,89.1,106.43,99.09,107.36,105.5,85.32,97.62,96.44,106.83,102.81,96.89,85.24,113.19,96.62,95.29,85.88,103.33,91.24,101.03,80.08,95.77,13.3,76.78,51.55,89.92,272.23,121.82,467.52,90.77,11.82,26.06,90.73,248.63,124.67,7.47,32.715,211.8,58.03,75.96,31.05,39.82,135.88,53.84,109.2,34.82,50.94,125.94,52.46,135.37,9.26,44.99,18.86,35.845,169.58,22.17,324.85,80.23,101.66,114.88,88.67,236.82,51.45,67.36,185.1,52.21,333.43,327.1,77.46,177.96,131.51,109.44,113.86,17.75,119.12,40.73,378.45,67.3,81.39,305.78,349.32,91.6,35.43,35.66,29.53,408.79,111.71,135.02,75.97,22.8,20,216.9883,18.49,47.35,21.74,96.68,23.16,97.65,189.69,45.56,197.81
3/21/2023,208.58,8560.306,2195.144,1777.74,1894.984,1926.009,2091.05,73.97,137.26,68.143592,2001.349927,19.21,2022.26,952.45,103.256,1102.35,116.168967,1131.8374,759.84,617.6,532.33,1490.34,835.38,2527.62,489.45,227.29,187.93,333.62,52.65,139.38,1130.22,982.11,1164,934.83,951.6,3097.01,2994.6,2161.93,8780.81,43.34207,87.89557,32.37811,2.47717,11.87,23.23,18.33,17.48,62.72,25.96,7.96,11.39,13.1,31.76,5.65,0.775413796,17.3,35.14656651,17.75766407,90.03,107.02,100.8,107.89,106.23,86.38,98.86,98.14,105.91,103.29,97.83,86.31,114.02,97.95,96.5,86.81,104.46,92.29,101.91,81.45,97.16,13.42,76.02,53.09,92.18,273.78,123.8,480.29,91.93,11.91,25.83,92.56,256.26,123.43,7.76,33.27,212.24,58.86,80.02,31.5,38.79,133.57,54.82,112.54,35.77,50.67,126.57,52.57,140.18,9.86,45.2,19.78,36.74,172.38,22.28,335.16,82.24,97.83,110.21,89.9,238.5,52.8,69.12,183.38,52.33,336.15,329.57,77.26,179.97,133.45,111.71,118.11,18.5,120.39,41.44,398.29,68.62,83.21,311.77,354.57,91.76,35.68,38.24,29.52,415.39,114.73,137.89,75.36,23.09,21.25,220.1615,18.54,47.76,22.96,97.23,24.03,98.52,189.54,47.8,202.16
