Date,LD12TRUU Index,SPTR Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,GC1 Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000BXPP29 FIGI,BBG0016S3JL1 FIGI,BBG00CTZ9MW1 FIGI,BBG008FDQZL8 FIGI,BBG001DCTG63 FIGI,BBG000QYVKN2 FIGI,BBG000N7KBZ3 FIGI,BBG00HY28K89 FIGI,BBG00JGMWFM9 FIGI,BBG00RRGSJR4 FIGI,BBG00XXPB3L3 FIGI,BBG00Z9CCRH5 FIGI,BBG00G5JGQ66 FIGI,BBG01103B471 FIGI,BBG00XP21PQ0 FIGI,BBG000BT1XR0 FIGI,BBG012QSDSK6 FIGI,BBG01HN2K357 FIGI,BBG018CYVVW5 FIGI,BBG01LDX2Y62 FIGI,BBG01LFP7VX8 FIGI,BBG01LG5S725 FIGI,BBG01LGJPD98 FIGI,BBG01LGV6385 FIGI,BBG01LK3NLL8 FIGI,BBG01LKV4T03 FIGI,BBG01LM0NQT3 FIGI,BBG01LMWGVP4 FIGI,BBG01LNSPRZ0 FIGI,BBG01LPQN9T1 FIGI,BBG01LQ91TF3 FIGI,BBG01LQSBQD8 FIGI,BBG01LR3YNV4 FIGI,BBG01LS5MNX9 FIGI,BBG01LT0X3V3 FIGI,BBG01LTHJFN4 FIGI,BBG01LTX3S76 FIGI,BBG01LV5FTG9 FIGI,BBG01LW2WJ41 FIGI,BBG000FKMP26 FIGI,BBG000BDCQ25 FIGI,BBG000MQQ963 FIGI,BBG000BK2F42 FIGI,BBG000BK6MB5 FIGI,BBG000BPH459 FIGI,BBG000CGC1X8 FIGI,BBG000DY28W5 FIGI,BBG000BJGGV8 FIGI,BBG000KMVDV1 FIGI,BBG000H9G7X2 FIGI,BBG000BD53V2 FIGI,BBG002293PJ4 FIGI,BBG000HT5G06 FIGI,BBG000F9XKN7 FIGI,BBG001KFKQM7 FIGI,BBG004S641N5 FIGI,BBG002BC7WC5 FIGI,BBG000G7CDN9 FIGI,BBG005CHLM96 FIGI,BBG00B8NWRF5 FIGI,BBG000BLJWF3 FIGI,BBG000V78V75 FIGI,BBG000BVMGF2 FIGI,BBG000BNGTQ7 FIGI,BBG000C3J3C9 FIGI,BBG000BLNNH6 FIGI,BBG000BMTX31 FIGI,BBG000BJW241 FIGI,BBG00Q741Z16 FIGI,BBG00RP5HYS8 FIGI,BBG00VSYYVB8 FIGI,BBG000C6W444 FIGI,BBG000BCQ4P6 FIGI,BBG000CYSFS7 FIGI,BBG000BGYMH7 FIGI,BBG000CC53X1 FIGI,BBG000Q5ZRM7 FIGI,BBG000BRNGM2 FIGI,BBG000BS9489 FIGI,BBG000FKJRC5 FIGI,BBG000C221G9 FIGI,BBG000BMQCP6 FIGI,BBG000BJ5HK0 FIGI,BBG000BD2167 FIGI,BBG000CHSS88 FIGI,BBG000BVWZF9 FIGI,BBG000BCVMH9 FIGI,BBG000CQCCK6 FIGI,BBG000DW34S2 FIGI,BBG000CVRFS4 FIGI,BBG000BP30Y0 FIGI,BBG000BGKJ70 FIGI,BBG000C2VBB0 FIGI,BBG000G9W6L0 FIGI,BBG000BXMFC3 FIGI,BBG000BT2TP0 FIGI,BBG000PWTD92 FIGI,BBG000BWB7V4 FIGI,BBG000F1ZSQ2 FIGI,BBG000K1T9L0 FIGI,BBG000BLV2Q3 FIGI,BBG000QFJJW0 FIGI,BBG000H9LNX1 FIGI,BBG000CS0D96 FIGI,BBG000PQ4W72 FIGI,BBG000BFRRX8 FIGI,BBG000BJSBJ0 FIGI,BBG000CS7CT9 FIGI,BBG000C496P7 FIGI,BBG000BH3JF8 FIGI,BBG000BSJK37 FIGI,BBG000BMY992 FIGI,BBG000C8H633 FIGI,BBG00D0Y81M1 FIGI,BBG00FN64XT9 FIGI,BBG001D8R5D0 FIGI,BBG000BW3299 FIGI,BBG000JCPGZ1 FIGI,BBG000MM2P62 FIGI
7/21/2022,203.78,8450.644,2198.69,1836.693,1887.617,1947.346,2132.52,76.99,137.71,93.808555,1791.717461,22.17,1881.36,990.69,106.91,1134.64,122.287968,1222.212,755.96,547.63,547.41,1518.19,767.07,2434.35,475.53,262.55,196.4,348.09,59.06,205.51,1142.16,996.15,1155.85,922.26,954.19,3091.06,2898.49,1922.07,10985.12,17.3059,70.15672,35.48427,2.21617,14.97,35.03,17.62,21.87,48.88,24.1,9.63,13.73,7.64,32.33,9.19,0.837328795,11.11,37.95293861,17.66698744,87.79,114.68,108.61,107,111.26,83.06,99.77,101.01,117.6,108.04,96.46,83.32,121.19,96.23,98.97,83.97,100.65,86.42,100.24,78.41,86.11,12.9,84.2,98.91,53.1646,264.84,155.86,534.41,79.38,15.22,18.67,97.76,276.43,131.92,20.34,27.07,155.48,71.59,101.81,33.77,44.97,160.36,55.86,115.9,33.29,44.58,127.15,50.66,122.36,14.74,38.27,26.8,31.525,176.03,27.72,329.7,85.98,125.1,112.62,69.23,262.57,47.22,61.98,176.72,54.4,282.18,370.97,74.05,113.44,66.55,80.24,95.69,29.48,112.54,36.4,279.79,59.81,63.28,251.94,346.92,78.03,34.98,39.48,23.22,554.28,249.88,92.27,78.87,30.9,26.02,247.5067,18.92,46.28,22.16,105.07,31.27,82.96,211.9,48.91,183.17
7/22/2022,203.79,8371.874,2176.244,1806.881,1861.095,1933.79,2149.25,76.89,137.53,92.202078,1806.357384,21.92,1897.38,990.37,106.73,1126.95,123.300261,1214.177,761.15,542.8,544.18,1512.34,764.72,2400.75,472.06,264.62,187.88,352.85,58.56,195.71,1126.9,998.87,1159.87,917.18,955.57,3055.75,2871.4,1871.27,10797.01,16.57218,71.08399,36.24174,2.21201,14.59,32.36,16.52,21.58,48.25,24.21,9.4,13.54,7.16,33.28,8.205,0.831824074,10.2,37.70343045,17.78827912,87.66,114.76,107.36,106.95,111.24,82.74,98.84,99.61,118.98,107.68,96.2,83.01,119.98,95.09,98.03,83.81,99.07,85.53,99.84,77.86,83.85,12.98,80.68,99.02,53.2115,260.36,153.7,524.62,79.53,15.24,18.57,96.94,269.22,129.9,18.82,27.61,156.39,67.45,104.74,32.98,45.34,160.52,55.7,116.2,33.47,44.46,128.25,48.9,121.56,13.85,38.5,25.97,30.925,175.3,27.07,326.21,85.53,127.42,113.35,68.96,260.1,46.99,61.18,176.2,53.57,278.96,367.31,74,109.33,63.65,79.57,96.06,29.17,111.18,36.625,274.29,59.49,61.88,250.66,343.88,78.77,34.87,38.76,22.89,552.02,239.93,91.54,80.25,30.26,25.27,242.729,18.4,46.24,21.75,104.72,31,84.34,213.4,47.76,169.27
7/25/2022,203.82,8382.884,2178.783,1817.773,1857.009,1943.895,2143.3,76.87,139.26,94.149323,1797.678001,22.31,1892.5,987.08,106.483,1127.47,123.059298,1203.883,764.63,562.96,547.74,1520.65,768.31,2386.05,474.09,264.8,187.35,357.29,58.01,192.94,1111.96,999.22,1160.13,917.28,954.68,3036.79,2854.87,1859.07,10686.69,16.4683,69.8329,35.73262,2.25168,14.09,31.48,17.06,21.56,48.51,24.41,9.58,13.36,7,33.46,7.83,0.824771727,10.27,37.38377433,17.86960765,87.64,114.99,107.27,107.14,111.52,82.71,98.72,99.65,119.33,107.54,95.89,82.96,119.62,94.75,97.67,83.78,98.61,85.4,99.6,77.83,83.69,12.94,80.94,98.06,53.3441,258.83,153.25,528.18,79.28,15.52,18.31,98.03,262.75,129.89,18.72,27.3,151.78,66.13,105.55,33.49,45.63,160.18,56.1,116.72,33.42,44.34,128.54,48.04,122.41,13.32,38.23,26.18,31.34,174.78,26.89,330.33,87.23,127.12,114.77,69.4,258.69,46.94,62.65,175.72,54.2,275.55,365.51,75.06,110.75,63.98,80.58,95.66,29.59,111.18,36.265,277.83,59.13,62.37,252.55,344.21,78.77,35.2,39.22,22.36,551.5,238.54,92.24,80.98,28.96,25.34,242.3213,18.53,45.71,23.18,105.01,31.16,84.3,217.36,51.35,166.65
7/26/2022,203.82,8286.189,2151.891,1805.246,1825.121,1930.802,2142.43,76.33,138.99,92.474692,1796.214009,22.33,1884.17,989.92,107.189,1122.78,123.268174,1164.086,761.01,558.02,540.14,1529.01,764.25,2348.25,470.97,265.34,183.51,359.46,56.79,187.09,1091.18,999.19,1161.3,917.23,955.12,2974.74,2832.17,1826.89,10139.28,15.91244,66.09614,34.6951,2.2711,13.6,28.96,16.44,21.18,48.89,24.29,9.58,13.16,6.91,31.44,7.17,0.797507084,9.55,36.14797146,17.78500729,86.7,114.24,106.44,106.87,110.75,81.72,97.92,97.94,120.13,107.48,95.54,81.9,119.42,94.34,97.24,83.06,98.48,83.27,98.53,76.42,83.03,13.23,81.3,97.09,55.8022,251.9,149.97,534.68,83.58,15.61,17.05,97.81,250.44,125.49,17.33,26.96,139.94,63.36,107.67,33.53,46.44,160.92,55.45,115.12,33.2,43.83,128.08,46.66,122.54,12.75,38.09,23.31,32.23,171.76,23.94,328.54,86.08,127.51,116.25,67.77,251.82,48.04,63.32,174.35,53.68,273.1,358.87,74.59,122.5,63.35,79.18,94.21,29.35,111.28,36.325,276.21,58.89,62.58,256.44,341.28,79.69,33.49,38.58,21.13,540.92,232.15,91.9,79.91,26.32,24.14,245.0868,18.3,46.02,22.91,104.99,30.49,84.92,215.97,51.29,159.15
7/27/2022,203.83,8503.017,2208.532,1848.339,1889.422,1963.625,2147.34,77.17,140.56,94.694552,1797.678001,22.86,1886.87,989.89,106.452,1129.46,123.846671,1208.906,766.95,570.32,548.46,1538.91,776.32,2449.09,476.87,266.79,192.89,359.85,56.87,194.16,1118.55,998.05,1160.32,919.62,953.02,3111.75,2924.27,1922.26,10674.19,16.18959,67.08766,35.24695,2.29423,14.16,29.69,17.2,21.58,49.7,24.93,9.9,13.71,6.91,32.96,7.55,0.828212949,10.01,37.53975186,17.92382668,88.31,114.99,107.84,106.93,111.45,83.48,99.78,100.73,120.17,108.46,96.39,83.73,120.83,95.28,97.41,84.61,100.4,86.46,100.06,78.01,86.83,13.5,83.4,98.43,55.8568,268.74,153.42,546.69,86.4,15.88,17.49,99.98,262.16,118.93,18.07,27.35,144.37,65.74,109.8,33.7,46.89,159.57,56.85,116.98,34.14,44.64,129.12,47.8,125.99,13.14,39.54,24.54,32.505,184.19,24.52,336.03,89.51,129.21,116.49,69.03,263.42,49.37,66.35,171.44,55.41,273.48,374.34,76.96,131.08,67.02,83.06,96.15,30.19,117.34,36.935,287.23,60.49,63.6,257.87,343.27,79.54,32.49,39.55,22.5,553.49,245.14,93.79,80.38,27.05,24.53,248.2335,18.39,45.94,23.88,102.4,31.69,87.24,219.89,55.71,169.58
7/28/2022,203.85,8607.244,2235.966,1873.027,1918.433,1982.308,2161.23,77.96,141.75,93.876709,1830.304116,22.79,1915.34,997.61,106.351,1131.31,124.425168,1229.065,779.12,572.88,552.29,1547.32,792.4,2484.18,484.91,276.66,191.47,372.55,58.58,196.56,1120.98,999.47,1163.01,919.93,952.61,3178.45,2945.16,1938.86,10803.01,16.72249,69.16128,36.36564,2.32709,14.59,29.45,20.17,21.84,51.44,25.57,10.06,11.21,7.28,36.17,8.53,0.842023737,12.63,38.16574251,18.20824283,90.12,116.74,108.85,108.42,113.16,85.32,101.1,101.95,124.16,110.54,98.09,85.48,122.42,96.98,98.88,86.34,102.2,88.58,101.92,79.62,89.25,13.71,82.5,100.93,57.0741,276.41,146.45,559.86,88.49,16.42,17.9,102.11,271.19,122.12,21.28,27.46,144.12,64.02,115.41,34.22,48.67,163.38,58.17,115.74,35.38,45.62,129.22,47.17,123.8,15.3,39.48,24.6,33.49,189.14,24.76,343.45,83.97,136.93,119.93,69.65,271.29,48.46,62.75,178.07,56.85,293.16,398.35,77.6,136.78,68.46,82.78,98.55,31.14,125.81,37.8,304.83,62.38,64.77,269.01,352.45,79.95,32.33,39.55,23.59,560.28,256.89,96.43,84.54,28.11,24.35,256.1756,18.58,46.04,23.95,100.91,31.65,89.98,223.74,56.57,160.72
7/29/2022,203.88,8730.461,2267.102,1885.23,1953.015,1999.677,2162.99,78.19,143.42,96.018679,1843.480047,22.93,1937.26,993.78,105.903,1132.26,124.585811,1281.509,773.5,598.74,560.04,1541.88,808.28,2522.61,491.31,277.49,192.55,375.65,58.36,195.59,1136.91,998.67,1162.92,919.26,951.46,3216.8,3027.06,1947.19,11879.9,16.7109,73.6277,32.20213,2.26516,14.86,31.16,20.23,22.51,51.56,25.8,10.35,11.67,7.39,36.96,8.97,0.877952751,13.74,39.79426842,18.07690193,91.11,117.99,109.6,108.35,114.06,86.66,102.42,104.14,124.81,110.89,98.56,86.79,123.03,97.3,98.56,87.31,102.44,90.01,102.4,81.13,89.49,13.7,81.13,102.16,57.675,280.74,145.06,563.26,90.82,16.62,17.81,104.7,279.43,122.32,21.17,27.64,141.13,63.03,118.6,33.99,48.73,163.96,58,116.97,35.54,45.37,130.79,48.12,126.45,15.11,40.53,24.44,33.665,190.46,24.82,352.08,86.1,132.45,121.39,69.84,273.1,48.89,63.44,182.4,58.4,303.51,399,78.87,138.47,70.33,82.75,99.97,30.97,123.38,38.2,322.67,63.3,65.91,271.48,353.79,79.69,31.7,40.1,23.47,575.91,268.3,97.59,84.49,29.14,23.65,258.3561,18.78,46.44,24.8,100.47,31.6,92.03,227.3,57.78,159.1
8/1/2022,203.9,8705.874,2261.696,1883.313,1948.614,1994.97,2173.58,77.91,142.38,91.413443,1849.85887,22.25,1957.62,995.04,105.45,1132.37,124.810833,1288.075,782.83,585.67,555.04,1530.65,809.29,2517.48,487.31,275.02,191.74,376.03,59.71,193.27,1139.7,999.5,1162.56,920.95,952.94,3203.38,3011.26,1963.4,11919.57,16.7109,73.6938,30.81173,2.27583,15.04,32.66,20.36,22.78,52.12,25.9,10.36,11.52,7.29,36.61,8.4,0.882451071,13.6,39.99816022,18.29494652,91.23,118.38,109.97,109.34,114.59,86.69,102.33,103.86,124.09,110.83,98.35,86.81,123.23,96.94,98.76,87.37,101.83,89.59,102.74,80.81,91.43,13.86,79.47,103.29,59.1498,278.01,147.43,553.61,91.5,16.55,17.35,104.79,282.14,123.99,21.53,27.55,150.17,64.31,118.77,34.79,48.82,162.6,58.32,116.16,37.32,45.28,132.04,47.32,125.95,14.74,40.57,23.93,33.57,190.43,25.87,354.17,84.49,130.54,121.17,70.12,273.51,48.45,63.4,181.61,57.93,303.79,401.28,77.85,138.23,70.19,83.59,98.99,30.99,122.19,38.365,319.68,63.95,66.93,272.86,350.54,81.87,33.11,40.64,23.04,581.7,264.99,97.74,85.31,29.49,24.15,255.1917,18.73,46.74,23.99,101.52,31.65,91.2,227.08,56.87,159.93
8/2/2022,203.91,8647.909,2248.561,1882.449,1941.655,1980.029,2149.47,77.55,141.6,91.929463,1852.054859,22.05,1934.68,984.32,106.241,1135.33,123.541327,1279.015,777.06,584.46,549.11,1524.99,800.77,2500.01,482.39,271.44,191.4,375.2,59.95,199.22,1136.84,999.57,1158.34,922.98,953.32,3177.8,2982.6,1962.79,11812.75,16.81988,70.53538,30.3913,2.19718,15.88,32.14,21.4,22.6,51.78,25.79,10.25,11.57,7.23,35.21,8.43,0.876244129,13.84,39.71682308,18.16010008,90.45,117.19,108.9,109.02,113.52,85.78,101.63,103.29,122.66,109.89,97.99,85.98,122.04,96.34,97.86,86.54,101.26,88.86,101.97,79.96,90.1,13.6,80.98,102.19,58.0262,274.82,147.03,547.96,89.69,15.19,17.52,93.29,279.81,124.4,22.01,27,148.05,63.15,118.61,35.21,48.71,161.87,55.97,115.7,37.02,44.92,131.81,47.61,123.32,15.41,40.41,24.36,33.125,190.47,25.57,352.44,84.64,129.27,120.1,69.16,268.39,48.08,63.5,176.75,57.27,294.16,401.27,77.58,120.78,70.04,83.38,97.75,30.07,120.59,37.7,314.1,62.02,66.19,269.35,349.01,87.23,32.07,40.02,23.19,528.89,266.65,98.23,85.67,29.26,24.47,253.0909,18.36,46.78,23.88,99.85,31.12,95.37,222.5,57.13,160.19
8/3/2022,203.93,8783.284,2284.935,1908.925,1982.892,2001.016,2158.67,78.23,141.91,88.268642,1838.356073,21.85,1923.94,985.81,106.506,1141.75,123.50924,1311.187,781.6,567.12,557.29,1539.08,808.58,2567.28,483.01,272.55,196.15,377.75,61.31,212.41,1158.14,999.4,1154.78,922.97,951.85,3256.96,3083.3,2003.78,12285.11,18.22495,71.73249,30.1455,2.16397,15.51,34.09,21.49,22.8,51.3,26.35,9.26,11.71,7.49,38.36,8.91,0.898284938,14.43,40.71584939,18.26620109,91.54,118.38,108.8,109.39,114.69,86.85,102.62,105.49,124.22,109.9,98,87.11,123.39,97.3,98.14,87.39,102.32,90.72,102.81,80.73,92.87,13.61,84.06,104.13,58.3227,282.47,149.16,548.55,90.91,15.45,18.02,95.16,287.65,128.88,22.07,27.17,155.23,68,120.45,36.5,49.5,161.56,55.61,115.06,39.31,45.71,132.34,48.18,125.75,15.96,40.76,26.11,33.53,193.12,26.06,355.39,83.5,129.38,119.28,70.31,269.56,49,63.35,176.07,58.62,295.7,411.74,77.71,122,72.7,84.64,100.17,30.21,121.72,38.065,317.6,60.99,67,270.46,354.13,85.97,32.58,40.26,23.82,545.6,248.99,108.15,86.46,31.1,25.04,255.7501,18.37,46.97,22.89,100.83,31.52,97.31,225.63,55.18,168.8
8/4/2022,203.94,8777.227,2283.22,1906.456,1988.548,1991.73,2163.7,78.44,140.27,86.204561,1870.250192,21.56,1941.71,994.59,105.693,1142.86,124.168058,1318.302,775.44,546.73,555.37,1531.48,811.11,2577.94,483.24,272.89,196.51,378.2,61.18,213.03,1172.41,998.08,1152.42,923.84,951.28,3271.09,3078.71,2029.27,12530.19,20.10101,73.5106,31.00787,2.19816,15.15,34.78,22.88,22.66,58.93,24.75,9.26,11.65,7.66,37.79,9.43,0.903159375,15.99,40.93678909,18.12224025,91.44,118.01,108.99,108.65,114.36,86.9,102.29,104.66,124.74,110.25,98.11,87.12,123.45,97.36,98.46,87.31,102.32,90.47,102.65,80.73,94.11,13.22,88.71,96.57,57.4877,283.65,151.01,538.84,91.36,15.62,18.06,93.72,283.85,126.91,22.5,30.83,157.9,65.06,136.82,35.58,49.75,162.57,55.22,113.92,38.45,45.38,131.64,49.72,127.72,15.88,41.81,26.99,33.475,193.53,26.36,359.98,82.98,129.44,115.83,70.3,273.31,49.3,62.89,175.43,50.66,299.08,415.19,79.36,120.82,78.57,85.66,100.73,30.34,120.85,39.9,319.21,64.4,68.45,270.8,356.07,83.87,32.15,39.85,23.43,544.34,243.59,106.92,87.98,30.02,25.31,256.1224,18.27,46.7,21.47,102.11,26.15,97.7,227.35,51.93,170.57
8/5/2022,203.95,8764.082,2281.682,1921.824,1983.963,1996.03,2140.55,78.04,140.76,86.662164,1853.937135,21.47,1924.07,1002.87,106.621,1145.71,122.769997,1296.453,774.28,557.88,559.73,1531.03,812.82,2571.77,484.99,273.75,194.79,377.08,62.6,219.37,1166.92,1001.36,1147.33,925.21,951.51,3272.33,3071.42,2010.91,12376.41,21.86896,71.02584,31.5673,2.21931,15.27,34.62,24.1,22.89,60.44,24.72,9.25,11.57,7.64,37.2,9.35,0.888190779,16.58,40.25831944,18.09513074,91.72,118.69,109.26,109.36,114.88,87.22,102.36,104.69,125.55,110.7,98.17,87.48,123.3,96.96,98.04,87.69,102.07,90.59,102.86,81.13,94.25,13.03,92.3,97.37,58.0262,282.91,150.21,539.65,91.65,15.64,18.02,95.23,286.87,127.76,23.03,30.28,154.92,68.09,139.78,35.74,48.83,162.17,55.41,117,37.36,45.01,132.48,50.48,127.83,16.06,41.88,25.86,33.38,193.29,26.31,355.93,83.2,129.47,113.89,69.08,270.74,49.1,63.16,178.97,51.64,303.17,418.92,80.02,119.09,78.18,84.77,101,30.26,120.3,40.34,323.43,66.05,68.43,271.82,357.51,84.87,32.57,40.52,23.1,544.08,248.13,110.09,87.98,30.55,24.26,257.0531,18.35,47.25,21.77,103.78,25.54,97.22,228.62,53.74,167.11
8/8/2022,203.98,8753.393,2280.999,1941.206,1980.543,2001.054,2150.25,78.11,141.29,88.366004,1868.472487,21.69,1944.19,1001.79,106.435,1149.14,123.268174,1300.289,773.78,560.62,558.72,1534.48,812.2,2549.16,487.64,275.68,195.51,377.53,62.9,226.49,1162.21,1002.4,1143.87,927.94,953.12,3252.59,3062.95,1960.62,12263.67,23.39118,72.29279,32.00524,2.22486,17.03,37.18,25.15,23.07,61.87,24.53,9.62,12.01,7.93,39.19,9.72,0.890818796,16.79,40.37743745,18.0834456,91.91,119.38,109.77,109.31,115.29,87.5,102.33,104.71,126.57,111.14,98.37,87.81,123.53,97.09,98.37,87.85,102.03,90.99,102.75,81.39,94.49,13.02,93.89,98.08,58.666,280.32,147.81,535.08,92.29,16.03,19.28,97.95,297.65,127.43,24.06,30.07,161.78,71.51,142.55,35.36,49.18,164.01,55.86,118.29,38.32,45.02,132.61,47.07,128.76,16,41.94,26.7,34.035,197.1,28.16,353.22,84.02,130.98,114.6,70.23,270.16,50.36,63.67,179.38,50.63,306.91,414.07,79.59,122.89,75.5,85.19,101.33,30.45,119.33,40.415,322.14,67.2,68.83,273.52,352.16,85.89,33.57,40.7,25.1,560,252.06,111.74,87.52,31.46,25.21,254.3851,18,47.09,21.83,103.72,26.22,99.66,227.86,54.14,170.25
8/9/2022,203.99,8716.751,2268.47,1912.891,1960.808,1997.25,2145.24,77.53,142.11,88.112862,1876.00159,21.89,1932,1001.69,106.374,1142.94,122.882509,1280.319,773.16,570.57,561.88,1529.96,809.19,2523.61,485.17,277.71,194.11,381.54,62.41,214.56,1151.2,1001.58,1143.33,924.79,953.84,3241.94,3055.61,1884.24,12127.17,22.86157,67.25355,30.91967,2.16651,16.28,34.21,24.76,22.25,62,23.68,9.37,11.43,6.965,35.9,9.26,0.87713749,15.89,39.75731575,18.06895604,91.11,119.56,108.16,107.66,114.75,86.85,100.49,102.44,127.89,110.3,96.52,87.07,121.6,94.86,96.67,87.16,99.66,89.52,101.57,79.97,90.32,12.21,90.75,98.01,58.471,282.3,142.51,518.86,92.12,15.86,17.97,98.09,283.06,142.7,21.445,29.82,154,65.26,139.75,35.15,49.78,165.64,56.52,119.74,36.04,44.92,129.47,45.94,127.4,15.73,41.76,25.95,33.8,193.68,27.55,353.81,82.29,130.18,115.28,70.4,265.63,48.29,64.34,173.59,50.22,301.92,406.47,79.29,120.75,68.35,87.49,99.11,30.28,119.88,40.09,319.89,64.59,67.94,273.28,346.54,85.31,32.64,40.82,24.15,545.97,244.2,109.69,88.92,29.68,24.69,252.8339,18.1,46.87,21.96,102.64,25.76,98.05,228.49,54.93,168.53
8/10/2022,204,8902.723,2320.097,1969.249,2013.652,2035.569,2148.5,78.69,143.3,89.505143,1877.674724,22.22,1968.54,997.2,105.196,1151.27,123.155662,1317.113,778.9,574.62,574.9,1547.08,827.15,2593.61,499.13,281.71,199.48,383.27,63.17,225.56,1172.58,1002.08,1140.89,928.01,952.59,3316.24,3136.61,1963.51,12553.45,26.21435,72.77067,32.41018,2.25395,17.79,36.46,29.3,22.81,64.06,24.49,9.49,11.57,7.59,38.36,10.61,0.902344799,17.43,40.89986747,18.20310137,92.91,121.33,110.63,107.02,116.48,88.77,103.02,105.85,129.45,111.92,98.55,89.06,123.63,97.69,99.34,88.85,102.07,92.49,103.44,82.61,94.09,12.3,93.75,99.88,60.1955,289.16,146.99,548.49,93.94,16.04,18.82,100.35,299.29,148.03,23.11,30.12,156.99,72.35,143.07,35.68,49.91,169.08,57.75,123.79,37.34,46.02,131.5,47.81,130.81,16.44,42.86,26.78,33.795,197.31,28.61,365.34,85.06,132.5,114.47,71.84,272.5,49.87,65.66,179.35,52.87,315.38,415.56,81.52,124.98,70.73,88.09,102.26,30.39,123.02,41.765,327.95,66.63,71.01,279.98,353.38,86.75,33.85,41.53,25.37,556.13,259.64,112.65,89.78,31.33,25.09,258.0636,18.01,46.79,22.34,106.42,26.33,100.48,235.76,57.26,178.34
8/11/2022,204.02,8898.837,2317.885,1975.257,2003.457,2043.519,2137.95,78.24,143.59,91.851574,1871.505042,22.66,1970.07,1014.29,105.09,1152.14,122.4808,1308.408,776.4,592.94,580.75,1536.03,830.99,2581.05,500.51,280.16,199.5,382.73,64.3,228.29,1169.69,1002.9,1140.2,929.01,953.28,3295.22,3126.24,1956.37,12376.91,25.63197,73.22356,32.35356,2.23654,17.79,37.55,29.2,23.28,63.72,24.17,9.62,11.67,8.63,38.96,10.26,0.896381065,16.76,40.62955403,18.1446757,93.04,121.4,110.27,107.32,116.47,89,102.63,105.67,129.37,111.45,98.11,89.25,121.94,97,98.49,89.01,101.1,92.95,103.07,83.07,93.69,12.03,90.78,100.51,61.5689,287.02,147.83,549.12,94.23,15.94,19.32,100.86,303.5,145.39,24.6,29.1,164.1,75.46,144.35,35.86,49.8,168.01,58.41,126.94,39.24,45.9,132.54,48.83,132.9,16.69,43.05,26.39,34.195,198.76,29.76,364.88,86.57,129.03,115.27,72.18,270.36,49.65,67.15,181.55,53.32,315.39,407.22,80.7,128.11,70.65,90.05,104.03,30.36,124.05,42.54,332.22,68.13,68.9,281.92,350.58,86.11,33.73,42.41,25.62,555.96,266.35,114.98,89.43,32.62,25.8,258.099,18.04,47.19,23.91,105.17,26.31,101.14,239.25,60.25,177.49
8/12/2022,204.03,9054.138,2357.886,2016.616,2042.908,2074.508,2145.78,78.94,145.63,89.660922,1880.811851,22.57,1963.88,1016.83,105.631,1154.02,122.657486,1338.4482,783.55,597.7,590.24,1556.18,843.18,2634.59,509.91,284.97,203.52,388.62,65.46,235.76,1178.76,1003.04,1139.56,930.35,952.18,3350.05,3190.36,2017.71,12635.77,25.56138,71.92201,32.54546,2.23051,18.2,38.63,30.46,23.73,64.84,24.21,9.84,12.18,9.26,40.58,11.72,0.916961394,18.12,41.56238227,18.31177312,94.48,122.61,112.17,108.48,117.78,90.44,104.57,107.76,131.7,113.36,100.21,90.71,123.67,99.2,100.26,90.4,103.44,95.1,104.56,84.3,95,12.4,93.78,102.12,62.3727,291.91,151.29,548.74,96.12,15.74,19.7,103.07,307.56,149.45,26.75,29.19,163.75,75.03,148.56,34.93,50.89,171.69,59.27,129.44,39.99,46.61,134.01,50.1,135.69,18.87,43.97,27.07,34.21,202.47,29.69,370.1,86.36,131.42,116.95,72.55,275.38,50.69,67.8,183.24,55.1,314.31,409.34,81.25,131.04,76.87,92.51,105,30.53,125.03,42.92,336.55,69.51,70.88,288.79,354.27,87.84,33.69,43.03,26.63,557.78,280.52,118.79,90.47,33.18,26.19,263.9226,18.27,47.21,24.06,106.43,26.64,103.38,239.95,60.78,180.5
