Date,LD12TRUU Index,SPX Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,XAU Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000BBJQV0 FIGI,BBG011WXCRR6 FIGI,BBG000H4FSM0 FIGI,BBG001M8HHB7 FIGI,BBG000N9MNX3 FIGI,BBG0024QY1Y6 FIGI,BBG000JW9B77 FIGI,BBG00BLYKS03 FIGI,BBG00KHY5S69 FIGI,BBG00LPWLFD4 FIGI,BBG000Q8RVM1 FIGI,BBG000BLZRJ2 FIGI,BBG000KKFC45 FIGI,BBG000BNGBW9 FIGI,BBG000BB6WG8 FIGI,BBG000D25424 FIGI,BBG00YC53854 FIGI
3/27/2023,208.74,3977.53,2178.956,1753.673,1882.131,1909.184,2098.82,73.42,136.05,71.214797,1956.67,19.74,2031.36,964.01,102.857,1097.24,116.138409,1104.438,765.48,610.6,523.2,1490.71,827.24,2530.32,487.64,222.45,186.74,334.24,51.08,133.58,1117.75,980.74,1167.56,932.61,950.4,3128.45,2977.22,2152.94,8780.81,265.31,7.03,3977.53,18.53,191.81,50.9,20.6,131.39,626.84,5.93,28.24,84.64,12673.07,4.67,77.75,5.94,11.66
3/28/2023,208.76,3971.27,2175.98,1752.632,1875.32,1911.3,2095.56,73.38,136.54,71.596253,1973.54,19.83,2043.84,970.69,102.43,1095.02,115.791158,1103.197,767.18,619.44,522.9,1482.27,831.74,2518.77,490.07,221.87,184.84,335.22,51.26,131.97,1114.7,981.58,1168.73,930.86,950.91,3118.62,2963.92,2137.74,8780.81,264.1,7.04,3971.27,18.69,189.19,49.2,19.97,128.64,624.7,6.03,29.4,84.88,12610.57,4.68,78.55,6.11,11.24
3/29/2023,208.77,4027.81,2207.404,1771.599,1903.623,1936.774,2095.7,74.3,137.67,71.371292,1964.7,19.71,2061.91,980.14,102.64,1098.82,115.680762,1124.224,771.29,628.71,530.74,1485.81,843.55,2571.52,496.86,227,187.03,340.04,52.19,135.43,1127.04,982.38,1165.65,932.27,950.34,3174.22,3021.58,2198.07,8780.81,269.84,6.77,4027.81,18.86,193.88,46.5,19.12,129.6,625.5,6.17,29.41,86.24,12846.03,4.74,78.99,6.11,13.65
3/30/2023,208.74,4050.83,2219.841,1768.383,1916.632,1943.536,2099.64,74.74,137.94,72.740619,1980.37,19.87,2084.49,985.77,102.144,1098.68,115.728031,1134.302,773.93,630.9,529.19,1493.96,845.47,2600.86,500.05,229.76,187.63,341.42,52.75,135.93,1129.16,983.73,1165.19,931.34,950.49,3205.2,3051.66,2233.56,8780.81,273.83,7.03,4050.83,19.31,195.28,46.4,19.02,131.72,633.75,5.98,29.91,86.11,12963.14,4.84,79.47,6.26,14.2
3/31/2023,208.75,4109.31,2253.36,1802.484,1949.53,1969.591,2109.41,75.55,139.04,74.012137,1969.28,20.12,2092.6,990.28,102.506,1101.72,116.075282,1163.981,780.38,634.9,535.28,1510.73,856.59,2638.98,507.92,234.78,191.53,344.01,54.07,140.37,1138.15,984.38,1163.61,932.64,950.55,3258.55,3100.84,2254.51,8780.81,277.77,6.64,4109.31,19.86,207.46,46.5,18.7,137.26,641.54,6.14,29.53,87.8,13181.35,4.91,79.66,6.22,14.91
4/3/2023,208.83,4124.51,2260.153,1802.312,1951.631,1978.857,2118.68,75.15,141.83,78.658069,1984.65,20.66,2104.83,989.18,102.093,1100.89,116.611813,1153.351,784.39,666.07,536.36,1527.04,858.21,2637.78,511.23,232.56,192.54,341.52,53.44,140.77,1122.06,984.58,1164.02,934.2,950.63,3246.96,3119.16,2245.08,8780.81,279.65,5.36,4124.51,19.82,194.77,44.6,18.55,136.55,642.47,5.96,29.4,87.16,13148.35,4.88,80.42,6.35,14.31
4/4/2023,208.87,4100.6,2245.886,1769.655,1941.467,1961.312,2127.93,74.93,140.59,78.941715,2020.42,20.63,2116.77,987.62,101.586,1098.58,117.416711,1152.524,782.48,654.61,530.93,1527.4,838.88,2622.43,503.73,232.6,193.13,343.3,52.88,138.16,1117.64,983.19,1164.16,931,951.79,3247.27,3102.65,2208.44,8780.81,274.53,5.14,4100.6,19.54,192.58,45.8,19,136.86,634.41,5.8,29.27,84.82,13100.07,4.91,79.38,6.55,14.25
4/5/2023,208.9,4090.38,2238.365,1752.134,1923.777,1965.252,2133.83,74.51,142.27,78.843906,2020.73,20.66,2101.65,987.85,101.852,1094.16,117.748104,1129.035,786.82,663.91,530.18,1553.83,827.97,2591.17,502.61,231.38,192.71,352.13,52.31,135.11,1089.78,983.5,1166.45,931.6,953.09,3216.87,3070.03,2168.22,8780.81,268.81,5.41,4090.38,19.14,185.52,45.2,19.08,127.8,629.01,5.36,28.93,83.82,12967.2,4.9,79.41,6.03,12.89
4/6/2023,208.93,4105.02,2245.934,1754.464,1934.707,1966.689,2132.95,74.84,142.07,78.931934,2007.91,20.62,2100.33,984.43,101.822,1095.91,117.716591,1129.588,787.45,654.14,531.81,1557.33,827.76,2608.75,501.51,232.97,196,354.72,53.29,135.29,1095.38,983.68,1164.37,931.07,953.4,3265.61,3078.65,2164.56,8780.81,270.37,5.15,4105.02,19.03,185.06,44,18.4,127.82,622.64,5.39,29.29,84.19,13062.6,4.87,78.74,6.04,12.31
4/7/2023,208.94,4105.02,2245.934,1754.464,1934.707,1966.689,2119.77,74.84,142.07,78.931934,2007.91,20.62,2101.06,987.07,102.092,1095.91,116.959063,1129.588,787.45,654.14,531.81,1557.33,827.76,2608.75,501.51,232.97,196,354.72,53.07,135.29,1095.38,983.68,1164.37,931.07,953.4,3265.61,3078.65,2164.56,8780.81,270.37,5.15,4105.02,19.03,185.06,44,18.4,127.82,622.64,5.39,29.29,84.19,13062.6,4.87,78.74,6.04,12.31
4/10/2023,209.02,4109.11,2249.612,1772.443,1935.817,1974.063,2116.98,74.77,142.68,77.992967,1991.48,20.6,2084.79,988.68,102.578,1097.08,116.67494,1134.394,787.34,658.37,533.25,1556.75,835.19,2604.91,503.98,234.1,194.65,354.01,53.21,139.29,1096.78,984.07,1163.94,932.26,953.19,3248.87,3045.52,2203.9,8780.81,275.79,5.29,4109.11,18.97,184.51,43.4,18.97,128.1,627.39,5.51,29.19,84,13051.23,4.82,80.05,5.94,13.13
4/11/2023,209.07,4108.94,2250.853,1786.595,1930.94,1983.226,2119.01,74.93,143.18,79.74375,2003.62,20.81,2109.4,996.25,102.204,1098.33,116.532929,1134.57,789.24,664.24,537.78,1561.36,840.11,2578,507.65,235.18,193.82,354.24,54.08,142.85,1091.62,985.01,1163.79,933.46,954.48,3202.52,3023.82,2185.85,8780.81,271.69,4.67,4108.94,18.8,186.79,42.8,19.1,129.86,621.57,5.62,29.21,85.09,12964.16,4.89,81.39,6.11,13.84
4/12/2023,209.1,4091.95,2240.959,1773.698,1919.565,1976.957,2122.52,74.91,143.42,81.435847,2014.93,21.01,2125.47,993.58,101.5,1096.52,116.864322,1117.092,785.7,664.99,536.69,1561.6,842.91,2562.26,508,234.47,192.09,353.83,53.4,139.55,1086.15,984.3,1164.93,931.8,954.1,3201.91,3011.09,2145.1,8780.81,264.95,4.51,4091.95,18,180.54,43.1,19.09,135,616.7,5.42,28.41,85.47,12848.35,4.87,81.11,6.21,14.04
4/13/2023,209.15,4146.22,2270.168,1796.683,1953.415,1993.236,2119.28,75.42,144.47,80.359947,2040.22,20.93,2144.77,997.03,101.011,1098.25,116.611813,1142.934,790.06,669.04,541.3,1580.81,846.09,2612.33,513.11,233.52,196.57,353.91,53.77,142.62,1093.07,983.94,1165.87,934.13,952.64,3263.56,3098.92,2158.75,8780.81,264.63,6.76,4146.22,18.42,185.9,40.8,17.8,136.1,624.24,5.47,29.07,85.69,13109.39,4.94,81.22,6.41,13.93
4/14/2023,209.17,4137.64,2264.939,1781.154,1946.418,1989.857,2109.56,75.28,143.67,80.71206,2004.17,20.98,2145.72,1000.49,101.552,1096.81,116.012154,1144.403,785.47,670.32,547.01,1568.38,845.07,2599.12,509.65,229.59,197.18,349.97,53.27,141.4,1099.08,983.67,1165.78,935.24,952.87,3230.46,3090.18,2159.79,8780.81,267.58,6.6,4137.64,18.47,185,39.8,17.07,135.77,619.54,5.02,28.71,86.71,13079.52,4.9,81.79,6.22,13.68
4/17/2023,209.26,4151.32,2272.895,1802.838,1951.493,2000.724,2099.5,75.08,143.49,79.059086,1995.19,20.84,2132.84,1003.78,102.103,1099.94,115.507136,1152.152,790.1,661.8,553.18,1566.76,851.74,2609.33,512.64,234.71,194.68,351.97,53.59,142.41,1105.14,984.13,1162.83,936.04,954.14,3252.11,3089.88,2170.6,8780.81,270.02,6.78,4151.32,18.63,187.04,38.1,16.95,137.37,627.36,4.92,29.49,89.29,13087.71,4.85,82.2,5.86,13.57
4/18/2023,209.3,4154.87,2274.938,1795.55,1953.812,2000.767,2101.91,75.13,143.66,79.088429,2005.45,20.88,2149.67,1000.54,101.745,1100.62,115.633391,1153.588,792.68,664.75,554.91,1556.5,855.69,2619.95,514.68,234.35,193.42,350.17,53.48,141.64,1110.49,984.6,1162.55,936.86,954.43,3253.75,3107.65,2187.44,8780.81,276.67,6.79,4154.87,19.03,184.31,37.7,16.83,136.38,632.32,4.8,29.37,89.85,13091.79,4.66,82.55,5.88,13.31
4/19/2023,209.33,4154.52,2274.853,1799.442,1954.207,2000.701,2099.61,74.83,142.93,77.425674,1994.93,20.56,2144.98,990.37,101.968,1103.83,115.333511,1153.854,792.29,663.08,556.33,1560.92,855.09,2616.53,513.07,235.64,192.02,352.91,53.67,141.05,1107.53,984.24,1161.76,935.61,953.05,3251.97,3104.89,2180.45,8780.81,279.31,6.58,4154.52,19.14,180.59,37.6,16.46,132.83,634.5,4.71,29.01,90.45,13088.71,4.62,81.95,5.65,12.59
4/20/2023,209.37,4129.79,2261.133,1789.697,1943.901,1987.19,2108.05,74.76,142.52,75.596644,2004.8,20.21,2147.82,989.79,101.84,1101.1,115.807016,1136.781,792.75,657.19,554.56,1554.15,853.51,2596.7,512.69,232.84,190.55,352.72,52.66,137.85,1103.32,983.38,1163.9,934.78,952.11,3228.14,3078.87,2165.5,8780.81,271.04,7.2,4129.79,18.25,162.99,38.8,17.17,129.89,633.02,4.59,28.82,90.43,12985.98,4.2,81,5.67,12.64
4/21/2023,209.39,4133.52,2262.828,1791.506,1946.174,1987.864,2104.68,74.99,142.41,76.085184,1983.06,20.21,2146.26,980.74,101.822,1102.06,115.617634,1150.47,798.68,653.3,552.37,1564.68,851.44,2587.05,508.05,233.24,191.16,353.78,52.81,138.65,1097.58,984.18,1163.43,933.96,952.45,3227.24,3056.75,2155.58,8780.81,271.19,7.07,4133.52,18.01,165.08,37.7,16.77,132.25,632.9,4.45,28.4,91.12,13000.77,4.22,80.5,5.56,12.59
4/24/2023,209.46,4137.04,2263.945,1788.874,1944.353,1991.375,2113.32,75.2,143.34,76.954785,1989.14,20.38,2153.43,977.38,101.348,1101.9,116.027911,1149.635,801.87,663.35,551.26,1573.41,853.37,2576.08,511.57,232.52,191.14,355.54,53.06,137.21,1088.74,984.95,1165.91,933.92,952.93,3195.8,3063.05,2147.22,8780.81,270.42,6.7,4137.04,18.04,162.55,37.5,16.89,130.4,634.54,4.51,28.11,90.2,12969.76,4.2,80.8,5.57,13.245
4/25/2023,209.45,4071.63,2226.513,1745.952,1907.14,1962.167,2127.79,75.08,142.19,75.30352,1997.39,20.01,2142.02,965.6,101.863,1095.92,116.959063,1126.098,800.94,651.16,541.55,1556.86,837.71,2522.36,500.58,230.39,188.12,355.2,50.64,134.05,1077.13,984.33,1167.22,932.96,955.66,3118.52,3030.23,2083.19,8780.81,262.41,6.41,4071.63,17.48,160.67,41.9,18.76,122.15,622.02,4.9,27.35,88.06,12725.11,4.1,75.9,5.54,12.67
4/26/2023,209.48,4055.99,2218.13,1730.411,1913.042,1939.589,2119.67,74.79,140,72.59701,1989.04,19.6,2135.76,967.85,101.467,1097.42,116.706554,1121.809,795.05,642.83,536.37,1534.96,822.05,2566.05,494.68,228.49,186.95,346.78,51.65,133.34,1091.26,984.14,1164.5,932.07,954.38,3248.68,3024.86,2090.89,8780.81,269.56,6.47,4055.99,17.29,153.75,40.3,18.84,124.12,616.19,5.98,27.8,88.44,12806.48,4.15,77.03,5.42,12.5
4/27/2023,209.48,4135.35,2260.682,1751.223,1950.76,1974.109,2110.45,75.04,141.39,73.046467,1987.78,19.63,2133.38,972.18,101.503,1098.85,115.8859,1152.85,803.31,645.68,544.95,1542.8,838.37,2621.78,501.4,234.04,197.28,350.94,52.02,136.97,1110.45,985.12,1165.49,931.21,953.68,3335.02,3099.27,2109.45,8780.81,272.26,6.81,4135.35,17.44,160.19,37.7,17.03,126.05,618.41,6.54,28.19,90.26,13160.03,4.18,78.01,5.47,10.54
4/28/2023,209.55,4169.48,2279.165,1768.987,1965.301,1992.202,2122.2,75.36,142.37,75.020167,1990,19.91,2143.85,977.05,101.659,1099.56,116.359304,1152.416,807.2,655.2,551.42,1555.39,846.11,2649.95,507.06,236.74,198.35,350.26,52.08,137.79,1110.99,985.69,1165.7,933.75,952.96,3364.74,3125.04,2146.7,8780.81,277.49,6.78,4169.48,17.73,164.31,35.6,15.78,120.05,626.5,6.44,28.33,89.97,13245.99,4.19,78.08,5.44,10.82
5/1/2023,209.58,4167.87,2278.512,1769.211,1965.499,1990.911,2101.74,74.69,142.66,73.925838,1982.56,19.76,2139.19,976.74,102.151,1098.62,115.649147,1140.151,807.92,646.97,549.94,1564.51,850.77,2654.81,506.87,234.56,198.2,350.98,52.93,137.19,1108.15,985.46,1165.71,935.14,951.93,3350.18,3125.76,2179.24,8780.81,289.1,6.51,4167.87,18.21,161.83,34.6,16.08,118.79,637.95,5.45,28.22,87.93,13231.47,4.16,77.8,5.43,10.93
5/2/2023,209.54,4119.58,2251.136,1732.11,1946.938,1959.526,2121.8,74.62,140.24,70.01752,2016.68,19.16,2123.01,973.94,101.958,1093.71,116.722311,1141.941,805.32,619.28,537.3,1556.88,841.85,2630.12,502.06,230.49,194.67,346.67,51.48,134.53,1107.65,983.9,1167.9,935.13,950.32,3333.72,3094.09,2144.92,8780.81,282.1,6.42,4119.58,18.26,160.31,36.9,17.78,116.74,612.34,5.1,27.69,86.29,13113.66,4.1,75.52,5.51,11
5/3/2023,209.56,4090.75,2236.416,1739.284,1938.056,1944.96,2131.52,74.58,139.27,67.027657,2038.97,18.69,2139.6,969.62,101.343,1095.69,117.069561,1133.791,798.98,607.37,530.92,1555.15,838.62,2608.26,496.5,229.12,194.34,345.58,51.33,135.47,1106.02,982.55,1168.52,935.98,949.86,3310.42,3072.54,2117.89,8780.81,278.02,6.46,4090.75,17.1,160.61,38.5,18.34,117.67,613.2,5.58,27.56,84.75,13030.21,4.06,75.02,5.54,11.52
5/4/2023,209.58,4061.22,2219.931,1718.811,1927.271,1925.882,2127.65,74.36,138.13,66.988574,2050.28,18.8,2130.58,976.36,101.399,1091.99,117.732347,1125.898,796.63,600.65,524.05,1542.58,829.44,2595.47,493.32,231.23,191.9,348.11,51.14,133.27,1103.5,979.23,1168.14,936.21,947.16,3303.86,3045.52,2108.62,8780.81,275.62,6.27,4061.22,15.63,161.2,41.3,20.09,117.88,610.16,5.82,28.3,82.61,12982.48,4.02,74.22,5.68,11.77
5/5/2023,209.61,4136.25,2261.253,1759.879,1967.495,1958.231,2121.07,74.76,140.53,69.704855,2016.79,19.26,2144.63,981.66,101.214,1098.1,116.88018,1148.4,803.74,617.15,536.83,1556.81,841.93,2665.88,501.5,234.77,193.81,350.42,51.23,137.71,1114.36,981.39,1165.63,937.35,948.21,3356.85,3168.62,2166.43,8780.81,286.8,6.37,4136.25,15.72,170.06,36.7,17.19,122.45,630.12,6.22,28.67,84.88,13259.13,4.11,75.96,5.62,12.64
5/8/2023,209.7,4138.12,2263.132,1754.47,1970.364,1957.65,2110.23,74.55,140.49,71.483139,2021.16,19.52,2152.22,989.44,101.377,1099.38,116.327791,1151.901,801.94,617.61,537.96,1553.41,838.82,2665.41,500.01,233.16,196.28,349.28,52.99,137.51,1118.7,982.84,1162.24,937.76,948.57,3340.76,3168.85,2182.82,8780.81,291.51,6.02,4138.12,16.15,171.79,35.7,16.98,132.41,629.06,6.62,28.89,84.43,13291.64,4.12,75.4,5.51,13.33
5/9/2023,209.72,4119.17,2253.41,1749.677,1961.431,1950.095,2107.84,74.36,140.39,72.020533,2034.56,19.58,2143.4,982.24,101.605,1099.7,116.343547,1152.097,799.5,617.83,535.97,1542.68,840.28,2642.62,495.34,232.22,195.26,348.57,52.68,137.42,1118.67,982.68,1161.57,939.2,948.78,3328.23,3142.75,2144.98,8780.81,285.71,5.92,4119.17,15.9,169.15,36.7,17.71,129.94,618.51,6.15,28.44,84.37,13201.11,4.07,75.02,5.57,13.11
5/10/2023,209.77,4137.64,2263.517,1759.512,1979.781,1948.845,2120.61,74.81,140.3,70.896892,2030.09,19.47,2139.42,979.64,101.477,1099.1,117.069561,1159.341,798.32,610.73,532.87,1546.86,837.56,2674.99,495.59,234.5,198.56,351.86,53.1,139.67,1125.47,983.33,1159.71,940.79,946.94,3381.1,3171.85,2167.02,8780.81,288.85,5.95,4137.64,15.79,168.54,35.4,16.94,133.8,626.27,6.23,28.24,83.72,13347.83,4.08,74.64,5.53,13.02
5/11/2023,209.82,4130.62,2259.031,1744.707,1980.645,1938.39,2126.22,74.69,139.72,69.245627,2015.05,19.15,2130.19,977.82,102.058,1098.05,117.211572,1165.734,800.82,603.13,531.79,1541.67,832.15,2662.98,490.69,232.11,201.84,347.84,53.14,137.36,1129.12,982.75,1160.69,939.55,945.35,3360.9,3169.94,2150.54,8780.81,285.78,5.83,4130.62,15.8,172.08,34.8,16.93,132.15,627.67,6.1,28.54,82.63,13389.78,4,74.9,5.3,12.73
5/12/2023,209.85,4124.08,2254.829,1740.849,1975.606,1936.16,2116.27,74.42,140,68.434651,2010.77,19.03,2126.26,973,102.681,1095.94,116.596056,1155.362,803.68,603.84,529.6,1538.82,832.24,2657.03,491.53,232.46,202.22,349.38,52.63,134.71,1125.32,982.59,1162.84,937.58,945.17,3355.98,3155.1,2150.63,8780.81,283.4,5.94,4124.08,15.58,167.98,34.8,17.03,130.23,631.15,6.09,27.79,82.39,13340.18,4.03,75.38,5.38,12.56
5/15/2023,209.93,4136.28,2263.39,1761.549,1983.24,1945.178,2111.23,74.4,140.26,69.480126,2016.49,19.32,2133.53,977.48,102.434,1100.76,116.390918,1156.979,801.49,605.06,533.93,1536.3,836.46,2676.65,495.69,231.91,202.16,345.04,52.96,138.89,1133.67,983.51,1159.83,940.02,943.19,3369.83,3154.96,2202.59,8780.81,289.53,5.63,4136.28,15.97,166.35,33.5,17.12,135.55,639.8,6.3,29.04,82.95,13413.51,4.06,76.06,5.49,12.78
5/16/2023,209.95,4109.9,2246.767,1736.182,1977.167,1920.179,2106.31,73.88,138.2,69.235857,1989.17,19.12,2126.88,979.24,102.564,1099.08,116.075282,1154.047,794.47,589.71,528.76,1523.76,825.06,2680.98,487.54,225.85,203.36,337.12,52.11,135.12,1143.48,981.77,1161.69,940.03,941.83,3386.09,3149.96,2204.11,8780.81,292.13,5.44,4109.9,15.61,166.52,34.9,17.99,134.01,641.44,6.1,28.74,81.86,13426.01,3.95,73.15,5.42,12.38
5/17/2023,209.98,4158.77,2274.543,1774.497,2001.956,1945.712,2102.59,74.08,139.46,71.160703,1981.84,19.43,2115.11,975.83,102.882,1103.85,115.728031,1177.588,793.66,601.93,539.82,1525.24,839.09,2715.38,490.79,228.77,205.76,335.92,53.17,139.86,1158.03,984.06,1156.54,941.93,942.25,3427.21,3168.13,2257.54,8780.81,301.78,5.13,4158.77,15.84,173.86,33.2,16.87,137.23,657.47,6.4,28.44,83.91,13589.26,4.02,73.05,5.42,12.56
5/18/2023,210.01,4198.05,2296.64,1784.856,2029.259,1955.299,2092.61,74.12,139.36,70.212936,1957.55,19.29,2116.28,978.16,103.584,1106.09,115.065245,1195.747,790.14,604.88,543.6,1521.53,844.69,2771.43,493.48,227.22,209.44,334.71,53.56,140.87,1175.71,982.88,1156.81,943.11,941.82,3486.89,3212,2338.48,8780.81,316.78,5.15,4198.05,16.19,176.89,31.2,16.05,141.85,677.9,6.25,28.05,84.49,13834.62,4.01,72.79,5.34,12.08
5/19/2023,210.02,4191.98,2292.001,1773.717,2023.998,1951.631,2087.18,74.2,139.93,69.910041,1977.81,19.25,2131.59,977.24,103.198,1105.1,114.702238,1185.731,790.19,609.3,541.16,1528.47,842.42,2768.34,494.76,226.87,208.41,334.15,52.83,137.62,1167.52,982.36,1157.29,943.36,941.71,3489.75,3217.17,2319.35,8780.81,312.64,5.04,4191.98,15.88,180.14,32.3,16.81,144.72,682.25,6.17,27.9,82.24,13803.49,4.05,73.23,5.36,11.67
5/22/2023,210.1,4192.63,2294.284,1795.383,2027.179,1954.879,2086.2,74.53,139.35,70.339956,1971.86,19.24,2135.64,983.27,103.198,1110.4,114.607598,1181.372,778.59,606.94,542.38,1529.13,842.45,2771.98,492.05,228.39,210.85,334.24,53.54,142.86,1174.38,981.5,1152.74,945.37,941.26,3511.46,3203.87,2320.72,8780.81,311.76,5.26,4192.63,16.1,188.87,32.4,17.21,147.41,678.37,6.67,28.35,82.27,13849.74,4.08,73.44,5.44,12.09
5/23/2023,210.13,4145.58,2268.674,1787.715,1998.384,1941.266,2087.94,74.14,138.67,71.179545,1975.23,19.32,2119.61,978.6,103.488,1110.26,114.749609,1171.088,773.06,613.23,535.76,1511.87,832.07,2730.44,484.49,225.47,207.73,333.1,53.44,141.07,1165.44,980.85,1150.27,947.2,942.99,3450.93,3156.55,2294.21,8780.81,306.88,6.74,4145.58,15.65,185.77,33.2,18.53,143.9,686.5,6.69,27.49,82.64,13672.54,4.03,75.05,5.52,12.13
5/24/2023,210.14,4115.24,2252.211,1767,1986.995,1922.846,2082.93,73.62,138.26,72.575605,1957.16,19.46,2085.73,970.9,103.887,1108.77,114.560227,1168.375,768.05,616.43,528.74,1501.91,821.53,2713.42,479.04,220.49,206.48,331.01,52.85,140.26,1161.83,979.08,1151.41,945.35,943.03,3427.91,3153.74,2264.57,8780.81,305.38,4.77,4115.24,15.33,182.9,35.3,20.03,149.2,679.53,6.79,26.94,81.22,13604.48,3.94,72.85,5.37,11.99
5/25/2023,210.19,4151.28,2268.889,1754.605,2021.097,1913.011,2073.93,73.57,136.88,70.125178,1941.41,19.15,2069.41,964.01,104.251,1109.39,113.755329,1162.342,762.16,604.77,528.91,1486.3,824.03,2834.06,477.22,221.1,207.37,326.45,51.68,138.19,1192.01,978.69,1155.42,945.77,939.77,3550.01,3180.19,2514.68,8780.81,379.8,5.18,4151.28,15.44,184.47,34,19.14,149.61,728.8,6.57,26.39,83,13938.53,3.96,73.72,5.26,12.3
