Date,LD12TRUU Index,SPX Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,XAU Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000BBQCY0 FIGI,BBG000C0G1D1 FIGI,BBG000BBJQV0 FIGI,BBG000H4FSM0 FIGI,BBG000N9MNX3 FIGI,BBG000JW9B77 FIGI,BBG00JQ5JWB5 FIGI
5/13/2022,203.53,4023.89,2210.595,1792.666,1853.635,1996.668,2126.42,76.81,142.36,100.780903,1811.79,24.17,1942.38,1004.52,104.563,1128.03,122.506317,1187.298,802,612.25,556.31,1497.4,786.26,2375.29,517.8,269.54,199.81,361.51,58.87,186.35,1109.9,1002.69,1146.2,917.84,964.73,2991.53,2801.44,1940.18,9995.08,95.12,43.6,177.06,4023.89,256.53,28.87,103.88
5/16/2022,203.54,4008.01,2199.2,1783.427,1832.392,1998.063,2130.91,76.7,140.53,104.164894,1824.14,24.75,1946.43,1007.5,104.187,1123.23,123.020307,1162.175,805.64,628.31,551.98,1507.75,784.94,2353.7,516.83,267.38,198.63,362.69,61.47,182.43,1088.2,1002.68,1149.17,916.91,967.69,2975.55,2772.47,1909.41,9788.58,94.24,43.08,172.64,4008.01,241.4567,27.47,98.76
5/17/2022,203.55,4088.85,2244.514,1840.298,1877.329,2034.596,2118.74,76.63,143.88,102.523065,1815.16,24.46,1981.59,1030.83,103.36,1128.01,122.185074,1193.296,796.36,635.5,566.84,1528.58,802.83,2422.23,531.63,270.18,202.25,366.41,60.39,191.61,1108.18,1004.6,1146.37,919.89,966.59,3037.94,2848.36,2006.52,10187.88,102.47,44.4,181.77,4088.85,253.87,26.1,99.16
5/18/2022,203.56,3923.68,2154.004,1774.846,1787.374,1967.903,2127.22,76,137.24,99.959989,1816.6,23.93,1973.11,1033.19,103.81,1124.49,122.779349,1114.573,745.55,618.02,550.98,1488.88,772.7,2307.39,514.75,262.22,195.36,362.64,62.03,181.06,1096.87,1004.57,1147.06,917.21,968.58,2916.85,2693.74,1897.68,9463.47,96.28,42.35,169.38,3923.68,236.6033,30.96,104.36
5/19/2022,203.56,3900.79,2144.467,1776.223,1783.291,1956.526,2131.87,76.51,137.33,102.349761,1841.85,24.3,1958.61,1014.89,102.724,1130.79,123.05238,1116.013,730.82,616.28,547.15,1492.11,765.4,2282.62,518.27,261.69,194.22,361.84,60.52,185.54,1095.52,1004.22,1144.03,918.94,964.73,2916.03,2610.48,1889.15,9480.1,96.67,42.01,171.24,3900.79,236.4733,29.35,101.42
5/20/2022,203.57,3901.36,2144.708,1773.266,1779.176,1960.659,2139.01,76.46,137.04,103.280131,1846.5,24.42,1969.24,1035.31,103.15,1129.63,123.486085,1098.913,732.76,618.93,546.49,1510.91,757.2,2285.75,517.15,264.8,193.79,362.82,59.82,183.86,1083.92,1002.72,1144.92,917.03,965.22,2931.45,2616.13,1872.45,9500.07,93.5,41.65,166.94,3901.36,221.3,29.43,100.2
5/23/2022,203.58,3973.75,2182.707,1792.762,1809.499,1995.094,2130.49,76.76,140.12,103.289496,1853.59,24.58,2004.71,1034.51,102.076,1130.01,122.923883,1105.913,748.13,635.51,564.16,1523.06,769.57,2339.85,526.7,268.02,197.3,367.22,60.16,183.55,1089.69,1003.46,1145.12,916.97,962.33,3004.69,2706.16,1881.17,9499.79,95.07,42,168.98,3973.75,224.9667,28.48,96.24
5/24/2022,203.59,3941.48,2161.386,1764.826,1771.377,1994.727,2146.01,77.22,137.69,102.802502,1866.45,24.49,1995.71,1016.99,101.857,1120.8,123.74308,1077.395,760.56,638.09,562.83,1526.94,768.63,2303.19,523.51,271.25,189.99,374.61,57.54,174.85,1063.51,1002.96,1152.05,912.17,964.86,2970.84,2662.81,1832.89,9192.95,91.16,41.67,161.54,3941.48,209.3867,29.45,96.12
5/25/2022,203.59,3978.73,2184.836,1799.164,1798.116,2010.765,2153.09,78.39,139.84,103.326957,1853.46,24.63,1996.36,1019.59,102.056,1127.05,123.968002,1107.371,760.84,650.62,567.34,1526.67,773.54,2331.05,525.95,272.78,191.66,374.38,59.36,182.62,1073.99,1004,1149.42,916.24,964.38,3009.37,2669.18,1878.54,9425.62,92.65,42.2,169.75,3978.73,219.6,28.37,94.6
5/26/2022,203.59,4057.84,2229.512,1838.238,1846.281,2040.781,2154.38,79.48,144.07,106.848296,1850.63,24.99,2010.46,1022.96,101.829,1130.72,123.968002,1160.271,769.45,658.06,580.1,1533.01,788.97,2388.15,535.52,272.51,195.62,375.4,59.61,189.39,1094.36,1005.59,1150.69,917.49,961.22,3064.18,2731.62,1956.03,9808.61,98.75,43.48,178.51,4057.84,235.91,27.5,93.04
