Date,LD12TRUU Index,SPX Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,XAU Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000BBQCY0 FIGI,BBG000C0G1D1 FIGI,BBG000BBJQV0 FIGI,BBG000H4FSM0 FIGI,BBG000N9MNX3 FIGI,BBG000JW9B77 FIGI,BBG00JQ5JWB5 FIGI
10/4/2022,204.75,3790.93,2088.387,1775.766,1778.858,1868.789,2033.92,73.52,138.1,84.202928,1726.13,21.74,1743.61,893.65,110.065,1139.74,116.601406,1165.039,718.73,609.84,538.36,1475.06,747.2,2216.14,457.98,233.88,171.37,349.83,57.4,184.01,1074.7,990.33,1138.66,919.51,953.41,2854,2727.06,1598.31,10654.06,67.9,27.7,131.67,3790.93,249.44,29.07,77.56
10/5/2022,204.76,3783.28,2083.851,1762.694,1777.218,1861.148,2022.77,73.23,138.28,85.40972,1716.26,22.1,1725.97,909.52,111.208,1137.24,115.606236,1158.711,714.4,622.39,533.71,1479.95,742.89,2224.09,452.98,229.43,170.31,341.96,56.34,180.24,1069.86,989.94,1140.36,918.99,952.46,2866.19,2732.85,1605.28,10647.15,67.94,27.64,132.09,3783.28,240.81,28.55,78.08
10/6/2022,204.76,3744.52,2063.694,1752.513,1763.969,1839.801,2014.93,73.01,137.36,86.081241,1712.53,22.23,1718.36,910.57,112.258,1137.17,114.99621,1150.473,703.95,633.72,525.95,1460.69,734.78,2205.13,448.36,222.09,169.2,330.68,55.31,178.42,1069.88,987.88,1139.6,919.87,950.11,2836.47,2714.96,1593.84,10594.02,67.85,27.18,131.3,3744.52,238.13,30.52,80.36
10/7/2022,204.77,3639.66,2004.781,1702.15,1703.639,1797.949,2005.95,72.12,135.14,90.15903,1694.82,22.61,1693.58,897.74,112.795,1132.34,114.530729,1109.733,693.02,629.14,513.66,1429.73,720.66,2113.92,436.96,216.56,164.39,323.77,54.21,168.05,1053.57,988.44,1142.28,917.74,951.03,2728.19,2616.86,1499.95,10092.55,58.44,25.72,120.76,3639.66,223.07,31.36,83.64
10/10/2022,204.77,3612.39,1988.508,1691.919,1686.729,1787.127,2005.95,71.24,134.41,88.689469,1668.61,22.31,1672.13,884.81,113.144,1130.39,114.049119,1102.948,695.04,616.18,511.19,1420.46,723.01,2080.96,438.03,213.98,163.63,324.32,53.06,164.11,1051.11,987.38,1147.02,918.61,951.04,2677.25,2614.04,1449.99,10015.14,57.81,25.2,116.7,3612.39,222.96,32.45,85.72
10/11/2022,204.83,3588.84,1975.255,1692.916,1671.258,1781.347,1997.94,71.46,134.61,86.957139,1666.34,21.97,1657.83,864.66,113.221,1128.65,114.177535,1093.991,701.5,611.54,504.56,1428.76,723.1,2049.38,434.81,216.16,160.95,323.44,53.5,164.58,1035.49,986.56,1147.09,917.84,954.44,2632.68,2584.72,1423.17,9883.46,57.63,25.04,115.86,3588.84,216.5,33.63,87.04
10/12/2022,204.85,3577.03,1969.248,1687.764,1668.68,1773.237,2000.08,71.58,134.21,84.932843,1673.19,21.87,1647.94,865.34,113.32,1129.48,114.530729,1096.542,704.85,616.12,503.18,1421.19,717.22,2042.38,431.31,213.16,160.95,312.39,53.09,165.55,1036.45,985.43,1147.97,920.6,955.64,2630.47,2572.13,1412.12,9943.87,57.85,25.33,115,3577.03,217.24,33.57,86.16
10/13/2022,204.85,3669.91,2017.939,1728.412,1704.798,1822.467,1990.31,71.74,137.88,86.723566,1666.37,22.28,1651.54,854.53,112.363,1130.08,114.049119,1107.269,716.18,641.24,524.01,1453.26,732.98,2106.03,443.87,217.08,164.53,320.35,52.36,167.8,1037.21,985.31,1147.34,921.31,956.14,2710.34,2655.81,1455.64,9904.88,58.94,26.42,119.6,3669.91,221.72,31.94,83.92
10/14/2022,204.86,3583.07,1969.383,1682.403,1655.863,1786.549,1982.1,71.51,135.16,83.317299,1644.47,21.73,1670.64,863.33,113.311,1124.87,113.615793,1064.354,703.05,617.48,514.7,1441.15,716.63,2045.59,428.72,211.45,161.34,315.42,51.87,157.79,1025.96,985.77,1148.81,918.5,958.28,2650.03,2574.78,1392.96,9416.06,55.94,25.91,112.27,3583.07,204.99,32.02,85.8
10/17/2022,204.91,3677.95,2022.992,1735.753,1709.432,1827.028,1984.33,72.39,137.04,83.171316,1650.09,21.68,1691.04,865.77,112.039,1129.76,113.72808,1109.37,710.88,625.03,527.96,1466.18,732.72,2108.81,439.62,219.68,166.73,322.26,53.68,164.01,1042.86,986.25,1146.49,920.57,955.39,2739.85,2649.77,1428.99,10013.97,57.96,26.42,118.88,3677.95,219.35,31.37,83.36
10/18/2022,204.91,3719.98,2047.055,1755.956,1728.322,1850.255,1988.38,72.9,138.48,80.602017,1652.22,21.4,1705.43,879.07,112.13,1130.49,113.936832,1125.103,720.21,629.74,536.64,1474.48,750.01,2126.34,448.03,222.47,167.62,328.03,55.33,166.8,1047.21,987.31,1144.01,920.9,956.04,2765.11,2675.39,1433.48,10239.02,57.92,25.87,119.67,3719.98,220.19,30.5,81.76
10/19/2022,204.93,3695.16,2030.45,1725.756,1714.778,1832.67,1972.04,72.2,138.63,83.258906,1629.44,21.43,1691.44,865.91,112.984,1125.7,113.005767,1111.866,717.44,648.23,528.08,1454.08,744.84,2120.82,442.96,216.78,167.42,323.89,52.87,158.68,1042.92,985.26,1147.11,917.68,957.4,2745.53,2675.56,1440.81,10118.1,57.23,26,120.51,3695.16,222.04,30.76,82.4
10/20/2022,204.95,3665.78,2014.633,1704.391,1703.168,1815.492,1959.99,71.8,138.03,83.67739,1628.02,21.46,1698.33,864.76,112.881,1127.17,112.347663,1092.493,707.22,649.41,519.73,1442.25,730.61,2122.21,439.86,215.89,168.02,315.76,52.64,156.8,1045.17,985.65,1143.31,919.16,958.5,2749.83,2665.36,1450.34,10136.07,57.77,26.08,121.94,3665.78,207.28,29.98,81.32
10/21/2022,204.96,3752.75,2061.127,1742.238,1743.745,1855.831,1960.94,72.49,141.52,84.21207,1657.69,21.58,1679.68,865.04,112.012,1127.69,112.797118,1124.42,718.21,667.35,534.91,1474.11,749.96,2178.4,455.08,217.36,169.45,321.57,53.68,161.26,1048.31,985.35,1144.41,922,958.62,2810.49,2741.32,1501.17,10491.03,58.82,26.97,124.66,3752.75,214.44,29.69,81
10/24/2022,205.01,3797.34,2083.769,1748.397,1763.279,1874.135,1958.94,72.54,143.36,83.7467,1649.78,21.59,1708.21,842.76,111.989,1126.58,112.73291,1129.796,731.08,670.52,542.12,1502.28,760.09,2208.42,452.24,217.17,170.98,324.21,52.72,160.23,1043.2,986.32,1148.54,920.73,959.05,2853.74,2780.51,1513.74,10536.51,58.7,27.18,125.99,3797.34,211.25,29.85,79.76
10/25/2022,205.03,3859.11,2120.637,1796.155,1799.002,1904.602,1977.76,73.24,144.27,84.479409,1653.17,21.69,1742.08,844.51,110.95,1134.1,113.583638,1156.26,740.34,670.22,548.53,1514.03,770.33,2251.11,463.67,225.72,175.04,330.77,54.72,170,1055.37,988.34,1145.95,922.08,957.33,2902.89,2833.57,1552.58,10606.02,61.47,27.41,132.61,3859.11,222.415,28.46,76.68
10/26/2022,205.04,3830.6,2105.577,1804.331,1770.922,1910.234,1987.58,73.44,145.19,87.043892,1664.57,22.17,1768.18,851.81,109.7,1135.4,114.129456,1144.026,745.15,679.34,550.14,1530.99,772.98,2200.83,466.76,225.38,166.72,330.64,54.42,171.69,1030.23,989.33,1146.37,922.52,958.71,2812.77,2788.82,1536.27,10186.38,59.73,27.21,128.96,3830.6,224.64,27.28,74.92
10/27/2022,205.06,3807.3,2094.088,1806.322,1755.208,1907.844,1998.11,73.98,145.24,88.202365,1663.31,22.17,1761.76,859.46,110.587,1133.64,114.739379,1135.781,745.43,681.19,554.25,1522.18,781.82,2173.33,465.53,225.37,159.85,332.9,54.15,170.14,1024.03,991.74,1145.21,921.41,959.7,2794.09,2723.17,1524.37,9787.16,58.6,26.27,131.76,3807.3,225.09,27.39,73.44
10/28/2022,205.08,3901.06,2143.661,1846.921,1799.001,1950.324,1993.35,74.55,148.11,87.033991,1644.86,21.98,1748.92,845.58,110.752,1131.14,114.033093,1132.371,761.97,685.71,568.03,1547.85,800.42,2271.63,470.3,230.77,164.62,342.4,54.99,174.73,1034.04,990.88,1147.26,922.84,959.85,2881.83,2902.54,1592.74,9143.37,62.01,29.07,138.34,3901.06,228.52,25.75,71.72
10/31/2022,205.12,3871.98,2128.356,1846.863,1783.554,1940.888,1985.01,73.43,147.64,85.677488,1633.56,21.85,1750,848.16,111.527,1130.48,113.615793,1124.523,757.25,689.83,563.91,1546.64,797.71,2241.13,466.12,230.25,161.86,339.18,54.86,174.15,1025.44,991.53,1146.71,921.37,960.2,2847.88,2862.51,1565.43,9053.2,60.06,28.43,134.97,3871.98,227.54,25.88,70.64
11/1/2022,205.15,3856.1,2120.996,1851.388,1768.131,1945.519,1989.17,73.59,147.39,87.49936,1647.98,22.1,1763.05,867.58,111.481,1128.97,113.599664,1109.338,755.15,696.69,566.21,1547.57,797.24,2221.76,467.22,229.76,158.93,340.55,55,173.9,1016.91,992.06,1148.35,922.63,959.84,2819.21,2823.38,1572.71,8569.23,59.66,28.3,135.43,3856.1,227.82,25.81,69.96
11/2/2022,205.17,3759.69,2066.225,1789.137,1710.47,1906.297,1987.15,72.92,144.89,89.113301,1635.24,22.23,1763.87,873.02,111.345,1121.98,113.647846,1067.263,742.08,681.01,558.94,1521.37,783.19,2144.63,455.2,223.75,154.1,337.08,52.9,165.61,1004.17,991.53,1146.73,922.29,962.23,2715.5,2722.71,1529.47,8157.6,58.63,27.42,132.19,3759.69,214.98,25.86,71.76
11/3/2022,205.21,3719.89,2045.031,1779.73,1683.312,1898.215,1978.65,72.4,144.99,87.301331,1629.49,22.17,1730.74,860.9,112.93,1119.96,113.037923,1057.839,739.6,694.92,552.97,1514.72,791.34,2080.35,458.73,223.78,149.74,338.58,53.13,163.27,986.97,991.21,1147.44,920.9,962.22,2623.72,2624.22,1516.34,7936.74,60.11,27.39,134.21,3719.89,215.31,25.3,70.28
11/4/2022,205.23,3770.55,2070.299,1799.866,1700.145,1925.685,1977.76,72.9,145.79,91.697587,1681.87,22.98,1770.32,884.98,110.877,1119.17,113.053949,1066.958,748.01,701.99,563.29,1523.29,803.92,2115.17,474.35,226.67,152.38,340.51,52.08,161.83,993.97,990.26,1153.46,920.19,962.82,2665.42,2631.29,1582.88,8084.5,62.19,28.2,141.56,3770.55,207.47,24.55,69.4
11/7/2022,205.3,3806.8,2089.504,1809.81,1716.648,1941.893,1972.24,72.89,147.32,90.885666,1675.63,22.83,1795.05,897.36,110.12,1117.44,112.636547,1060.386,754.52,714.13,568.37,1539.41,812.48,2149.86,478.09,226.51,155.16,333.91,52.41,157.93,995.32,991.43,1156.81,917.64,961.75,2729.99,2642.4,1610.92,8049.66,63.08,28.41,143.01,3806.8,197.08,24.35,68.64
11/8/2022,205.32,3828.11,2101.123,1808.929,1726.692,1950.741,1980.77,72.82,148.27,88.03404,1712.42,22.44,1821.86,900.02,109.636,1117.16,113.294754,1057.178,757.1,714.51,571.7,1547.16,819.46,2169.59,486.12,227.98,155.73,336.21,52.56,157.1,997.63,991.15,1156.85,916.79,962.63,2754.72,2651.23,1642.04,8010.96,63.85,28.48,146.02,3828.11,191.3,25.54,70.64
11/9/2022,205.35,3748.57,2056.265,1760.4,1684.058,1914.007,1983.78,71.95,144.89,84.984385,1706.74,21.84,1807.96,900.32,110.549,1109.86,113.342833,1024.237,748.54,679.63,562,1530.84,807.6,2112.06,478.42,225.5,152.77,333.38,50.96,147.88,992.52,990.15,1161.32,913.45,963.87,2697.99,2569.55,1586.02,7670.35,59.92,27.52,137.76,3748.57,177.59,26.09,72.84
11/10/2022,205.37,3956.37,2173.723,1867.927,1801.794,2001.122,2022.98,74.19,148.72,85.618079,1755.45,22.02,1871.56,889.6,108.206,1121.55,115.590107,1103.074,766.93,694.74,590.86,1570.5,841.77,2287.95,504.97,242.96,162.43,349.24,55.66,163.98,1034.66,991.81,1162.11,919.65,957.92,2904.68,2778.18,1750.24,8604.1,68.47,29.76,157.5,3956.37,190.72,23.53,68.84
11/11/2022,205.37,3992.93,2195.85,1882.74,1827.091,2013.483,2022.98,74.45,148.09,88.083547,1771.24,22.42,1918.41,935.73,106.292,1128.94,115.381457,1130.234,765.85,716.02,595.51,1550.4,840.9,2327.4,510.85,242.7,166.45,345.24,57.74,173.77,1052.96,992.58,1159.31,923.3,959.25,2944.6,2821.28,1800.42,8974.56,72.37,30.43,163.27,3992.93,195.97,22.52,67.92
11/14/2022,205.45,3957.25,2174.548,1861.251,1806.008,1997.138,2019.27,73.9,148.03,85.023991,1771.4,21.98,1913.56,939.78,106.66,1127.22,115.188833,1110.931,758.89,712.28,586.34,1550.94,835.18,2304.92,509.79,236.28,166.01,340.85,55.76,170.53,1044.72,991.16,1159.99,923.86,960.12,2911.58,2797.64,1786.06,8780.46,73.53,30.35,162.95,3957.25,190.95,23.73,67.92
11/15/2022,205.46,3991.73,2195.73,1889.204,1828.308,2012.808,2032.53,74.55,148.59,86.063646,1778.94,22.31,1931.3,960.64,106.404,1129.4,115.638288,1124.693,767.14,720.16,588.01,1549.85,841.64,2333.42,509.21,239.2,168.96,344.51,56.56,174.45,1050.76,990.67,1160.49,923.88,958.56,2937.32,2828.68,1827,8831.3,76.37,30.71,166.66,3991.73,194.42,24.54,68.8
11/16/2022,205.47,3958.79,2174.635,1853.165,1808.373,1993.704,2044.91,74.39,147.89,84.746749,1773.87,22.07,1922.08,954.31,106.281,1122.69,116.296393,1108.272,770.67,704.68,585.36,1547.86,835.1,2299.69,504.22,237.17,168.01,347.51,55.12,165.88,1041.36,990.8,1164.51,921.95,957.66,2917.02,2801.6,1753.62,8660.98,72.7,29.53,159.1,3958.79,186.92,24.11,66.96
11/17/2022,205.5,3946.56,2165.916,1839.123,1800.217,1985.828,2035.55,74.07,148.48,80.835666,1760.44,21.63,1901.59,942.36,106.694,1119.78,115.702496,1094.215,770.79,705.52,582.22,1547.21,833.02,2304.62,499.41,235.22,166.9,341.28,55.13,163.31,1038.38,990.86,1165.81,921.64,960.57,2898.78,2839.17,1761.15,8461.16,73.9,29.89,156.77,3946.56,183.17,23.93,66.32
11/18/2022,205.51,3965.34,2175.764,1849.732,1804.799,1999.015,2032.61,74.23,149.45,79.291035,1750.68,21.44,1922.38,943.01,106.93,1117.51,115.365431,1094.654,778.78,699.19,586.71,1565.77,838.94,2307.6,502.64,238.25,166.31,348.1,54.79,160.67,1032.18,990.61,1166.16,920.02,960.92,2895.36,2858.97,1757.48,8401.38,73.57,29.87,154.09,3965.34,180.19,23.12,65.64
11/21/2022,205.57,3949.94,2166.338,1839.141,1788.83,1998.77,2032.74,74.2,149.46,78.944483,1738.05,21.4,1897.49,931.05,107.835,1114.2,115.381457,1079.211,786.39,689.46,588.69,1566.48,842.06,2281.53,504.54,239.96,164.96,349.83,53.68,155.93,1025.39,991.35,1168.2,917.87,961.56,2878.47,2806.78,1734.67,8254.6,72.46,28.94,153.17,3949.94,167.87,22.36,63.88
11/22/2022,205.59,4003.58,2195.822,1860.441,1814.163,2024.432,2042.44,74.74,151.62,79.842028,1740.25,21.66,1919.94,927.41,107.222,1114.06,115.68647,1091.888,792.03,711.39,594.73,1580.33,848.4,2325.53,515.8,241.07,167.15,352.78,55.06,157.12,1026.69,991.34,1169.64,918.27,961.86,2926.95,2847.13,1792.69,8325.08,75.25,29.82,160.38,4003.58,169.91,21.29,61.68
11/23/2022,205.62,4027.26,2209.262,1863.517,1830.651,2029.975,2053.25,75.16,151.54,76.873226,1749.68,21.25,1946.22,932.3,106.076,1116.37,116.039561,1106.365,794.68,703.13,596.95,1585.76,851.7,2345.86,517.93,241.43,169.18,356.44,56.22,159.97,1033.52,991.99,1167.24,918.48,961.27,2953.65,2864.21,1814.74,8405.68,76.4,29.67,165.19,4027.26,183.2,20.35,60.32
11/24/2022,205.62,4027.26,2209.262,1863.517,1830.651,2029.975,2053.25,75.16,151.54,76.873226,1755.24,21.25,1967.08,945.57,106.076,1116.37,116.039561,1106.365,794.68,703.13,596.95,1585.76,851.7,2345.86,517.93,241.43,169.18,356.44,56.24,159.97,1033.52,991.99,1167.24,918.48,961.27,2953.65,2864.21,1814.74,8405.68,76.4,29.67,165.19,4027.26,183.2,20.42,60.32
11/25/2022,205.66,4026.12,2209.23,1869.191,1826.063,2035.576,2054.04,75.01,151.74,75.235947,1754.93,21.02,1962.94,941.01,105.959,1115.92,116.119898,1107.04,795.14,701,599.37,1595.63,854.86,2330.19,517.32,242.98,167.99,358.67,56.54,159.46,1028.11,992.97,1165.89,918.46,961.8,2958.33,2820.14,1792.12,8343.65,75.14,29.34,162.7,4026.12,182.86,20.5,60.64
11/28/2022,205.72,3963.94,2174.537,1830.964,1797.27,2002.59,2053.46,74.22,149.95,76.182807,1741.36,20.85,1949.01,930.77,106.681,1113.63,116.007509,1100.385,792.68,681.81,588.73,1583.67,839.42,2280.52,505.94,236.18,165.39,354.83,55.37,155.28,1020.49,992.78,1167.28,917.81,961.61,2905.36,2751.87,1747.35,8384.71,73.19,28.725,158.27,3963.94,182.92,22.21,62.88
11/29/2022,205.75,3957.63,2171.606,1836.551,1786.725,2009.644,2045.59,74.54,150.1,77.129668,1749.85,21.13,1945.94,952.94,106.822,1113.51,115.798859,1095.492,789.76,690.53,592.65,1579.99,844.62,2258.28,507.45,240.21,164.84,352.24,55.48,156.2,1018.69,993.71,1165.92,918.81,962.82,2885.04,2704.77,1739.28,8254.32,73.39,28.9,156.39,3957.63,180.83,21.89,61.96
11/30/2022,205.76,4080.11,2239.123,1886.577,1859.068,2053.2,2058.01,75.66,152.76,79.447503,1768.52,21.59,1944.03,972.29,105.95,1116.6,116.312522,1133.646,804.18,694.3,602.43,1618.69,858.06,2371.98,519.72,245.82,172.94,361.25,57.96,163.38,1034.63,993.25,1166.62,920.61,958.74,3027.88,2825.78,1846.02,8626.51,77.63,30.07,169.23,4080.11,194.7,20.58,59.68
12/1/2022,205.81,4076.57,2238.333,1881.678,1859.645,2050.606,2078.64,75.62,152.01,80.108333,1803.1,21.47,1995.94,978.3,104.728,1116.07,117.420081,1132.416,800.38,691.37,598.13,1622.56,858.03,2373.66,519.55,245.05,173.45,360.58,57.65,162.83,1034.98,993.44,1167.2,919.33,958.7,3033.38,2832.22,1837.83,8545.05,77.48,29.83,171.35,4076.57,194.7,19.84,58.56
12/2/2022,205.83,4071.7,2235.668,1892.839,1857.048,2050.304,2085.61,75.56,152.66,78.885305,1797.63,21.21,1983.24,973.85,104.545,1117.01,117.484289,1130.286,803.89,687.2,595.56,1626.18,863.37,2360.63,525.28,244.03,173.55,358.89,58.39,165.59,1032,994.28,1165.6,920.79,959.18,3019.87,2821.05,1818.55,8429.98,74.98,29.41,168.76,4071.7,194.86,19.06,57.52
12/5/2022,205.9,3998.84,2192.891,1840.222,1820.835,2009.688,2069.94,74.84,150.33,75.87705,1768.68,20.59,1982.92,984.26,105.289,1111.93,116.697769,1096.925,794.23,667.01,580.68,1610.11,848.65,2321.54,515.03,239.84,170.94,356.75,56.33,158.36,1024.68,994.54,1169.18,920.25,960.81,2949.48,2795.01,1797.38,8153.62,73.62,29.17,166.1,3998.84,182.45,20.75,58.52
12/6/2022,205.94,3941.26,2160.801,1812.575,1788.322,1986.481,2077.51,74.57,148.57,73.233732,1771.04,20.1,1970.04,972.93,105.578,1109.92,117.211431,1079.116,788.85,649.35,575.7,1598.13,838.91,2271.92,510.5,237.95,166.54,359.12,56.35,152.82,1016.71,994.36,1170.45,918.53,961.29,2895.63,2729.7,1751.06,7912.84,70.27,28.6,159.87,3941.26,179.82,22.17,60.28
12/7/2022,205.98,3933.92,2156.615,1806.901,1782.507,1984.874,2095.05,74.98,149.02,71.024391,1786.27,19.94,1957.78,958.77,105.1,1111.51,117.997951,1073.981,791.81,647.47,573.1,1611.67,837.76,2260.23,509.25,238.56,164.99,357.43,53.58,151.09,1007.86,991.97,1168.94,918.78,961.76,2886.83,2697.07,1752.15,7923.63,70.14,28.33,161.2,3933.92,174.04,22.68,61.16
12/8/2022,206.02,3963.51,2173.564,1818.29,1801.818,1994.423,2089.22,75.04,149.22,70.481919,1789.14,19.87,1961.62,969.21,104.774,1112.71,117.307692,1085.236,795.26,644.46,573.96,1626.07,842.55,2296.23,512.69,240,164.16,359.44,54.11,152.27,1011.5,991.66,1169.72,919.52,961.94,2921.01,2731.17,1806.61,8093.47,70.47,28.44,171.69,3963.51,173.44,22.29,59.92
12/9/2022,206.03,3934.38,2157.257,1796.661,1787.485,1979.304,2076.4,75.04,146.66,70.047941,1797.32,19.89,1978.88,978.28,104.81,1111.32,116.938471,1079.62,789.18,629.47,572.33,1605.2,835.7,2281.8,507.77,239.51,164.19,357.73,53.98,149.49,1018.91,992.35,1169.61,917.76,963.48,2900.45,2718.87,1793.53,7975.17,68.59,28.24,170.01,3934.38,179.05,22.83,61.2
12/12/2022,206.09,3990.56,2188.638,1818.614,1814.629,2006.333,2076.32,75.33,148.69,72.168514,1781.44,20.22,1964.12,963.58,105.131,1113.45,116.697769,1083.791,797.34,645.12,579.55,1621.85,849.99,2331.38,512.32,241.66,165.35,365.85,54.91,151.6,1019.1,993.88,1166.2,918.49,963.61,2971.62,2765.32,1833.44,8103.25,70.67,28.69,175.35,3990.56,167.82,25,60.84
12/13/2022,206.12,4019.65,2205.019,1832.362,1830.823,2018.565,2090.71,76.11,147.49,74.358128,1810.8,20.68,2008.98,965.25,103.98,1116.35,117.660886,1085.926,796.01,656.54,581.26,1626.3,853.02,2357.99,519.21,246.59,168.16,367,55.26,150.88,1023.77,995.11,1167.46,919.18,962.31,3006.13,2783.31,1867.41,8271.02,71.65,28.73,180.72,4019.65,160.95,22.55,58.32
12/14/2022,206.14,3995.32,2192.283,1820.454,1818.96,2008.115,2096.71,75.68,147.25,76.22226,1807.32,20.93,2013.56,973.71,103.77,1116.78,117.580549,1078.043,795.43,652.33,573.74,1628.65,851.42,2337.75,513.45,244.09,166.72,366.41,55.11,150.12,1015.82,995.63,1166.19,919.95,962.81,2998.58,2744.63,1839.58,8194.27,68.93,28.26,176.74,3995.32,156.8,21.14,56.32
12/15/2022,206.15,3895.75,2137.016,1774.606,1764.228,1967.011,2098.12,75,145.29,75.068274,1776.85,20.74,1961.54,960.22,104.558,1113.25,117.83738,1058.81,782.22,648.88,562.23,1598.35,830.55,2249.46,497.94,240.96,160.31,361.77,53.56,142.73,1001.27,995.04,1167.47,918.1,963.75,2899.8,2623.17,1766.99,7912.58,66.53,27.15,169.52,3895.75,157.67,22.83,59.84
12/16/2022,206.18,3852.36,2113.193,1763.42,1744.796,1945.939,2093.05,74.6,144.28,73.273184,1793.08,20.43,1936.53,957.3,104.701,1113.51,117.805328,1040.396,778.1,640.28,558.05,1575.84,826.54,2220.94,495.88,233.82,160.14,355.76,53.5,140.34,1002.32,994.97,1166.53,917.59,961.91,2862.57,2586.45,1748.81,7856.02,65.41,26.92,165.71,3852.36,150.23,22.62,60.04
12/19/2022,206.24,3817.66,2092.54,1738.581,1721.04,1933.12,2080.7,74.22,144.03,74.160866,1787.62,20.41,1930.27,957.64,104.721,1109.58,117.16325,1023.136,777.78,641.14,556.76,1570.16,822.28,2189.5,489.24,231.2,156.64,354.29,53,134.61,992.38,993.53,1169.26,916.17,963.16,2821.46,2548.51,1726.29,7606.76,64.59,26.79,162.54,3817.66,149.87,22.42,58.6
12/20/2022,206.27,3821.62,2095.64,1748.017,1721.805,1938.788,2067.44,74.03,144.59,75.048547,1817.94,20.42,1940.43,951.08,103.965,1110.9,116.553224,1011.567,777.64,650.86,558.46,1569.24,823.45,2192.93,492.42,230.58,157.77,354.51,52.16,133.93,990.59,993.35,1167.69,916.48,962.34,2839.28,2548.18,1713.65,7629.41,65.05,26.44,160.85,3821.62,137.8,21.48,58.16
12/21/2022,206.3,3878.44,2127.048,1776.941,1749.689,1965.971,2071.24,74.66,146.66,77.07662,1814.39,20.87,1957.58,952.98,104.162,1111.25,116.585254,1027.582,784.02,663.17,567.97,1589.73,838.65,2229.68,496.54,232.69,159.64,359.32,53.04,135.47,992.95,993.78,1169.09,916.97,961.1,2871.19,2599.32,1756.86,7774.49,67.68,26.83,165.01,3878.44,137.57,20.07,55.96
12/22/2022,206.32,3822.39,2096.209,1754.086,1715.674,1947.118,2069.36,74.2,145.05,76.289019,1792.52,20.71,1946.48,964.06,104.433,1109.18,116.569239,1000.968,781.76,647.84,562.43,1587.22,828.14,2173.04,491.86,231.75,157.8,357.04,52.31,132.15,980.89,993.41,1167.88,916.33,963.16,2815.07,2544.67,1676,7506.05,63.86,25.97,153.39,3822.39,125.35,21.97,59
12/23/2022,206.34,3844.82,2108.12,1760.932,1722.233,1961.196,2062.22,74.39,146.63,78.326937,1798.2,21.09,1943.56,954.78,104.314,1107.26,116.087961,1008.097,785.87,668.33,565.89,1588.53,832.86,2175.54,495.38,233.8,159.5,360.8,52.55,130.8,978.05,993.87,1169.55,914.9,962.81,2825.49,2540.16,1674.9,7630.29,64.52,26.09,152.06,3844.82,123.15,20.87,57.4
12/26/2022,206.34,3844.82,2108.12,1760.932,1722.233,1961.196,2062.22,74.39,146.63,78.326937,1798.2,21.09,1944.32,956.48,104.314,1107.26,116.087961,1008.097,785.87,668.33,565.89,1588.53,832.86,2175.54,495.38,233.8,159.5,360.8,52.51,130.8,978.05,993.87,1169.55,914.9,962.81,2825.49,2540.16,1674.9,7630.29,64.52,26.09,152.06,3844.82,123.15,20.87,57.4
12/27/2022,206.43,3829.25,2099.364,1749.516,1705.753,1962.518,2049.76,73.62,146.89,78.297402,1813.69,21.24,1950.83,959.39,104.179,1102.93,115.317998,991.5471,789.55,675.96,565.7,1584.31,835.58,2154.38,495.53,233.47,157.62,363.03,52.07,125.1,969.2,994.22,1170.13,911.33,964.42,2817.04,2514.62,1631.47,7434.81,63.27,25.94,141.21,3829.25,109.1,21.65,57.36
12/28/2022,206.46,3783.22,2073.784,1722.021,1683.516,1939.361,2045.74,72.63,145.16,77.736236,1804.35,21.04,1943.3,960.18,104.463,1101.85,115.173655,983.0622,779.62,660.95,563.33,1574.23,824.6,2118.97,488.12,229.75,155.24,359.52,51.49,123.3,967.49,993.15,1169.04,910.72,963.71,2785.31,2447.56,1609.33,7328.7,62.57,25.54,140.36,3783.22,112.71,22.14,57.24
12/29/2022,206.48,3849.28,2111.158,1766.25,1721.194,1968.158,2053.54,73.57,145.95,77.184916,1814.91,20.99,1955.48,957.45,103.836,1106.15,115.43031,1008.32,782.78,667.27,571.41,1590.7,834.7,2174.9,493.23,234.71,159.41,361.96,53.02,129.09,980.42,993.66,1165.7,911.73,961.76,2853.84,2512.2,1659.1,7542.57,64.82,26.21,146.03,3849.28,121.82,21.44,56.52
12/30/2022,206.49,3839.5,2105.902,1761.246,1716.804,1963.29,2048.73,73.63,145.93,79.016088,1824.02,21.23,1943.93,956.38,103.522,1107.56,115.285967,1005.483,779.13,672.34,569.74,1585.54,831.4,2172.17,489.55,232.37,159.37,358.48,53.26,130.81,980.22,994.23,1163.7,912.47,961.6,2843.29,2516.14,1660.05,7521.89,64.77,26.43,146.14,3839.5,123.18,21.67,56.48
