Date,LD12TRUU Index,SPX Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,XAU Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000C2LZP3 FIGI,BBG007GNPYY7 FIGI,BBG000B9XYV2 FIGI,BBG000BVPV84 FIGI,BBG00SSQFPK6 FIGI,BBG000C1PFY5 FIGI,BBG000BHJWG1 FIGI,BBG000PPFKQ7 FIGI,BBG000BWSGF4 FIGI,BBG00H2MPBV5 FIGI,BBG000BFT2L4 FIGI,BBG000BHLYP4 FIGI,BBG000F6ZWH2 FIGI,BBG000BHPL78 FIGI,BBG009S3NB30 FIGI,BBG000BL21Z7 FIGI,BBG01HTMDZ54 FIGI,BBG000CTSZQ6 FIGI,BBG000C0G1D1 FIGI,BBG000BW05W9 FIGI,BBG012J3H017 FIGI,BBG000R8ZVD1 FIGI,BBG000F1ZSQ2 FIGI,BBG000MM2P62 FIGI,BBG009J8K7M0 FIGI,BBG000BSWKH7 FIGI,BBG0076WG2V1 FIGI,BBG000BVPG41 FIGI,BBG0025XVR85 FIGI,BBG0160DYCH4 FIGI,BBG000BDSLD7 FIGI,BBG000CTQBF3 FIGI,BBG000R0L5J4 FIGI,BBG01BGWHFR5 FIGI,BBG0136GCJX9 FIGI,BBG000FQRVM3 FIGI,BBG000DJN7L9 FIGI,BBG011C0FS40 FIGI,BBG000F3CWW7 FIGI
1/23/2023,206.99,4019.81,2211.91,1890.767,1827.812,2041.06,2103.19,76.16,144.01,80.43395,1931.04,21.6,2095.61,1038.68,102.138,1120.09,117.239159,1098.787,761.11,693.91,594.75,1566.24,847.05,2344.75,523.43,247.33,180.24,352.14,59.59,154.51,1060.62,1003.3,1157.37,920.9,955.02,2984.06,2708.76,1924.48,8729.72,49.36,52.27,215.67,97.52,325.99,81.43,188.95,150.14,61.96,19.7,40.26,174.36,126.01,222.14,101.21,112.06,81.54,234.87,30.27,89.54,17.96,316.08,378.57,143.27,62.49,288.96,66.89,31.4,26.83,17.14,116.71,106.21,33.96,154.58,12.67,343.7,274,28.81,87
1/24/2023,207.01,4016.95,2209.094,1885.611,1824.178,2039.506,2112.52,76.21,144.46,78.965602,1937.36,21.37,2102.98,1039.2,101.918,1119.68,117.590608,1096.897,764.03,692.41,595.37,1556.12,852.53,2343.86,523.64,248.33,178.99,353.85,58.61,151.55,1062.73,1001.24,1156.73,921.54,954.88,2972.86,2730.38,1915.6,8619.53,49.8667,51.83,215.17,96.32,324.34,82.1,188.96,150.26,58.71,19.83,39.75,173.13,125.52,221.98,99.21,111.04,82.86,231.83,29.92,88.96,17.7,311.21,380.01,143.14,62.01,288.37,67.75,31.55,26.09,17.41,116.19,106.64,33.48,151.7,12.7,334.03,275,28.76,87.39
1/25/2023,207.04,4016.22,2208.993,1890.319,1821.151,2043.191,2115.89,76.2,144.9,78.985311,1946.11,21.32,2107.22,1041.26,101.641,1117.77,117.70234,1102.832,766.19,691.78,599.75,1556.28,848.01,2337.67,524.7,248.6,178.35,349.03,58.81,151.06,1063.53,1001.58,1154.6,921.88,954.68,2962.23,2721.33,1916.49,8703.43,49.5067,51.14,218.66,97.18,322.92,80.85,192.18,148.99,58.96,19.83,40.1,173.38,125.33,215.3,96.73,109.96,83.56,232.26,29.7,88.96,17.64,309.52,382.39,141.5,63.79,287.73,67.86,31.2,24.26,17.48,116.16,106.98,33.96,151.93,12.62,334.36,272.45,29.23,88.08
1/26/2023,207.07,4060.43,2233.532,1903.064,1846.816,2058.99,2111.02,76.39,146.27,79.832814,1929.21,21.48,2104.05,1052.46,101.839,1117.55,117.414884,1125.24,764.07,714.77,602.72,1558.72,852.73,2375.4,527.24,251.33,181.3,350.38,58.95,150.76,1070.76,1000.62,1154.7,923.13,952.98,3013.71,2757.75,1949.62,8876.93,49.2667,52.85,221.03,99.22,324.84,80.64,192.33,150.94,58.36,19.4,40.41,176.77,125.99,217.18,99.16,108.64,84.16,231.05,30.09,90.09,18.21,309.59,377.24,147.3,63.17,293.34,67.4,31.37,24.17,17.62,114.1,108.76,34.5,158.38,12.725,333.54,275.72,30.18,89.5
1/27/2023,207.09,4070.56,2240.659,1911.456,1859.819,2058.237,2109.97,76.16,144.55,78.522141,1928.04,21.2,2109.29,1051.19,101.927,1121.06,117.159322,1150.81,762.14,700.58,603.02,1547.92,855.73,2385.91,525.46,253.7,182.9,350.27,58.96,157.7,1086.67,999.76,1152.52,924.72,953.7,3022.38,2788.77,1946.01,9137.34,49.6667,52.8,220.79,102.24,319.3,83.85,191.61,149.46,57.6,19.61,39.6,175.68,126.23,218.24,100.71,110.84,86.1,228.24,28.16,90.43,18.37,310.85,374.03,151.74,58.67,296.26,66.99,31.25,25.46,18.06,113.21,109.02,34.76,164.25,12.586,333.13,282.23,31.03,89.62
1/30/2023,207.17,4017.77,2210.726,1885.72,1829.116,2036.996,2103.94,75.74,143.37,76.768007,1923.17,20.87,2108.32,1044,102.276,1117.29,116.823922,1131.095,762.71,684.53,599.89,1533.57,847.44,2339.64,521.79,250.56,179.61,348.68,59.07,151.94,1080.27,1000.9,1153.43,924.17,955.24,2974.5,2740.24,1886.89,8988.93,48.98,51.86,218.06,100.55,317.54,80.48,191.46,149.97,57.46,19.66,39.24,175.96,126.93,217.35,97.95,109.28,85.37,223.99,27.95,89.14,18.63,302.59,371.12,147.06,57.57,290.27,66.59,30.84,24.92,17.56,116.09,108.4,34.62,156.94,12.71,324.32,275.5,30.97,87.2
1/31/2023,207.19,4076.6,2244.911,1931.945,1860.638,2067.236,2111.76,76.33,145.13,77.723911,1928.36,21.21,2100.44,1031.5,102.097,1119.45,117.063435,1156.216,770.91,690.59,607.9,1553.43,861.96,2373.29,533.4,255.26,182.04,351.17,60.46,156.23,1085.98,1001.29,1151.32,925.6,954.07,3021.04,2765.23,1923.11,9215.48,50.88,53.6,223.39,103.13,318.68,83.45,195.44,150.36,58.56,19.48,39.35,176.66,130.76,222.2,99.87,113.11,85.49,230.71,28.26,90.89,18.79,306.88,370.6,148.97,57.05,294.62,66.93,30.42,26.28,18.32,118.53,109.14,34.88,161.62,12.7,328.58,287.37,31.39,89.48
2/1/2023,207.23,4119.21,2270.272,1960.814,1892.693,2079.667,2126.2,76.76,144.01,75.299658,1950.52,20.69,2111.8,1042.79,101.217,1122.6,118.053789,1178.102,776.77,677.53,608.01,1560.94,868.1,2427.68,536.88,257.12,184.49,351.81,62.86,160.99,1101.02,1002.92,1152.34,926.89,952.53,3078.47,2788.5,2025.14,9394.69,51.84,55.17,227.14,105.15,319.38,87.83,198.39,153.38,58.4,19.66,39.97,175.54,134.52,224.62,101.43,114.92,84.33,235.74,29.07,92.72,18.79,315.71,374.08,153.12,57.39,300.92,67.05,30.61,27.35,19.27,121.03,109.99,35.76,170.31,12.8,338.03,300.37,32.67,89.75
2/2/2023,207.26,4179.76,2305.002,2001.221,1937.146,2096.208,2127.69,77.2,141.26,74.77736,1912.72,20.47,2133.83,1045.56,101.75,1128.68,118.11768,1214.416,770.11,660.47,609.12,1550.33,874.82,2495.25,535.36,262.86,196.92,352.35,64.43,170.7,1138.73,1000.77,1150.38,929.52,951.71,3163.14,2880.4,2068.54,10073,53.2867,58.24,227.39,112.91,323,90.15,198.54,153.29,58.66,20.26,41.11,175.995,134.09,230.65,108.8,124.21,88.14,245.33,30.19,94.47,19.72,322.76,374.94,188.77,58.7,311.72,67.55,31.03,28.39,20.09,122.97,109.15,36.28,182.41,12.78,344.24,316.64,33.99,93.3
2/3/2023,207.28,4136.48,2279.715,1985.534,1911.601,2078.63,2110.65,76.39,141.13,72.323543,1864.97,19.99,2119,1038.71,102.915,1125.49,116.96765,1176.669,766.84,658.95,608.5,1546.32,870.28,2475.27,525.63,257.51,192.55,345.05,63.39,166.64,1129.34,1000.79,1152.38,929.87,952.81,3102.69,2928.11,2031.9,9255.76,53.8533,56.72,222.06,103.39,313.64,86.7,198.19,153.58,58.39,19.52,39.97,176.55,135.75,225.99,105.22,119.77,88,244.02,30.32,93.1,19.71,319.42,373.91,186.53,58.62,306.18,67.65,30.35,26.96,20.4,120.63,104.3,35.5,169.3,12.83,341.39,314.18,34.07,93.11
2/6/2023,207.35,4111.08,2264.42,1957.716,1896.369,2065.389,2096.65,75.9,141.34,73.03308,1867.48,20.13,2083.92,1014.49,103.621,1123.51,116.025239,1175.117,767.03,656.34,607.64,1537.1,868.47,2445,519.96,255.77,190.03,348.04,61.91,163.66,1124,1000.4,1152.96,930.45,952.6,3073.33,2877.96,2008.96,9145.23,53.04,55.54,220.57,102.18,317.73,86.38,195.95,149.03,59.01,19.5,39.51,174.76,134.83,222.21,103.47,118.91,85.81,237.74,28.69,92.19,19.29,311.32,372.97,186.06,56.25,303.59,68.04,30.22,26.49,20.04,119.72,105.02,34.93,172.37,12.59,337.04,305.12,33.46,92.1
2/7/2023,207.38,4164,2293.342,1972.609,1926.801,2083.797,2093.41,76.17,142.99,76.01905,1873.1,20.59,2088.94,1015.51,103.427,1124.04,115.75373,1177.704,764.28,676.54,614.71,1547,870.62,2505.26,526.71,254.98,194.74,347.76,61.89,162.47,1132.27,1000.16,1151.6,930.74,950.91,3154.27,2926.92,2073.09,9140.67,51.6933,56.3,219.47,102.11,319.8,101.39,188.58,150.64,59.97,19.575,39.67,177.8,134.32,222.93,108.04,112.35,87.11,241.91,29.05,93.41,19.5,319.1,375.06,191.62,56.54,309.88,68.13,30.05,26.02,20.23,119.84,106.825,35.44,181.16,12.38,343.63,296.87,33.1,93.51
2/8/2023,207.4,4117.86,2268.06,1942.599,1901.829,2063.757,2097.36,75.85,142.25,77.329724,1875.49,20.68,2096.57,1020.58,103.409,1120.58,115.929454,1167.169,757.91,670.76,611.27,1542.24,865.51,2473.94,522.45,254.23,186.69,341.81,61.79,158.58,1125.47,1002.12,1149.57,929.55,950.84,3131.03,2879.49,2034.38,8958.59,51.3733,54.96,218.47,100.05,319.61,102.89,185,146.76,58.96,19.73,38.76,187.43,131.98,220.2,100,110.51,86.15,238.8,28.24,92.51,19.07,309.28,370.35,183.43,55.4,304.37,67.38,30.19,24.84,21.97,118.61,106.3,35.09,175.65,12.22,342.29,294.41,31.08,91.72
2/9/2023,207.42,4081.5,2246.856,1915.339,1886.565,2040.588,2089.51,75.36,141.96,76.925681,1861.78,20.53,2112.68,1024.51,103.221,1119.05,115.546111,1164.749,755.67,665.97,603.75,1528.98,857.89,2461.49,515.1,251.66,181.47,336.99,60.56,152.79,1123.28,1000.94,1151.07,927.63,948.73,3113.63,2862.22,2029.34,8792.69,50.68,53.99,215.19,98.24,317.38,101.86,183.81,145.67,58.31,19.91,37.9,182.92,129.79,206.73,95.46,105.7,83.67,234.25,27.73,91.83,18.39,310.45,370.42,177.92,53.43,301.68,67.33,30.44,23.03,20.99,118.7,106.05,35.07,171.15,12.2325,336.67,295.2,30.33,90.39
2/10/2023,207.44,4090.46,2250.371,1918.814,1879.84,2054.223,2080.41,74.78,144.72,78.561559,1865.57,20.9,2085.32,1013.67,103.63,1116.34,115.194662,1150.548,762.7,692.1,606.18,1543.3,864.22,2448.02,516.93,252.33,179.86,343.74,60.69,150.45,1102.46,1001.68,1151.1,926.91,951.04,3102.09,2868.11,1988.34,8730.7,50.1467,53.46,216.72,97.61,317.82,100.8,184.55,146.05,58.25,19.86,38.36,184.1,129.28,206.16,94.86,103.38,85.27,232.27,27.8,91.39,18.51,309.4,366.83,174.15,53.77,299.7,67.62,30.09,22.96,20.96,117.35,107.09,34.27,172.23,11.92,333.78,294.43,29.08,89.15
2/13/2023,207.52,4137.29,2276.214,1941.143,1906.642,2072.256,2085.69,74.97,145.45,78.975456,1853.49,20.83,2095.7,1013.53,103.345,1117.66,115.290549,1167.371,771.64,687.91,612.87,1556.1,871.83,2491.47,519.56,254.39,181.84,345.75,60.67,151.94,1109.9,1001.97,1151.69,927.85,951.34,3158.49,2918.71,2021.98,8902.93,51.8667,53.9,217.26,99.54,321.43,98.61,190.32,147.67,58.47,20.36,39.09,185.21,129.88,213.9,95,108.53,86.81,237.95,28.55,92.65,18.62,317.08,370.83,179.43,53.92,304.5,68.48,30.38,23.44,21.14,118.48,108.52,39.58,175.56,12.2,339.05,299.29,29.02,90.06
2/14/2023,207.54,4136.13,2277.399,1939.912,1914.293,2065.902,2078.23,74.99,144.97,77.91115,1854.31,20.9,2100.78,1014.49,103.233,1120.55,114.827266,1181.105,764.47,687.78,609.58,1546.71,869.36,2502.34,520.68,251.75,181.85,344.09,61.62,153.41,1118.64,1000.48,1150.33,928.86,948.97,3163.08,2909.09,2066.94,8914.63,52.1667,53.61,215.15,99.7,312.44,101.52,193.9,144.55,57.26,20.71,39.06,186.39,129.43,214.06,94.95,110.83,87.98,234.12,28.64,93.28,18.91,319.88,369.96,179.48,55.63,306.75,66.61,30.4,23.81,21.64,118.76,107.98,40.66,181.87,12.162,339.32,301.54,29.65,88.57
2/15/2023,207.57,4147.6,2287.007,1960.969,1927.593,2070.681,2073.97,74.87,144.07,77.44798,1836.01,20.64,2089.14,1004.87,103.923,1124.75,114.539809,1194.853,765.89,675.54,610.53,1538.77,874.82,2511.94,522.99,252.4,183.97,346.29,61.2,160.32,1131.52,1000.83,1148.55,930.82,947.82,3152.68,2947.44,2080.44,9053.79,52.64,54.38,216.6,101.16,315.07,102.43,198.99,144.67,57.92,20.75,39.42,188.29,131.5,218.53,97.1,115.1,89.18,235.02,28.85,94.68,19.3,325.23,369.64,177.16,59.13,309.1,66.09,30.36,25.36,21.03,119.27,109,42.42,187.36,12.156,336.9,307.62,30.52,88.92
2/16/2023,207.6,4090.41,2255.632,1942.212,1894.089,2050.9,2066.17,74.27,142.71,77.349433,1836.36,20.53,2096.08,1011.14,103.856,1121.13,114.380032,1168.995,759.8,668.58,604,1523.11,865.28,2467.9,516.98,250.05,181.12,343.42,60.81,155.08,1124.14,1000.83,1148.73,931.2,949.55,3088.16,2930.67,2022.18,8777.67,52.4533,52.15,212,98.15,310.25,101.61,196.05,143.59,57.37,20.16,39.72,188.5,130.01,213,95.78,114.77,89.11,229.9,28.2,93.3,18.75,321.83,367.55,172.44,57.32,303.3,66.5,30.64,24.55,20.85,117.96,107.54,42.26,174.66,12.1,327.33,324.1,29.91,82.03
2/17/2023,207.62,4079.09,2247.992,1946.356,1884.439,2048.812,2070.62,74.56,142.39,75.230675,1842.36,20.3,2087.04,999.42,103.862,1118.78,114.491866,1169.446,769.6,644.2,604.28,1536.74,870.74,2438.44,512,248.92,180.27,346.85,60.83,155.08,1115.65,1000.67,1148.75,931.83,951.16,3047.5,2910.38,1988.75,8693.8,53.3333,53.06,210.26,97.2,310.27,102.18,189.26,143.86,57.67,20.29,39.12,188.64,130.15,211.72,94.59,116.72,88.1,227.57,27.61,92.6,18.14,320.36,361.13,172.88,56,301.16,67.52,30.58,25.21,21.1,117.35,107.1,41.39,168.56,11.99,328.73,323.94,29.34,82.79
2/20/2023,207.62,4079.09,2247.992,1946.356,1884.439,2048.812,2070.62,74.56,142.39,75.230675,1841.38,20.3,2095.21,1005.21,103.862,1118.78,114.491866,1169.446,769.6,644.2,604.28,1536.74,870.74,2438.44,512,248.92,180.27,346.85,60.42,155.08,1115.65,1000.67,1148.75,931.83,951.16,3047.5,2910.38,1988.75,8693.8,53.3333,53.06,210.26,97.2,310.27,102.18,189.26,143.86,57.67,20.29,39.12,188.64,130.15,211.72,94.59,116.72,88.1,227.57,27.61,92.6,18.14,320.36,361.13,172.88,56,301.16,67.52,30.58,25.21,21.1,117.35,107.1,41.39,168.56,11.99,328.73,323.94,29.34,82.79
2/21/2023,207.73,3997.34,2201.767,1888.215,1840.231,2010.194,2052.3,73.41,141.28,75.053291,1835.09,20.38,2087.31,995.19,104.176,1112.4,113.533507,1130.377,767.01,642.23,592.12,1515.77,850.77,2379.85,503.68,244.05,176.14,340.31,58.99,146.01,1100.45,998.93,1151.27,928.74,950.77,2989.75,2833.06,1925.7,8462.83,51.7133,51.83,204.65,94.58,304.68,98.28,189.77,142.78,56.25,20.06,37.84,187.89,129.64,203.81,92.05,109.35,85.82,223.35,26.06,90.24,18.02,314.11,355.96,172.08,54.2,294.03,67.75,30.55,23.9,20.45,114.78,104.78,40.78,165.15,11.81,320.2,306.3,28.1,81.52
2/22/2023,207.76,3991.05,2199.833,1894.675,1841.549,2006.329,2056.75,73.89,140.81,72.684532,1825.39,20,2069.07,982.06,104.585,1112.99,113.677236,1136.213,764.96,637.29,590.93,1510.83,848.54,2376.46,507.08,241.57,176.05,338.88,59.17,147.84,1104.37,999.7,1148.36,930.03,950.53,2986.76,2831.7,1918.38,8570.08,52.02,51.91,199.28,95.79,304.87,96.72,193.59,142.86,56.48,19.56,38.01,187,129.31,205.27,91.8,111.68,85.72,221.71,25.47,90.34,17.82,316.52,354.97,171.12,55.13,294.25,67.25,31.08,24.08,20.36,115.26,104.77,41.2,169.49,11.809,321.1,305.44,28.17,82.15
2/23/2023,207.79,4012.32,2210.796,1908.093,1856.861,2010.261,2063.65,74.62,141.4,74.09989,1822.28,20.17,2061.45,987.74,104.598,1113.66,113.916851,1135.214,763.31,645.39,591.76,1514.87,851.92,2415.19,508.01,243.94,174.89,337.24,58.49,147.68,1108.36,999.96,1148.85,930.56,949.39,3015.4,2840.74,2016.71,8563.36,53.58,52.24,201.96,95.82,304.48,97.53,195.04,142.94,56.46,19.12,37.69,187.1,129.96,204.56,91.07,112.86,85.01,223.12,25.61,90.81,18.19,317.8,355.53,172.04,54.87,296.82,65.71,30.72,23.56,20.61,116.01,103.51,41.54,170.63,11.96,323.06,304.96,29.95,81.6
2/24/2023,207.81,3970.04,2187.369,1890.485,1829.144,1997.919,2052.11,74.17,140.62,75.013976,1811.04,20.22,2035.26,971.87,105.214,1111.6,113.389779,1117.473,758.81,645.32,592.38,1495.64,846.99,2372.37,511.33,239.51,172.39,337.17,57.19,144.96,1103.93,999.36,1148.24,928.38,949.78,2958.59,2792.03,1984.19,8355.19,54.3133,50.89,195.73,93.5,302.97,97.25,193.55,141.1,56.47,18.924,37,187.17,128.27,200.14,89.35,110.52,82.84,223.5,25.14,89.69,18.07,308.1,353.12,170.39,56.36,291.85,65.1,30.59,21.93,20.29,113.18,101.6,41.23,162.55,11.745,314.05,300.22,30.53,79.77
2/27/2023,207.89,3982.24,2193.863,1896.269,1840.405,1997.619,2055.81,74.67,140.73,74.384928,1817.14,20.18,2056.9,967.25,104.673,1112.44,113.613345,1130.63,757.41,647.35,592.03,1491.02,854.04,2384.73,512.51,239.86,173.11,334.59,56.92,145.24,1111.95,999.63,1149.11,931.49,948.91,2966.65,2813.18,1998.66,8376.84,54.3267,50.85,195.08,93.76,302.59,97.25,194.97,140.55,55.96,18.96,37.35,184.14,129.76,199.69,90.1,111.65,84.39,223.13,24.9,90.15,18.08,310.3,355.48,169.54,57.36,293.94,65.3,31.18,23.31,20.42,115.13,102.44,41.3,164.62,12,310.04,304.99,30.49,81
2/28/2023,207.92,3970.15,2187.749,1896.991,1836.612,1991.393,2057.16,74.53,139.27,75.731483,1826.92,20.31,2053.69,964.01,104.869,1113.83,113.645341,1130.009,751.73,638.01,593.02,1480.18,851.88,2380.26,514.81,239.77,173.53,328.82,56.6,147.21,1122.32,998.09,1149.07,932.47,948.82,2959.33,2804.76,2000.68,8418.34,60.64,50.83,198.01,94.23,304.05,96.2,200.31,140.78,56.07,18.78,37.17,185.36,128.63,202.53,90.3,112.69,83.12,225.63,24.93,89.96,18.07,309.2,355.29,174.94,56.26,293.56,64.49,30.64,24.04,20.57,113.82,102.09,40.76,164.33,11.79,310.89,304.71,30.74,78.98
3/1/2023,207.94,3951.39,2178.218,1898.433,1825.792,1986.989,2045.2,73.87,140.01,76.360531,1836.72,20.61,2055.22,984.19,104.483,1112.04,113.022383,1115.491,746.03,650.37,590.77,1477.49,855.08,2360.87,518.32,236.2,172.47,323.16,56.87,148.83,1116.34,998.92,1148.88,932.23,947.82,2935.36,2772.1,1994.12,8238.23,60.38,50.23,194.89,92.17,301.71,98.48,221.06,139.99,56.01,18.6392,36.63,184.23,128.69,200.74,90.51,110.85,82.57,227.5,25.33,89.89,17.73,309.49,353.5,173.42,56.76,291.2,63.83,30.67,24.245,20.22,114.23,101.43,40.89,162.19,11.8775,309.25,302.18,28.59,78.21
3/2/2023,207.97,3981.35,2194.468,1902.659,1840.041,1999.861,2039.09,73.96,140.62,76.822489,1835.87,20.55,2051.84,980.05,105.027,1112.15,112.543255,1111.95,755.09,655.85,587.65,1486.05,865.34,2390.7,524.56,239.08,174.36,329.05,56.14,148.96,1114.13,998.27,1149.82,932.34,947.18,2987.23,2783.27,2021.77,8234.12,60.9067,50.05,197.53,92.13,301.79,102.2,218.31,142.3,56.15,18.22,36.95,186.5,129.51,201.95,92.31,111.96,83.55,230.47,26.2,90.97,17.88,311.65,355.57,174.53,54.73,293.61,63.95,30.55,23.68,20.88,114.53,103.01,40.26,166.11,11.74,321.36,308.45,28.83,78.43
3/3/2023,208,4045.64,2229.971,1928.263,1874.099,2026.948,2054.52,74.72,142.01,78.316478,1856.48,20.87,2070.64,988.03,104.521,1116.89,113.11827,1135.495,755.69,664.3,597.05,1503.32,874.52,2441.83,531.9,243.23,178.02,334.84,57.74,153.7,1123.72,999.2,1148.69,933.1,945.64,3036.24,2866.97,2062.37,8476.06,62.6133,51.49,202.5,94.9,304.07,103.92,220.95,144.11,56.76,18.67,37.23,185.29,132.11,207.52,94.02,115.14,84.59,233.88,26.4,92.41,18.85,316.83,361.5,185.25,55.84,299.68,64.08,30.95,24.84,21.07,116.9,104.55,40.43,177.53,11.668,326.89,314.03,28.95,79.19
3/6/2023,208.08,4048.42,2228.863,1899.757,1874.918,2020.521,2051.47,74.72,142.19,79.08313,1846.86,20.85,2087.72,993.74,104.35,1115.41,113.022383,1127.45,758.17,664.95,597.36,1502.39,872.77,2454.86,523.14,242.25,178.83,336.28,56.91,150.42,1123.36,999.32,1150.56,933.4,947.21,3053.07,2909.46,2044.9,8367.99,62.0333,50.5,198.57,93.75,305.33,101.72,221.38,143.11,57,18.51,37.08,184.9,132.14,205.41,95.58,114.245,83.67,235.66,25.99,91.77,19.1,304.6,366.93,184.9,56.02,300.02,64.49,30.78,25.03,20.59,119.73,104.99,40.16,176.15,11.786,321.59,309.51,29.32,78.1
3/7/2023,208.09,3986.37,2195.533,1878.724,1850.878,1986.967,2048.51,74.19,140.26,76.252414,1813.45,20.31,2062.45,988.38,105.615,1114.24,112.97444,1112.054,750.78,653.32,582.2,1478.1,861.7,2423.82,512.73,236.18,176.78,330.71,55.99,147.47,1122.84,997.65,1150.23,933.77,947.14,3013.99,2868.2,2024.29,8343.5,61.5533,50.03,192.37,93.55,301.57,101.81,222.24,141.68,56.02,18.36,36.19,182.22,146.79,199.97,94.17,114.09,80.41,229.45,25.53,90.69,18.69,301.81,359.94,184.51,54.64,296.34,62.95,30.62,24.39,20.68,116.89,103.34,39.75,176.48,11.7,309.13,304.9,29.15,78.06
3/8/2023,208.11,3992.01,2198.329,1879.478,1856.553,1985.728,2046.66,73.84,139.43,75.348157,1813.8,20.2,2057.52,978.07,105.658,1115.42,112.910549,1109.194,751.67,646.63,579.84,1469.81,863.67,2444.24,515.12,239.3,177.12,333.28,56.24,147.05,1130.9,997.01,1151.17,934.16,945.98,3015.72,2892.32,2076.17,8373.24,61.4,50.22,195.77,93.92,300.78,101.62,221.8,142.43,56.88,18.61,35.9,181.92,149.73,199.95,94.65,114.42,81.97,228.78,25.98,90.99,17.48,305.87,359.03,184.97,54.09,297.82,62.6,31,24.25,20.66,117.41,102.5,39.93,177.9,11.63,309.82,306.73,28.54,77.8
3/9/2023,208.14,3918.32,2155.482,1826.586,1822.595,1942.543,2054.63,73.43,137.44,74.424243,1831.03,19.92,2062.92,968.39,105.309,1109.05,113.485564,1083.028,744.56,637.81,556.04,1454.63,851,2408.92,502.05,233.81,173.18,330.48,54.36,141.42,1117.64,994.88,1154.68,933.9,948.78,2979.12,2851.29,2035.11,8217.53,61.4467,50.12,191.2,92.25,296.77,99.21,217.89,141.16,55.43,18.41,35.47,177.47,149.33,197.19,92.66,104.13,78.74,221.6,26.44,88.93,17.27,301.8,354.44,181.69,57.85,292.66,61.02,31.41,23.64,20.81,115.99,100.3,38.8,169.99,11.47,309.35,302.1,27.32,76.05
3/10/2023,208.17,3861.59,2120.527,1772.702,1790.058,1911.118,2078.53,73.44,136.09,75.367815,1868.26,20.13,2052.22,955.28,104.576,1103.45,115.130771,1072.428,741.17,628.78,546.28,1443.91,835.48,2366.99,491.26,226.2,170.71,325.2,53.89,135.99,1107.25,991.55,1157.97,933.17,949.02,2918.4,2810.8,2003.48,8081.1,60.32,48.59,191.27,90.73,294.24,96.57,213,136.99,54.92,18.38,35.31,174.67,146.27,193.14,91.01,102.2,75.36,213.91,27.22,86.55,17.25,296.26,347.11,179.51,56.59,288.55,60.53,30.7,20.73,20.12,115.46,99.38,37.78,155.78,11.36,304.96,293.04,26.05,73.81
3/13/2023,208.29,3855.76,2115.506,1744.302,1798.277,1890.116,2095.09,73.04,135.21,73.519987,1913.7,19.91,2024.38,961.5,103.595,1103.77,116.680091,1074.903,744.68,616.47,525.63,1457.14,830.38,2380,485.89,229.83,171.13,330.22,52.42,137.33,1098.34,989.03,1160.25,935.61,952.33,2934.45,2837.03,2003.54,8218.22,58.62,48.63,196.33,92.43,293.44,93.54,211,137.15,54.07,18.91,35.51,179.71,145.09,195,91.66,100.63,75.13,211.79,26.95,86.31,16.58,292.9,344.71,180.9,59.12,290.69,60.54,30.58,21.26,19.75,115.03,99.08,37.01,158.32,11.34,306.34,294.15,26.34,73.24
3/14/2023,208.33,3919.29,2150.706,1776.893,1833.023,1916.849,2081.25,73.57,136.44,70.109367,1904.01,19.56,2024.53,945.12,103.597,1104.3,115.865564,1093.235,750.65,621.92,535.56,1470.02,839.14,2434.58,491.94,231.76,175.84,334.46,52.29,136.68,1110.01,986.53,1160.57,934.46,949.6,3003.11,2878.49,2071.38,8426.35,60.4133,49.03,199.83,94.88,292.57,93.1,215,137.03,55.04,19.15,35.28,185.37,148.92,198.35,94.25,96.66,75.23,215.25,28.01,87.74,16.73,295.1,352.82,194.02,63.17,297.37,61.16,30.98,20.35,19.72,118.12,99.46,37.73,159.98,11.44,311.73,298,26.42,74.37
3/15/2023,208.39,3891.93,2134.193,1745.945,1829.445,1888.647,2100.56,73.33,134.11,66.453025,1918.58,19.01,1970.37,946.87,104.646,1102.64,117.079484,1090.94,755.75,588.2,520.33,1467.49,818.08,2435.24,475.82,231.77,178.48,338.93,52.37,135.78,1109.93,984.39,1161.83,932.46,952.24,3010.72,2878.9,2062.36,8539.34,58.8733,49.57,202.32,96.2,285.85,90.79,211.21,136.15,53.43,18.8,35.89,182.67,146.71,199.26,96.55,97.78,75.59,209.52,28.41,86.42,16.36,293.23,348.08,197.75,64.34,298.93,61.73,30.48,19.67,19.59,115.6,99.34,37.17,158,11.17,301.85,300.45,25.49,73.78
