Date,LD12TRUU Index,SPX Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,XAU Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000C2LZP3 FIGI,BBG007GNPYY7 FIGI,BBG000B9XYV2 FIGI,BBG000BVPV84 FIGI,BBG00SSQFPK6 FIGI,BBG000C1PFY5 FIGI,BBG000BHJWG1 FIGI,BBG000PPFKQ7 FIGI,BBG000BWSGF4 FIGI,BBG00H2MPBV5 FIGI,BBG000BFT2L4 FIGI,BBG000BHLYP4 FIGI,BBG000F6ZWH2 FIGI,BBG000BHPL78 FIGI,BBG009S3NB30 FIGI,BBG000BL21Z7 FIGI,BBG01HTMDZ54 FIGI,BBG000CTSZQ6 FIGI,BBG000C0G1D1 FIGI,BBG000BW05W9 FIGI,BBG012J3H017 FIGI,BBG000R8ZVD1 FIGI,BBG000F1ZSQ2 FIGI,BBG000MM2P62 FIGI,BBG009J8K7M0 FIGI,BBG000BSWKH7 FIGI,BBG0076WG2V1 FIGI,BBG000BVPG41 FIGI,BBG0025XVR85 FIGI,BBG0160DYCH4 FIGI,BBG000BDSLD7 FIGI,BBG000CTQBF3 FIGI,BBG000R0L5J4 FIGI,BBG01BGWHFR5 FIGI,BBG0136GCJX9 FIGI,BBG000FQRVM3 FIGI,BBG000DJN7L9 FIGI,BBG011C0FS40 FIGI,BBG000F3CWW7 FIGI
8/4/2022,203.94,4151.94,2283.22,1906.456,1988.548,1991.73,2163.7,78.44,140.27,86.204561,1791.28,21.56,1941.71,994.59,105.693,1142.86,124.168058,1318.302,775.44,546.73,555.37,1531.48,811.11,2577.94,483.24,272.89,196.51,378.2,61.18,213.03,1172.41,998.08,1152.42,923.84,951.28,3271.09,3078.71,2029.27,12530.19,41.64,72.87,271.27,142.57,285.75,86.55,116.6,167.12,64.31,22,38.93,200.03,96.83,213.79,118.87,131.13,71.32,231.48,35.66,90.33,15.4,316.4,356.07,170.57,81.1,324.4,59.09,33.49,31.82,21.78674119,95.29,86.88,38.84,230.41,11.23,334.56,278.14,27.16,83.08
8/5/2022,203.95,4145.19,2281.682,1921.824,1983.963,1996.03,2140.55,78.04,140.76,86.662164,1775.5,21.47,1924.07,1002.87,106.621,1145.71,122.769997,1296.453,774.28,557.88,559.73,1531.03,812.82,2571.77,484.99,273.75,194.79,377.08,62.6,219.37,1166.92,1001.36,1147.33,925.21,951.51,3272.33,3071.42,2010.91,12376.41,41.0933,72.7,272.19,140.8,287.53,88.28,116.29,167.85,64.9,21.24,38.27,202.15,97.55,212.45,118.22,130.05,71.38,233.12,35.39,90.96,15.4,317.8,357.51,167.11,84.69,321.75,59.59,32.695,33.24,21.83267248,94.56,85.73,35.71,268.59,10.95,337.87,282.05,27.95,82.04
8/8/2022,203.98,4140.06,2280.999,1941.206,1980.543,2001.054,2150.25,78.11,141.29,88.366004,1788.96,21.69,1944.19,1001.79,106.435,1149.14,123.268174,1300.289,773.78,560.62,558.72,1534.48,812.2,2549.16,487.64,275.68,195.51,377.53,62.9,226.49,1162.21,1002.4,1143.87,927.94,953.12,3252.59,3062.95,1960.62,12263.67,41.1867,73.2,273,139.41,289.83,88.45,116.23,167.57,65.28,21.1838,38.59,201.46,101.66,213.1,118.14,133.49,72.4,231.83,35.38,91.31,15.85,316.24,352.16,170.25,83.42,320.71,59.25,32.88,34.14,21.81601903,94.33,85.72,35.16,279.35,10.92,332.15,285.91,27.99,82.45
8/9/2022,203.99,4122.47,2268.47,1912.891,1960.808,1997.25,2145.24,77.53,142.11,88.112862,1794.29,21.89,1932,1001.69,106.374,1142.94,122.882509,1280.319,773.16,570.57,561.88,1529.96,809.19,2523.61,485.17,277.71,194.11,381.54,62.41,214.56,1151.2,1001.58,1143.33,924.79,953.84,3241.94,3055.61,1884.24,12127.17,39.8933,72.04,276.18,137.83,293.42,85.94,111.62,169,65.52,21.01,38.16,202.95,98.1,212.31,117.5,130.44,70.78,230.42,34.52,89.81,15.38,306.55,346.54,168.53,82.13,317.08,59.25,32.47,34.07,21.73516922,93.76,84.84,34.66,278.86,10.8,323.81,281.05,26.95,80.6
8/10/2022,204,4210.24,2320.097,1969.249,2013.652,2035.569,2148.5,78.69,143.3,89.505143,1792.38,22.22,1968.54,997.2,105.196,1151.27,123.155662,1317.113,778.9,574.62,574.9,1547.08,827.15,2593.61,499.13,281.71,199.48,383.27,63.17,225.56,1172.58,1002.08,1140.89,928.01,952.59,3316.24,3136.61,1963.51,12553.45,41.0533,75.86,277.79,142.69,297.72,89.47,126.07,170.52,66.37,21.1825,38.96,198.4,101.97,219.56,120.65,132.04,72.62,243.08,35.37,92.75,15.49,319.26,353.38,178.34,83.59,325.93,59.94,33.4,37.02,22.21758205,96.07,86.49,35.68,286.19,10.99,330.79,292.08,28.84,82.49
8/11/2022,204.02,4207.27,2317.885,1975.257,2003.457,2043.519,2137.95,78.24,143.59,91.851574,1789.72,22.66,1970.07,1014.29,105.09,1152.14,122.4808,1308.408,776.4,592.94,580.75,1536.03,830.99,2581.05,500.51,280.16,199.5,382.73,64.3,228.29,1169.69,1002.9,1140.2,929.01,953.28,3295.22,3126.24,1956.37,12376.91,40.7,75.32,273.95,140.64,296.69,90.77,124.1,169.73,66.54,21.46,39.4,199.02,105.11,218.3,119.82,130.1,72.23,243.33,35.59,92.51,14.95,316.98,350.58,177.49,83.18,324.08,60.31,32.5,35.54,22.320726,95.24,87.27,35.84,275.8,10.94,331.62,292.93,28.67,81.73
8/12/2022,204.03,4280.15,2357.886,2016.616,2042.908,2074.508,2145.78,78.94,145.63,89.660922,1802.4,22.57,1963.88,1016.83,105.631,1154.02,122.657486,1338.4482,783.55,597.7,590.24,1556.18,843.18,2634.59,509.91,284.97,203.52,388.62,65.46,235.76,1178.76,1003.04,1139.56,930.35,952.18,3350.05,3190.36,2017.71,12635.77,41.1467,76.79,277.72,143.55,301.48,91.08,129.49,183.22,67.55,21.82,40,202.6,107.24,222.33,122.65,134.98,73.39,241.24,36.11,94.14,15.15,321.69,354.27,180.5,81.69,330.39,60.48,32.48,36.12,22.64815431,95.95,88.31,35.73,283.25,11.05,335.23,302.9,29.03,83.63
8/15/2022,204.07,4297.14,2366.721,2021.346,2054.254,2077.958,2150.71,78.8,145.67,87.051613,1779.71,22.12,1966.73,1015,106.546,1152.34,123.107429,1346.5985,791.8,585.86,590.35,1563.79,845.16,2651.08,509.45,286.33,204.5,391.78,65.79,234.55,1180.58,1001.74,1141.47,928.14,951.82,3375.08,3206.61,2028.21,12597.41,42.24,76.37,281.52,143.18,300.68,91.3,131.92,178.14,67.99,21.76,40.57,202.29,107.43,220.24,122.88,137.11,73.12,247.5,36.34,94.38,15.15,330.34,359.95,180.89,83.23,333.06,60.53,32.56,36.59,22.7013379,95.81,89.16,35.79,288.47,11,331.76,305.3,28.5,86.6
8/16/2022,204.08,4305.2,2371.043,2020.529,2054.088,2085.362,2148.93,78.43,146.04,84.24758,1775.69,21.86,1961.45,1014.22,106.5,1149.99,122.786041,1361.277,801.36,583.87,594.4,1559.64,848.93,2643.49,512.43,285.13,204.37,392.84,66.87,235.43,1180.98,1002.76,1141.91,926.83,952.74,3369.57,3205.8,2007.56,12742.2,42.1933,76.38,278.45,144.78,301,91.98,133.23,177.32,68.14,21.76,40.36,205.46,112.85,215.99,122.51,140.61,72.8,246.3,36.19,94.3,15.28,331.7,359.25,179.47,79.05,332.28,60.82,32.655,35.09,22.80260162,94.2,89.4,35.67,289.36,10.88,329.2,302.41,30.02,88.11
8/17/2022,204.09,4274.04,2351.112,1987.314,2036.209,2066.383,2137.29,77.62,146.08,85.785904,1761.77,22.02,1948.84,1015.59,106.574,1145,122.143266,1346.018,799.49,588.58,591.27,1549.82,842.34,2624.87,505.27,284.29,200.59,392.25,64.17,225.71,1172.89,1002.18,1144.82,924.15,953.05,3341.1,3223.98,1958.14,12504.15,41.9467,75,277.46,142.1,300.4,89,130.57,177.63,67.94,21.65,39.26,206.45,112.26,214.02,120.32,137.44,71.28,239.95,35.78,93.06,14.82,329.8,355.33,174.85,76.28,328.49,60.4,32.47,33.85,22.62559157,92.95,88.35,35.04,284.26,10.9,335.42,304.39,29.58,86.21
8/18/2022,204.1,4283.74,2356.385,2000.729,2041.498,2071.408,2139.95,77.74,147.07,88.112862,1758.61,22.36,1946.51,1009.58,107.484,1144.7,122.22369,1345.504,801.52,603.46,592.03,1543.1,845.08,2637.8,506.58,282.17,200.51,393.59,64.31,220.65,1171.67,1003.27,1144.62,924.01,952.45,3339.45,3236.64,1997.91,12518.05,41.9133,74.68,275.49,142.3,302.57,91.02,132.14,177.15,67.81,21.28,38.61,207.92,112.47,212.78,120.86,138.2,71.66,237.6,36.2,93.33,14.92,333.42,357.36,174.66,76.2,329.28,59.79,32.24,35.01,22.69918907,92.46,88.55,35.89,283.37,10.7,331.19,305.48,28.56,86.37
8/19/2022,204.11,4228.48,2323.532,1957.346,2007.067,2046.911,2126.72,76.95,146.93,88.37574,1747.06,22.38,1919.5,1001.46,108.169,1137.94,121.468404,1317.255,798.74,603.6,580.07,1547.34,834.36,2589.56,497.42,279.45,196.85,393.39,62.68,206.95,1149.64,1002.24,1147.59,919.66,954.4,3289.78,3187.24,1934.35,12154.4,40.9,73.13,274.41,138.23,299.87,90,130.7,176.03,67.27,21.32,38.68,202.07,111.05,208.69,118.12,134.53,69.03,233.68,35.38,91.47,14.27,322.47,354.28,167.96,75.05,322.86,59.11,31.97,32.77,22.41124556,91.62,86.92,35.22,269.34,10.4,327.98,294.62,27.55,83.54
8/22/2022,204.15,4137.99,2273.751,1915.743,1959.988,2007.468,2117.93,76.08,145.45,87.849984,1736.3,22.61,1897.04,991.9,109.046,1135.95,121.066695,1279.801,789.91,602.1,567.36,1525.95,818.13,2517.54,489.5,273.59,191.6,387.98,59.89,199.31,1133.44,1000.99,1146.44,918.94,955.75,3201.93,3112.41,1860.83,11714.66,39.9,71.33,269.75,133.22,292.75,87.66,128.14,174.65,65.93,21.06,37.62,199.69,110.37,207.72,115.07,132.68,66.56,225.8,33.84,89.49,14.08,315.22,345.51,163.05,73.14,314.36,58.64,31.83,31.14,21.97530122,88.43,84.95,34.19,258.47,10.05,317.61,289.34,26,81.98
8/23/2022,204.16,4128.73,2269.319,1919.143,1956.781,2003.823,2115.73,76.27,145.72,91.136094,1748.15,23.03,1890.95,989.54,108.624,1139.11,120.970228,1283.911,786.33,623.9,565.22,1504.74,819.66,2511.16,494.28,269.61,190.24,385.54,59.8,201.62,1134.76,1001.39,1142.97,920.18,956.79,3183.82,3105.39,1869.98,11748.82,39.4733,69.77,265.23,133.62,286.69,88.74,121.86,173.66,65.05,20.41,37.24,197.68,111.14,204.52,114.77,131.65,66.65,224.92,33.95,89.34,13.83,315.93,340.89,161.11,73.12,314.1,58.71,31.35,31.51,22.01639764,87.37,84.69,34.17,258.28,10.085,314.83,284.83,25.91,82.12
8/24/2022,204.17,4140.77,2277.391,1935.286,1963.144,2012.8,2109.68,76.36,146.39,92.25415,1751.19,23.29,1889.69,985.13,108.677,1142.84,120.584563,1288.6911,788.21,631.38,568.16,1506.51,822.33,2512.16,495.49,271.53,190.96,386.89,61.53,207.38,1133.88,1002.3,1138.53,920.36,955.37,3182.75,3108.32,1872.44,11767.23,39.6733,68.33,264.48,133.8,287.32,88.53,123.38,174.49,65.35,20.516,37.11,198.9,108.06,205.87,114.7,132.71,67.79,227.33,33.86,90.06,13.71,317.84,339.71,163.26,72.38,315.01,60.11,31.455,33.8,22.08811491,87.42,86.05,34.07,258.66,10.23,316.88,287.39,25.65,82.67
8/25/2022,204.18,4199.12,2310.699,1964.636,1994.045,2040.029,2120.37,77.08,147.67,89.949983,1758.71,23.02,1898.45,1003.44,108.47,1145.84,121.130973,1305.343,791.8,636.19,576.78,1523.11,834.87,2554.27,506.7,275.76,194.9,389.19,63.02,211.96,1143.62,1002.01,1137.83,920.67,954.09,3213.37,3157.05,1940.97,12072.03,40.66,69.3,268.24,137.28,290.24,91.32,127.66,176.48,66.57,20.6995,37.6,199.13,110.22,207.72,117.7,135.92,69.76,229.62,34.89,91.51,13.63,323.36,344.67,168.78,73.97,320.58,60.74,32.22,34.91,22.42494436,88.2,87.39,34.77,266.33,10.316,320.32,291.72,25.47,83.53
8/26/2022,204.19,4057.66,2233.12,1899.83,1918.007,1981.427,2119.05,75.81,144.49,90.474983,1738.14,23.07,1882.33,1006.5,108.803,1140.23,120.921994,1254.714,772.14,629.38,559.28,1480.51,805.58,2444.95,490.81,268.76,187.37,383.18,60.43,201.37,1126.9,1001.21,1137.82,919.02,955.8,3091.02,3036.91,1819.89,11499.99,39.3333,67.44,261.19,130.75,285.87,87.32,122.24,173.99,65.09,19.73,36.8,196.35,106.74,197.13,111.3,128.98,66.12,213.46,33.36,88.13,13.04,311.31,331.96,161.78,71.63,307.44,59.14,31.06,33.35,21.63820317,84.24,84.06,33.38,257.05,10.06,300.81,284.5,24.2,80.54
8/29/2022,204.23,4030.61,2217.706,1882.941,1900.616,1971.709,2109.84,75.52,144.17,94.31526,1737.09,23.49,1850.12,991.65,108.835,1138.5,120.359643,1247.906,771.04,639.1,555.03,1470.07,802.04,2413.74,487.44,266.42,185.9,384.12,60.25,199.39,1117.87,1002.11,1137.69,919.88,956.08,3058.54,2999.47,1784.98,11418.39,39.12,66.89,259.72,129.79,282.9,84.73,120.62,173.84,64.37,19.71,36.29,195.4,106.56,192.08,110.34,127.54,64.67,209.22,32.94,87.36,12.33,307.5,329.35,159.17,66.8,304.41,59.45,30.6,32.82,21.54311734,84.58,84.12,32.55,250.96,10.065,302.19,280.59,23.77,78.93
8/30/2022,204.24,3986.16,2193.239,1855.594,1879.651,1949.099,2109.95,74.94,141.91,89.094428,1724.02,22.76,1847.99,992.76,108.773,1137.76,120.327453,1234.058,763.4,617.6,552.68,1460.37,790.2,2387.7,479.11,262.55,184.43,378.51,59.44,195.1,1120.97,1000.87,1137.65,917.86,956.06,3038.55,2956.2,1757.78,11329.77,38.6,66.85,253.4,128.73,282.12,83.55,117.71,172.59,63.8,19.67,35.72,195.19,108.36,189.79,109.91,125.82,64.99,210.18,32.26,86.51,11.72,307.07,327.81,157.16,65.95,301.02,59,30.63,32.38,21.22509017,84.52,83.41,32.9,251.4,9.715,299.39,276.94,23.1,78.34
8/31/2022,204.26,3955,2176.454,1844.115,1864.319,1935.552,2101.88,74.53,140.56,87.062484,1711.04,22.25,1840.5,994.11,108.7,1138.17,120.198898,1221.062,758.99,611.8,547.82,1451.16,783.36,2364.72,473.3,261.64,184.44,375.93,58.87,194.74,1119.44,1000.74,1137.08,918.7,955.92,3017.55,2923.01,1733.56,11161.11,38.32,66.6,254.05,126.77,279.26,80.53,116.68,171.17,63.04,19.43,36.19,195.61,106.37,188.75,109.15,123.63,63.63,209.83,31.92,85.99,11.85,299.96,324.37,162.93,69.35,299.27,59,30.21,33.03,21.04136502,85.22,84.07,32.9,247.66,9.8418,298.6,272.03,22.94,77.28
9/1/2022,204.27,3966.85,2179.513,1822.818,1863.147,1939.238,2089.4,74.36,141.11,84.204151,1697.52,21.73,1790.17,976.14,109.691,1135.5,119.28297,1231.625,764.38,597.72,549.81,1475.12,784.43,2353.44,466.75,262.56,186.38,381.26,58.34,193.12,1111.46,1001.47,1141.74,919.14,955.88,3010.44,2934.3,1688.36,11254.48,38.6267,67,257.64,127.82,280.78,78.72,115,171.71,63.66,19.13,36.9,199.42,108.81,190.05,110.55,125.44,64.82,208.7,31.76,85.18,11.75,294.45,325.25,165.36,67.82,299.4,59.35,29.72,32.11,21.07010565,83.98,85.4,32.55,235.43,9.495,300.35,273.99,23.01,76.14
9/2/2022,204.29,3924.26,2157.299,1809.748,1841.689,1922.831,2097.46,74.31,140.35,84.456929,1712.19,21.89,1823.46,972.02,109.534,1136.56,119.973978,1221.297,753.74,608.54,545.25,1453.94,776.67,2323.07,466.33,258.16,182.92,377.17,58.46,190.39,1108.34,1002.08,1140.4,919.11,955.98,2970.64,2895.33,1669.1,11223.98,38.0067,66.31,250.85,127.51,278.34,78.94,115.78,166.48,62.89,18.87,35.76,194.69,108.23,187.5,108.68,123.52,64.47,206.74,31.22,84.69,11.56,314.17,322.56,160.32,66.75,295.17,59.22,29.57,31.41,20.86166893,83.27,82.94,32.02,232.42,9.29,298.32,272,23.22,75.1
9/5/2022,204.29,3924.26,2157.299,1809.748,1841.689,1922.831,2097.46,74.31,140.35,84.456929,1710.4,21.89,1802.23,967.8,109.534,1136.56,119.973978,1221.297,753.74,608.54,545.25,1453.94,776.67,2323.07,466.33,258.16,182.92,377.17,57.86,190.39,1108.34,1002.08,1140.4,919.11,955.98,2970.64,2895.33,1669.1,11223.98,38.0067,66.31,250.85,127.51,278.34,78.94,115.78,166.48,62.89,18.87,35.76,194.69,108.23,187.5,108.68,123.52,64.47,206.74,31.22,84.69,11.56,314.17,322.56,160.32,66.75,295.17,59.22,29.57,31.41,20.86166893,83.27,82.94,32.02,232.42,9.29,298.32,272,23.22,75.1
9/6/2022,204.34,3908.19,2148.036,1792.323,1833.395,1913.736,2078.79,74.11,139.995,84.466651,1702.14,21.72,1793.63,965.24,110.214,1136.65,118.897305,1217.256,748.96,601.95,543.68,1454.24,777.89,2307.3,464.8,260.78,180.61,378.02,57.2,186.02,1107.09,1001.31,1142.06,917.46,956.52,2955.43,2873.59,1652.6,11096.98,36.7467,68.47,254.18,126.11,281.23,79.12,117.71,167.87,63.36,18.21,34.74,198.03,105.77,187.38,107.48,121.96,63.33,208.75,30.36,84.5,12.17,327.81,324.08,158.54,69.06,293.05,58.58,30.35,33.1,20.89443862,84.17,84.52,32.56,229.67,9.44,297.89,276.83,23.86,75
9/7/2022,204.37,3979.87,2188.542,1832.003,1870.711,1947.647,2090.32,75.18,141.33,79.663874,1718.37,21.14,1780.96,956.51,109.84,1139.95,119.475802,1254.698,762.22,595,554.68,1478.5,790.56,2344.04,477.49,265.79,184.31,389.89,59.05,194.14,1113.89,1003.06,1139.96,916.89,955.27,3011.01,2904.54,1681.71,11396.71,38.4733,69.72,259.5,129.48,288.57,76.45,123.73,169.56,65.26,18.83,34.98,200.34,111.36,193.48,110.48,121.83,65.4,215.91,30.65,86.56,12.56,336.87,328.62,160.39,72.5,298.97,59.73,30.98,36.58,21.23475992,85.57,88.31,32.47,235.42,9.58,302.58,284.51,25.17,76.44
9/8/2022,204.38,4006.18,2204.735,1846.906,1881.495,1965.508,2083.96,75.51,142.18,81.21943,1708.46,21.26,1800.52,957.22,109.707,1143.2,119.266926,1265.853,760.92,597.95,564.34,1504.72,792.76,2351.97,482.17,266.34,183.5,389.43,60.1,200.07,1110.33,1002.58,1137.87,920.88,954.51,3025.94,2886.46,1709.32,11424.23,38.08,70.72,261.67,129.82,290.95,75.48,122.73,170.94,65.55,18.88,34.37,201.98,113.28,196.37,109.42,120.97,67.32,221.72,30.75,87.75,12.77,345.79,330.07,162.06,75.21,300.52,60.58,31.41,38.16,21.2938528,85.31,89.46,31.8,240.32,9.56,308.62,285.6,24.98,76.75
9/9/2022,204.39,4067.36,2240.48,1882.848,1916.973,1992.824,2082.85,75.81,144.03,84.379151,1716.83,21.87,1838.8,970.29,109.003,1147.76,119.02586,1289.975,768.24,612.19,569.13,1517.2,803,2398.39,489.37,268.83,188.14,391.06,61.35,205.91,1118.4,1003.57,1134.62,921.96,953.36,3087.13,2937.31,1747.24,11724.82,38.3667,70.78,261.59,133.27,292.09,76.36,124.19,172.41,65.41,19.11,35.43,201.32,116.56,197.16,111.78,121.74,68.31,226.2,31.46,89.49,13.3,348.65,335.85,169.15,77.27,307.09,60.89,31.98,38.45,21.56890333,87.07,88.69,32.6,258.93,9.78,312.28,285.99,26.1,78.33
9/12/2022,204.43,4110.41,2264.386,1906.086,1940.482,2011.224,2080.54,76.04,145.22,85.341651,1724.54,22.21,1876.43,979.05,108.33,1149.71,118.881261,1307.327,771.41,623.3,574.07,1526.98,807.86,2437.59,493.69,271.13,188.98,394.81,62.53,211.44,1122.99,1004.91,1131.32,921.81,954.42,3117,3035.09,1754.62,12002.49,39.5133,71.17,265.09,136.45,294.01,78.97,124.8,173.04,65.3,19.45,35.69,200.21,117.77,198.63,111.87,123.97,69.71,232.99,31.56,90.37,13.42,352.74,338.42,168.96,81.79,310.74,61.76,32.34,38.65,21.69944489,88.95,89.07,32.94,264.79,9.98,316.02,286.83,26.02,79.81
9/13/2022,204.43,3932.69,2167.184,1831.575,1846.925,1936.83,2070.11,74.31,140.7,84.884707,1702.17,22.06,1838.44,979.91,109.815,1144.41,118.190252,1239.144,745.9,608.02,552.45,1477,777.27,2307.27,476.21,260.72,178.33,384.19,60.67,198.41,1103.73,1003.95,1131.67,918.84,955.2,2970.47,2866.15,1637.95,11159.66,38.1667,68.15,254.63,126.82,284.04,75.12,118.72,168.5,62.76,18.33,33.46,194.08,113.88,191.33,105.31,114.67,66.63,216.67,29.29,86.52,12.84,337.32,325.44,153.13,77.5,293.7,59.58,31.36,37.35,20.87778517,85.86,87.84,32.38,248.9,9.65,299.93,276.07,24.24,76.27
9/14/2022,204.44,3946.01,2174.66,1838.464,1857.225,1939.376,2070.85,74.42,141.8,86.022206,1697.32,22.16,1816.43,962.55,109.658,1146.61,118.22234,1255.196,745.11,625.34,551.08,1477.1,775.84,2317.38,470.37,257.1,178.99,387.29,59.46,201.65,1100.01,1002.17,1130.79,920.27,955.55,2971.64,2886.3,1654.78,11310.6,38.1333,69.72,251.82,128.55,283.77,76.01,120.01,166.76,62.52,18.51,34.47,191.3,114.67,187.95,105.87,110.67,66.33,205.63,29.18,86.92,12.52,342.92,325.85,151.47,79.02,296.03,59.56,30.99,38.39,20.83937479,86.31,92.7,31.98,255.57,9.668,298.04,274.68,24.89,75.03
9/15/2022,204.47,3901.35,2150.869,1825.234,1830.458,1925.963,2065.01,73.95,140.63,82.736096,1665.11,21.42,1806.03,958.58,109.739,1145.94,117.74031,1246.836,738.51,609.47,552.81,1485.16,767.56,2262.4,464.08,251.34,177.1,377.51,59.66,202.15,1092.45,1001.91,1127.46,920.96,957.67,2881.25,2833.86,1628.33,11119.63,38.66,67.91,245.06,126.28,280.13,74.38,120.17,163.61,61.49,18.24,34,190.77,114.33,186.72,103.9,111.05,65.64,208.8,28.84,86,12.25,338.6,316.96,149.55,73.75,291.1,59.06,30.07,37.36,20.61697066,84.41,92.22,31.86,252.89,9.692,295.76,272.24,24.89,73.29
9/16/2022,204.48,3873.33,2132.17,1798.189,1814.124,1908.221,2063.53,74.2,139.81,82.745818,1675.06,21.38,1788.6,944.12,109.764,1139.89,118.013464,1236.399,740.39,596.27,547.46,1481.14,751.77,2251.62,456.82,251.42,176.05,376.13,58.97,192.25,1087.59,1000.5,1134.68,918.13,960.24,2862.65,2807.06,1641.57,10876.77,38.0333,66.81,245.89,123.53,277.12,71.75,118.34,163.63,61.54,17.42,34.52,191.56,111.64,183.25,103.63,112.16,65.74,204.49,29.24,84.67,11.87,333.24,315.13,146.29,69.6,289.32,59.25,29.77,37.1,20.1928449,83.94,91.31,31.18,242.9,9.34,283.93,269.93,23.26,73.84
9/19/2022,204.53,3899.89,2147.019,1812.843,1828.14,1920.304,2059.98,74.48,140.31,83.348596,1675.84,21.51,1783.86,938.53,109.737,1139.23,117.611755,1253.006,745.24,596.73,553.57,1473.11,761.79,2270.06,464.26,250.88,176.82,381.08,58.64,190.64,1097.32,1000.11,1134.29,917.65,960.34,2864.92,2863.72,1651.87,10973.96,38.8867,66.96,247.5,124.66,278.71,73.28,117.96,165.07,61.75,17.35,34.46,190.72,114.06,182.61,103.85,112.9,66.94,201.74,29.44,85.26,11.98,337.08,314.03,148.02,68.38,291.05,59.47,29.93,37.05,20.46198613,84.26,92.14,31.69,241.62,9.32,290.46,273.52,24.02,74.73
9/20/2022,204.54,3855.93,2121.417,1787.504,1810.47,1892.484,2052.12,73.72,139.36,82.104152,1664.89,21.46,1772.27,946.17,110.215,1137.12,117.081491,1231.861,741.26,592.89,545.52,1456.05,752.38,2258.58,455.45,244.43,173.98,375.59,57.6,185.52,1094.39,997.78,1135.8,917.84,959.94,2832.35,2892.03,1626.36,10746.35,38.38,65.93,237.9,122.19,276.22,72.57,117.09,162.11,61.44,16.4901,33.84,187.25,111.63,177.84,101.83,109.82,65,197.24,28.96,83.98,11.49,331.57,313.27,146.09,69.96,288.73,58.44,29.12,34.42,20.20922975,82.93,90.79,30.6,235.19,8.9718,281.98,271,24.06,74.56
9/21/2022,204.55,3789.93,2085.358,1762.158,1779.029,1861.69,2059.22,73.5,137.44,81.126023,1673.89,21.38,1757.96,932.08,110.642,1136.35,116.856469,1202.637,738.72,584.21,534.02,1431.5,742.32,2222.38,445.45,240.59,169.99,370.42,56.37,181.15,1088.48,996.79,1138.13,916.19,961.19,2785.58,2836.17,1612.11,10430.64,37.9467,65.25,234.15,118.54,272.99,72.88,116.19,159.96,60.4,16.46,32.7,182.03,108.44,176.69,100.01,110.04,63.49,194.69,28.47,82.61,11.07,318.12,304.5,142.12,67.56,283.56,57.49,28.84,34.35,19.9390141,82.34,88.6,30.97,232.3,8.9,280.94,265.62,24.28,72.66
9/22/2022,204.57,3757.99,2064.073,1722.31,1757.624,1843.327,2036.26,73.06,137.71,81.663994,1671.22,21.33,1734.01,922.61,111.353,1131.85,115.337997,1176.63,737.29,581.88,525.13,1438.88,731.27,2200.51,439.91,238.32,170.09,369,55.76,174.29,1073.01,994.32,1141.19,914.51,961.93,2776.6,2812.3,1564.74,10314.46,36.3533,63.78,232.78,117.31,272.22,71.19,111.95,157.17,59.24,15.83,32.47,183.33,106.53,172.29,100.57,110.17,60.83,191.02,28.07,80.48,10.66,306.3,298.36,142.82,65.58,280.07,56.41,28.21,32.5,19.64220665,81.37,84.7,30.62,220.69,9.02,275.12,255.86,23.84,71.69
9/23/2022,204.58,3693.23,2027.814,1679.59,1728.363,1807.586,2031.24,72.13,134.58,77.017881,1643.94,20.53,1688.02,905.84,113.192,1128.09,115.210128,1149.64,724.5,542.61,516.93,1431.15,717.6,2170.76,430.9,235.22,167.08,364.66,53.42,170.06,1075.4,991.3,1145.31,911.85,961.49,2741.72,2770.61,1543.38,10012.11,36.0467,63.58,228.81,113.78,273.92,70.23,113.46,154.44,58.92,15.41,31.84,181.08,104.46,174.91,99.17,108.42,58.41,190.84,27.52,79.21,10.74,293.2,293.58,140.41,67.08,275.51,55.39,27.03,30.87,19.27502494,79.47,84.17,30.65,217.56,8.9,275.5,252.93,23.01,71.32
9/26/2022,204.62,3655.04,2005.457,1655.882,1716.395,1779.369,2005.2,71.28,131.95,75.032279,1622.36,20.04,1659.81,888.58,114.103,1126.48,113.915478,1147.573,724.55,528.64,508.21,1416.72,709.46,2156.27,423.83,229.04,164.89,355.81,52.46,166.61,1077.41,988.36,1146.7,911.15,960.36,2720.61,2770.95,1517.88,10125.72,36.48,64.54,221.37,115.15,269.83,70.74,110.65,153.21,58.62,15.08,30.89,179.98,102.24,173.35,98.81,106.3,55.62,183.73,26.97,78.02,10.54,294.66,290.11,136.37,68.75,274.37,54.97,26.51,29.64,19.05638126,79.63,84.81,30.26,213.61,8.952,273.65,253.77,22.47,69.36
