Date,LD12TRUU Index,SPX Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,XAU Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG0076WG2V1 FIGI,BBG009S3NB30 FIGI,BBG000F1ZSQ2 FIGI,BBG000BSWKH7 FIGI,BBG000BFT2L4 FIGI,BBG000BHJWG1 FIGI,BBG000BHPL78 FIGI,BBG000BL21Z7 FIGI,BBG000BWSGF4 FIGI,BBG000C0G1D1 FIGI,BBG000C1PFY5 FIGI,BBG000C2LZP3 FIGI,BBG000CTQBF3 FIGI,BBG000DJN7L9 FIGI,BBG000F3CWW7 FIGI,BBG000F6ZWH2 FIGI,BBG000FQRVM3 FIGI,BBG000PPFKQ7 FIGI,BBG000R0L5J4 FIGI,BBG000R8ZVD1 FIGI,BBG0025XVR85 FIGI,BBG007GNPYY7 FIGI,BBG000CTSZQ6 FIGI,BBG000B9XYV2 FIGI,BBG000BVPG41 FIGI,BBG000BDSLD7 FIGI,BBG00SSQFPK6 FIGI,BBG009J8K7M0 FIGI,BBG000BW05W9 FIGI,BBG011C0FS40 FIGI,BBG00H2MPBV5 FIGI,BBG012J3H017 FIGI,BBG0136GCJX9 FIGI,BBG01BGWHFR5 FIGI,BBG0160DYCH4 FIGI,BBG01HTMDZ54 FIGI,BBG000BHLYP4 FIGI,BBG000MM2P62 FIGI,BBG000BVPV84 FIGI
2/16/2023,207.6,4090.41,2255.63,1942.21,1894.09,2050.9,2066.17,74.27,142.71,78.95,1836.36,20.53,2096.08,1011.14,103.86,1121.13,114.38,1169,759.8,668.58,604,1523.11,865.28,2467.9,516.98,250.05,181.12,343.42,60.81,155.08,1124.14,1000.83,1148.73,931.2,949.55,3088.16,2930.67,2022.18,8777.67,66.5,95.78,367.55,303.3,39.72,196.05,213,114.77,57.37,28.2,101.61,52.45,107.54,324.1,82.03,130.01,327.33,143.59,42.26,321.83,24.55,52.15,229.9,212,30.64,117.96,310.25,57.32,93.3,29.91,20.16,18.75,12.1,174.66,20.85,89.11,188.5,172.44,98.15
2/17/2023,207.62,4079.09,2247.99,1946.36,1884.44,2048.81,2070.62,74.56,142.39,76.78,1842.36,20.3,2087.04,999.42,103.86,1118.78,114.49,1169.45,769.6,644.2,604.28,1536.74,870.74,2438.44,512,248.92,180.27,346.85,60.83,155.08,1115.65,1000.67,1148.75,931.83,951.16,3047.5,2910.38,1988.75,8693.8,67.52,94.59,361.13,301.16,39.12,189.26,211.72,116.72,57.67,27.61,102.18,53.33,107.1,323.94,82.79,130.15,328.73,143.86,41.39,320.36,25.21,53.06,227.57,210.26,30.58,117.35,310.27,56,92.6,29.34,20.29,18.14,11.99,168.56,21.1,88.1,188.64,172.88,97.2
2/20/2023,207.62,4079.09,2247.99,1946.36,1884.44,2048.81,2070.62,74.56,142.39,76.78,1841.38,20.3,2095.21,1005.21,103.86,1118.78,114.49,1169.45,769.6,644.2,604.28,1536.74,870.74,2438.44,512,248.92,180.27,346.85,60.42,155.08,1115.65,1000.67,1148.75,931.83,951.16,3047.5,2910.38,1988.75,8693.8,67.52,94.59,361.13,301.16,39.12,189.26,211.72,116.72,57.67,27.61,102.18,53.33,107.1,323.94,82.79,130.15,328.73,143.86,41.39,320.36,25.21,53.06,227.57,210.26,30.58,117.35,310.27,56,92.6,29.34,20.29,18.14,11.99,168.56,21.1,88.1,188.64,172.88,97.2
2/21/2023,207.73,3997.34,2201.77,1888.22,1840.23,2010.19,2052.3,73.41,141.28,76.6,1835.09,20.38,2087.31,995.19,104.18,1112.4,113.53,1130.38,767.01,642.23,592.12,1515.77,850.77,2379.85,503.68,244.05,176.14,340.31,58.99,146.01,1100.45,998.93,1151.27,928.74,950.77,2989.75,2833.06,1925.7,8462.83,67.75,92.05,355.96,294.03,37.84,189.77,203.81,109.35,56.25,26.06,98.28,51.71,104.78,306.3,81.52,129.64,320.2,142.78,40.78,314.11,23.9,51.83,223.35,204.65,30.55,114.78,304.68,54.2,90.24,28.1,20.06,18.02,11.81,165.15,20.45,85.82,187.89,172.08,94.58
2/22/2023,207.76,3991.05,2199.83,1894.68,1841.55,2006.33,2056.75,73.89,140.81,74.18,1825.39,20,2069.07,982.06,104.59,1112.99,113.68,1136.21,764.96,637.29,590.93,1510.83,848.54,2376.46,507.08,241.57,176.05,338.88,59.17,147.84,1104.37,999.7,1148.36,930.03,950.53,2986.76,2831.7,1918.38,8570.08,67.25,91.8,354.97,294.25,38.01,193.59,205.27,111.68,56.48,25.47,96.72,52.02,104.77,305.44,82.15,129.31,321.1,142.86,41.2,316.52,24.08,51.91,221.71,199.28,31.08,115.26,304.87,55.13,90.34,28.17,19.56,17.82,11.81,169.49,20.36,85.72,187,171.12,95.79
2/23/2023,207.79,4012.32,2210.8,1908.09,1856.86,2010.26,2063.65,74.62,141.4,75.63,1822.28,20.17,2061.45,987.74,104.6,1113.66,113.92,1135.21,763.31,645.39,591.76,1514.87,851.92,2415.19,508.01,243.94,174.89,337.24,58.49,147.68,1108.36,999.96,1148.85,930.56,949.39,3015.4,2840.74,2016.71,8563.36,65.71,91.07,355.53,296.82,37.69,195.04,204.56,112.86,56.46,25.61,97.53,53.58,103.51,304.96,81.6,129.96,323.06,142.94,41.54,317.8,23.56,52.24,223.12,201.96,30.72,116.01,304.48,54.87,90.81,29.95,19.12,18.19,11.96,170.63,20.61,85.01,187.1,172.04,95.82
2/24/2023,207.81,3970.04,2187.37,1890.49,1829.14,1997.92,2052.11,74.17,140.62,76.56,1811.04,20.22,2035.26,971.87,105.21,1111.6,113.39,1117.47,758.81,645.32,592.38,1495.64,846.99,2372.37,511.33,239.51,172.39,337.17,57.19,144.96,1103.93,999.36,1148.24,928.38,949.78,2958.59,2792.03,1984.19,8355.19,65.1,89.35,353.12,291.85,37,193.55,200.14,110.52,56.47,25.14,97.25,54.31,101.6,300.22,79.77,128.27,314.05,141.1,41.23,308.1,21.93,50.89,223.5,195.73,30.59,113.18,302.97,56.36,89.69,30.53,18.92,18.07,11.75,162.55,20.29,82.84,187.17,170.39,93.5
2/27/2023,207.89,3982.24,2193.86,1896.27,1840.41,1997.62,2055.81,74.67,140.73,75.92,1817.14,20.18,2056.9,967.25,104.67,1112.44,113.61,1130.63,757.41,647.35,592.03,1491.02,854.04,2384.73,512.51,239.86,173.11,334.59,56.92,145.24,1111.95,999.63,1149.11,931.49,948.91,2966.65,2813.18,1998.66,8376.84,65.3,90.1,355.48,293.94,37.35,194.97,199.69,111.65,55.96,24.9,97.25,54.33,102.44,304.99,81,129.76,310.04,140.55,41.3,310.3,23.31,50.85,223.13,195.08,31.18,115.13,302.59,57.36,90.15,30.49,18.96,18.08,12,164.62,20.42,84.39,184.14,169.54,93.76
2/28/2023,207.92,3970.15,2187.75,1896.99,1836.61,1991.39,2057.16,74.53,139.27,77.29,1826.92,20.31,2053.69,964.01,104.87,1113.83,113.65,1130.01,751.73,638.01,593.02,1480.18,851.88,2380.26,514.81,239.77,173.53,328.82,56.6,147.21,1122.32,998.09,1149.07,932.47,948.82,2959.33,2804.76,2000.68,8418.34,64.49,90.3,355.29,293.56,37.17,200.31,202.53,112.69,56.07,24.93,96.2,60.64,102.09,304.71,78.98,128.63,310.89,140.78,40.76,309.2,24.04,50.83,225.63,198.01,30.64,113.82,304.05,56.26,89.96,30.74,18.78,18.07,11.79,164.33,20.57,83.12,185.36,174.94,94.23
3/1/2023,207.94,3951.39,2178.22,1898.43,1825.79,1986.99,2045.2,73.87,140.01,77.94,1836.72,20.61,2055.22,984.19,104.48,1112.04,113.02,1115.49,746.03,650.37,590.77,1477.49,855.08,2360.87,518.32,236.2,172.47,323.16,56.87,148.83,1116.34,998.92,1148.88,932.23,947.82,2935.36,2772.1,1994.12,8238.23,63.83,90.51,353.5,291.2,36.63,221.06,200.74,110.85,56.01,25.33,98.48,60.38,101.43,302.18,78.21,128.69,309.25,139.99,40.89,309.49,24.25,50.23,227.5,194.89,30.67,114.23,301.71,56.76,89.89,28.59,18.64,17.73,11.88,162.19,20.22,82.57,184.23,173.42,92.17
3/2/2023,207.97,3981.35,2194.47,1902.66,1840.04,1999.86,2039.09,73.96,140.62,78.41,1835.87,20.55,2051.84,980.05,105.03,1112.15,112.54,1111.95,755.09,655.85,587.65,1486.05,865.34,2390.7,524.56,239.08,174.36,329.05,56.14,148.96,1114.13,998.27,1149.82,932.34,947.18,2987.23,2783.27,2021.77,8234.12,63.95,92.31,355.57,293.61,36.95,218.31,201.95,111.96,56.15,26.2,102.2,60.91,103.01,308.45,78.43,129.51,321.36,142.3,40.26,311.65,23.68,50.05,230.47,197.53,30.55,114.53,301.79,54.73,90.97,28.83,18.22,17.88,11.74,166.11,20.88,83.55,186.5,174.53,92.13
3/3/2023,208,4045.64,2229.97,1928.26,1874.1,2026.95,2054.52,74.72,142.01,79.93,1856.48,20.87,2070.64,988.03,104.52,1116.89,113.12,1135.5,755.69,664.3,597.05,1503.32,874.52,2441.83,531.9,243.23,178.02,334.84,57.74,153.7,1123.72,999.2,1148.69,933.1,945.64,3036.24,2866.97,2062.37,8476.06,64.08,94.02,361.5,299.68,37.23,220.95,207.52,115.14,56.76,26.4,103.92,62.61,104.55,314.03,79.19,132.11,326.89,144.11,40.43,316.83,24.84,51.49,233.88,202.5,30.95,116.9,304.07,55.84,92.41,28.95,18.67,18.85,11.67,177.53,21.07,84.59,185.29,185.25,94.9
3/6/2023,208.08,4048.42,2228.86,1899.76,1874.92,2020.52,2051.47,74.72,142.19,80.71,1846.86,20.85,2087.72,993.74,104.35,1115.41,113.02,1127.45,758.17,664.95,597.36,1502.39,872.77,2454.86,523.14,242.25,178.83,336.28,56.91,150.42,1123.36,999.32,1150.56,933.4,947.21,3053.07,2909.46,2044.9,8367.99,64.49,95.58,366.93,300.02,37.08,221.38,205.41,114.25,57,25.99,101.72,62.03,104.99,309.51,78.1,132.14,321.59,143.11,40.16,304.6,25.03,50.5,235.66,198.57,30.78,119.73,305.33,56.02,91.77,29.32,18.51,19.1,11.79,176.15,20.59,83.67,184.9,184.9,93.75
3/7/2023,208.09,3986.37,2195.53,1878.72,1850.88,1986.97,2048.51,74.19,140.26,77.83,1813.45,20.31,2062.45,988.38,105.62,1114.24,112.97,1112.05,750.78,653.32,582.2,1478.1,861.7,2423.82,512.73,236.18,176.78,330.71,55.99,147.47,1122.84,997.65,1150.23,933.77,947.14,3013.99,2868.2,2024.29,8343.5,62.95,94.17,359.94,296.34,36.19,222.24,199.97,114.09,56.02,25.53,101.81,61.55,103.34,304.9,78.06,146.79,309.13,141.68,39.75,301.81,24.39,50.03,229.45,192.37,30.62,116.89,301.57,54.64,90.69,29.15,18.36,18.69,11.7,176.48,20.68,80.41,182.22,184.51,93.55
3/8/2023,208.11,3992.01,2198.33,1879.48,1856.55,1985.73,2046.66,73.84,139.43,76.9,1813.8,20.2,2057.52,978.07,105.66,1115.42,112.91,1109.19,751.67,646.63,579.84,1469.81,863.67,2444.24,515.12,239.3,177.12,333.28,56.24,147.05,1130.9,997.01,1151.17,934.16,945.98,3015.72,2892.32,2076.17,8373.24,62.6,94.65,359.03,297.82,35.9,221.8,199.95,114.42,56.88,25.98,101.62,61.4,102.5,306.73,77.8,149.73,309.82,142.43,39.93,305.87,24.25,50.22,228.78,195.77,31,117.41,300.78,54.09,90.99,28.54,18.61,17.48,11.63,177.9,20.66,81.97,181.92,184.97,93.92
3/9/2023,208.14,3918.32,2155.48,1826.59,1822.6,1942.54,2054.63,73.43,137.44,75.96,1831.03,19.92,2062.92,968.39,105.31,1109.05,113.49,1083.03,744.56,637.81,556.04,1454.63,851,2408.92,502.05,233.81,173.18,330.48,54.36,141.42,1117.64,994.88,1154.68,933.9,948.78,2979.12,2851.29,2035.11,8217.53,61.02,92.66,354.44,292.66,35.47,217.89,197.19,104.13,55.43,26.44,99.21,61.45,100.3,302.1,76.05,149.33,309.35,141.16,38.8,301.8,23.64,50.12,221.6,191.2,31.41,115.99,296.77,57.85,88.93,27.32,18.41,17.27,11.47,169.99,20.81,78.74,177.47,181.69,92.25
3/10/2023,208.17,3861.59,2120.53,1772.7,1790.06,1911.12,2078.53,73.44,136.09,76.92,1868.26,20.13,2052.22,955.28,104.58,1103.45,115.13,1072.43,741.17,628.78,546.28,1443.91,835.48,2366.99,491.26,226.2,170.71,325.2,53.89,135.99,1107.25,991.55,1157.97,933.17,949.02,2918.4,2810.8,2003.48,8081.1,60.53,91.01,347.11,288.55,35.31,213,193.14,102.2,54.92,27.22,96.57,60.32,99.38,293.04,73.81,146.27,304.96,136.99,37.78,296.26,20.73,48.59,213.91,191.27,30.7,115.46,294.24,56.59,86.55,26.05,18.38,17.25,11.36,155.78,20.12,75.36,174.67,179.51,90.73
3/13/2023,208.29,3855.76,2115.51,1744.3,1798.28,1890.12,2095.09,73.04,135.21,75.04,1913.7,19.91,2024.38,961.5,103.6,1103.77,116.68,1074.9,744.68,616.47,525.63,1457.14,830.38,2380,485.89,229.83,171.13,330.22,52.42,137.33,1098.34,989.03,1160.25,935.61,952.33,2934.45,2837.03,2003.54,8218.22,60.54,91.66,344.71,290.69,35.51,211,195,100.63,54.07,26.95,93.54,58.62,99.08,294.15,73.24,145.09,306.34,137.15,37.01,292.9,21.26,48.63,211.79,196.33,30.58,115.03,293.44,59.12,86.31,26.34,18.91,16.58,11.34,158.32,19.75,75.13,179.71,180.9,92.43
3/14/2023,208.33,3919.29,2150.71,1776.89,1833.02,1916.85,2081.25,73.57,136.44,71.56,1904.01,19.56,2024.53,945.12,103.6,1104.3,115.87,1093.24,750.65,621.92,535.56,1470.02,839.14,2434.58,491.94,231.76,175.84,334.46,52.29,136.68,1110.01,986.53,1160.57,934.46,949.6,3003.11,2878.49,2071.38,8426.35,61.16,94.25,352.82,297.37,35.28,215,198.35,96.66,55.04,28.01,93.1,60.41,99.46,298,74.37,148.92,311.73,137.03,37.73,295.1,20.35,49.03,215.25,199.83,30.98,118.12,292.57,63.17,87.74,26.42,19.15,16.73,11.44,159.98,19.72,75.23,185.37,194.02,94.88
3/15/2023,208.39,3891.93,2134.19,1745.95,1829.45,1888.65,2100.56,73.33,134.11,67.82,1918.58,19.01,1970.37,946.87,104.65,1102.64,117.08,1090.94,755.75,588.2,520.33,1467.49,818.08,2435.24,475.82,231.77,178.48,338.93,52.37,135.78,1109.93,984.39,1161.83,932.46,952.24,3010.72,2878.9,2062.36,8539.34,61.73,96.55,348.08,298.93,35.89,211.21,199.26,97.78,53.43,28.41,90.79,58.87,99.34,300.45,73.78,146.71,301.85,136.15,37.17,293.23,19.67,49.57,209.52,202.32,30.48,115.6,285.85,64.34,86.42,25.49,18.8,16.36,11.17,158,19.59,75.59,182.67,197.75,96.2
3/16/2023,208.41,3960.28,2171.61,1771.24,1870.31,1911.65,2090.71,73.81,135.38,68.57,1919.52,19.06,1988.12,941.35,104.42,1103.63,116.19,1111.48,755.19,593.72,530.45,1481.54,828.48,2503.8,481.41,231.63,183.43,341.2,52.55,137.89,1126,981.81,1161.88,933.32,949.64,3094.88,2935.33,2146.23,8869.61,61.89,101.07,348,306.81,36.24,216.98,200.68,93.37,55.11,30.18,93.39,61.18,100.43,302.52,74.51,146.69,307.28,137.49,37.99,297.4,19.01,50.44,213.31,205.05,33.44,120.3,299.02,66.38,87.82,25.32,18.85,16.28,11.48,157.35,19.99,78.63,187.21,204.93,100.04
3/17/2023,208.46,3916.64,2145.96,1725.89,1857.39,1876.09,2108.24,73.37,133.17,66.95,1989.25,18.89,1986.73,951.56,103.71,1099.86,117.69,1097.67,750.63,584.64,513.02,1462.81,815,2500.96,474,226.38,182.56,337.87,51.14,135.37,1126.24,979.13,1165.66,935.09,950.39,3104.08,2918.5,2138.81,8780.81,60.92,102.46,349.66,305.36,36.03,213.12,200.89,90.76,53.8,29.81,88.48,59.55,98.7,295.8,74.13,144.66,298.97,135.16,37.85,294.74,17.32,49.87,207.75,201.35,32.97,119.22,296.59,64.66,86.35,24.55,18.17,16.1,11.35,158.25,19.54,74.68,185.98,195.61,98.95
3/20/2023,208.54,3951.57,2164.92,1744.99,1866.72,1900.76,2098.08,73.17,135.5,67.85,1978.84,19.02,2000.48,942.98,103.28,1095.6,117.14,1101.95,760.78,596.98,519.15,1481.55,826.06,2506.74,483.52,228.79,183.44,340.62,51.18,134.56,1118.59,979.17,1168.69,934.77,951.83,3065.98,2962.27,2157.97,8780.81,62.5,101.93,349.32,305.97,36.43,213.72,200.88,93.94,54.35,29.16,87.62,59.86,99.85,300.2,74.65,143.75,300.51,136.22,38.63,293.45,17.03,50.12,208.58,201.95,33.33,121.38,300.47,63.92,87.31,23.51,18.17,15.94,11.75,148.9,19.24,75.59,184.78,197.81,97.71
3/21/2023,208.58,4002.87,2195.14,1777.74,1894.98,1926.01,2091.05,73.97,137.26,69.55,1940.07,19.21,2022.26,952.45,103.26,1102.35,116.17,1131.84,759.84,617.6,532.33,1490.34,835.38,2527.62,489.45,227.29,187.93,333.62,52.65,139.38,1130.22,982.11,1164,934.83,951.6,3097.01,2994.6,2161.93,8780.81,61.9,105.84,354.57,310.34,36.99,219.68,202.92,92.27,55.79,28.46,90.99,61.11,100.54,303.5,75.57,146.64,308.63,136.93,39.05,298.81,19.02,50.63,213.32,198.19,34.18,123.48,304.83,65,88.93,24.06,18.19,16.46,12.02,154.3,19.13,78.2,182.71,202.16,100.61
3/22/2023,208.59,3936.97,2157.28,1727.36,1865.98,1886.3,2112.23,74.04,135.02,70.78,1970.11,19.24,2038.07,961.48,102.35,1099.5,116.25,1106.94,752.38,604.56,519.7,1468.05,819.46,2504.44,480.84,219.01,184.88,327.02,51.25,134.53,1127.1,980.79,1165.86,935.22,951.83,3063.77,2960.6,2154.23,8780.81,62.33,104.22,351.03,306.12,36.2,213.51,197.06,90.3,54.88,28.13,90.22,60.93,99.12,294.35,73.79,142.29,302.26,135.78,38.33,303.73,17.94,48.54,208.63,192.12,33.96,122.24,301.51,61.82,87.05,22.81,17.85,15.29,11.92,149.03,19.15,76.08,179.48,199.81,98.7
3/23/2023,208.63,3948.72,2162.56,1720.29,1880.55,1878.71,2117.94,73.75,133.33,69.84,1993.4,19.15,2052.04,977.78,102.53,1098.84,117.15,1106.39,749.13,596.32,516.28,1465.45,817.61,2545.76,480.17,217.66,188.27,323.73,50.4,132.53,1139.03,979.3,1168.19,935.19,950.52,3123.78,2980.46,2208.3,8780.81,62.52,106.26,354.37,309.75,35.97,215.72,195.83,87.19,55.06,29.03,89.02,61.57,98.42,294.99,74.41,139.84,298.17,137.86,38.25,308.22,17.63,48.8,207.85,191.62,34.26,123.74,302.99,61.71,87.03,23.15,18.45,15.06,12.19,153.29,18.92,74.94,180.03,204.28,98.71
3/24/2023,208.66,3970.99,2174.07,1734.92,1886.7,1893.57,2119.13,73.6,134.75,69.14,1978.21,19.24,2017.13,972.17,103.12,1096.06,117.27,1102.47,761.34,598.03,515.97,1484.65,820.48,2552.04,484.05,223.26,188.77,333.82,50.38,133.57,1125.51,978.88,1169.84,933.69,951.31,3147.97,3004.75,2177.78,8780.81,62.31,106.06,351.63,310.89,35.92,216.58,197.58,89.05,55.36,29.36,89.69,60.83,98.34,299.63,75.21,138.42,299.96,140.6,38.38,313.45,17.94,49.44,206.73,199.62,34.49,123.29,309.16,62,87.01,23.49,18.33,15.3,12.28,152.72,18.62,76.21,183.55,206.01,98.13
3/27/2023,208.74,3977.53,2178.96,1753.67,1882.13,1909.18,2098.82,73.42,136.05,72.68,1956.67,19.74,2031.36,964.01,102.86,1097.24,116.14,1104.44,765.48,610.6,523.2,1490.71,827.24,2530.32,487.64,222.45,186.74,334.24,51.08,133.58,1117.75,980.74,1167.56,932.61,950.4,3128.45,2977.22,2152.94,8780.81,63.22,103.06,354.62,308.76,36.4,218.59,197.59,89.71,55.79,29.18,90.97,61.87,98.66,306.57,75.82,135,302.74,140.93,39.06,317.22,17.85,49.37,207.89,193.15,35.13,123.25,309.16,61.17,87.54,25.29,18.67,15.16,12.21,154.99,18.68,76.27,185.02,202.84,98.04
3/28/2023,208.76,3971.27,2175.98,1752.63,1875.32,1911.3,2095.56,73.38,136.54,73.07,1973.54,19.83,2043.84,970.69,102.43,1095.02,115.79,1103.2,767.18,619.44,522.9,1482.27,831.74,2518.77,490.07,221.87,184.84,335.22,51.26,131.97,1114.7,981.58,1168.73,930.86,950.91,3118.62,2963.92,2137.74,8780.81,64.58,101.36,354.33,307.12,36.45,215.6,195.42,88.34,55.78,29.29,91,63.32,98.72,312.89,75.35,137.18,299.53,140.63,38.73,320.31,17.54,48.41,207.37,192.87,34.93,123.47,309,62.45,87.54,25.23,18.91,15.03,12.22,155.26,19.28,76.64,187.32,200.68,97.24
3/29/2023,208.77,4027.81,2207.4,1771.6,1903.62,1936.77,2095.7,74.3,137.67,72.84,1964.7,19.71,2061.91,980.14,102.64,1098.82,115.68,1124.22,771.29,628.71,530.74,1485.81,843.55,2571.52,496.86,227,187.03,340.04,52.19,135.43,1127.04,982.38,1165.65,932.27,950.34,3174.22,3021.58,2198.07,8780.81,64.7,101.9,359.53,312.72,36.95,216.83,198.72,91.58,56.42,31.52,90.79,63.19,100.62,316.6,75.84,138.21,300.47,142.98,39.25,361.04,18.64,48.73,210.58,198.49,35.16,124.32,312.69,60.45,88.92,25.63,19.19,15.15,12.48,158.89,19.38,76.84,187.05,205.35,100.25
3/30/2023,208.74,4050.83,2219.84,1768.38,1916.63,1943.54,2099.64,74.74,137.94,74.24,1980.37,19.87,2084.49,985.77,102.14,1098.68,115.73,1134.3,773.93,630.9,529.19,1493.96,845.47,2600.86,500.05,229.76,187.63,341.42,52.75,135.93,1129.16,983.73,1165.19,931.34,950.49,3205.2,3051.66,2233.56,8780.81,65.22,101.32,359.26,315.68,37.15,217.7,199.69,93.74,56.62,32.09,90.72,63.27,101.32,315.25,75.83,137.11,304.67,145.11,39.3,358.09,18.85,48.76,210.86,201.18,35.8,126.07,313,61.53,89.32,25.76,19.38,15.44,12.55,160.59,19.31,78.36,188.93,207.84,102
3/31/2023,208.75,4109.31,2253.36,1802.48,1949.53,1969.59,2109.41,75.55,139.04,75.54,1969.28,20.12,2092.6,990.28,102.51,1101.72,116.08,1163.98,780.38,634.9,535.28,1510.73,856.59,2638.98,507.92,234.78,191.53,344.01,54.07,140.37,1138.15,984.38,1163.61,932.64,950.55,3258.55,3100.84,2254.51,8780.81,67.14,104,363.41,320.93,37.91,224.85,202.84,95.17,57.42,32.67,92.42,64.46,104.13,318.16,78.05,141.89,309.63,146.57,40.28,364.19,20.15,50.28,213.59,204.34,36.51,126.55,315.29,61.74,91.05,26.17,19.37,15.96,12.6,171.17,19.64,80,191.52,211.94,103.29
4/3/2023,208.83,4124.51,2260.15,1802.31,1951.63,1978.86,2118.68,75.15,141.83,80.28,1984.65,20.66,2104.83,989.18,102.09,1100.89,116.61,1153.35,784.39,666.07,536.36,1527.04,858.21,2637.78,511.23,232.56,192.54,341.52,53.44,140.77,1122.06,984.58,1164.02,934.2,950.63,3246.96,3119.16,2245.08,8780.81,67.47,104.91,366.47,320.15,38.01,227.39,202.24,96.33,57.65,32.89,91.46,64.67,104.85,320.2,77.8,147.17,307.46,145.2,40.92,367.4,19.96,49.39,214.47,201.1,36.6,126.32,317.08,60.49,91.05,25.73,19.23,15.86,12.58,163.92,19.67,79.7,190.31,213.07,102.41
4/4/2023,208.87,4100.6,2245.89,1769.66,1941.47,1961.31,2127.93,74.93,140.59,80.57,2020.42,20.63,2116.77,987.62,101.59,1098.58,117.42,1152.52,782.48,654.61,530.93,1527.4,838.88,2622.43,503.73,232.6,193.13,343.3,52.88,138.16,1117.64,983.19,1164.16,931,951.79,3247.27,3102.65,2208.44,8780.81,66.2,105.12,363.9,319.07,37.77,223,202.11,92.55,57.79,33.1,88.87,62.61,104,310.65,76.51,143.04,302.73,143.53,40.79,366.8,19.99,49.48,210.84,203.45,36.54,127.81,318.85,63.4,90.12,24.95,19.97,15.8,12.66,166.49,18.72,77.39,193.04,214.72,103.95
4/5/2023,208.9,4090.38,2238.37,1752.13,1923.78,1965.25,2133.83,74.51,142.27,80.47,2020.73,20.66,2101.65,987.85,101.85,1094.16,117.75,1129.04,786.82,663.91,530.18,1553.83,827.97,2591.17,502.61,231.38,192.71,352.13,52.31,135.11,1089.78,983.5,1166.45,931.6,953.09,3216.87,3070.03,2168.22,8780.81,65.99,104.95,363.79,315.92,37.92,217.29,199.4,90.71,58.84,32.83,88.54,61.87,104.9,307.31,75.81,139.99,302.66,140.88,40.23,364.81,19.01,48.73,208.36,204.69,36.59,126.74,321.56,64.27,88.85,24.07,20.58,15.68,12.1,156.99,18.39,75.52,195.19,211.48,101.1
4/6/2023,208.93,4105.02,2245.93,1754.46,1934.71,1966.69,2132.95,74.84,142.07,80.56,2007.91,20.62,2100.33,984.43,101.82,1095.91,117.72,1129.59,787.45,654.14,531.81,1557.33,827.76,2608.75,501.51,232.97,196,354.72,53.29,135.29,1095.38,983.68,1164.37,931.07,953.4,3265.61,3078.65,2164.56,8780.81,66.01,108.9,361.47,318.05,37.69,219.71,196.41,89.49,59.14,32.81,89.59,61.83,104.68,301.84,76.7,137.94,300,141.2,40.19,364.33,18.58,48.84,207.54,206.69,37.14,128.71,322.05,65.08,88.85,23.69,20.77,16.1,11.63,158.54,18.32,75.74,195.1,216.1,102.06
4/7/2023,208.94,4105.02,2245.93,1754.46,1934.71,1966.69,2119.77,74.84,142.07,80.56,2007.91,20.62,2101.06,987.07,102.09,1095.91,116.96,1129.59,787.45,654.14,531.81,1557.33,827.76,2608.75,501.51,232.97,196,354.72,53.07,135.29,1095.38,983.68,1164.37,931.07,953.4,3265.61,3078.65,2164.56,8780.81,66.01,108.9,361.47,318.05,37.69,219.71,196.41,89.49,59.14,32.81,89.59,61.83,104.68,301.84,76.7,137.94,300,141.2,40.19,364.33,18.58,48.84,207.54,206.69,37.14,128.71,322.05,65.08,88.85,23.69,20.77,16.1,11.63,158.54,18.32,75.74,195.1,216.1,102.06
4/10/2023,209.02,4109.11,2249.61,1772.44,1935.82,1974.06,2116.98,74.77,142.68,79.6,1991.48,20.6,2084.79,988.68,102.58,1097.08,116.67,1134.39,787.34,658.37,533.25,1556.75,835.19,2604.91,503.98,234.1,194.65,354.01,53.21,139.29,1096.78,984.07,1163.94,932.26,953.19,3248.87,3045.52,2203.9,8780.81,66.32,106.95,360.14,317.87,38.23,222.63,197.76,88.97,58.42,32.52,93.4,62.84,104.74,306.78,77.33,137.1,299.42,141.99,40.18,363.37,19.22,49.16,208.48,208.35,36.54,127.45,319.95,63.2,89.64,24.97,20.76,16.81,11.66,158.92,18.68,75.32,192.74,214.75,102.17
